,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,38,19,46,24,1,24,47,23,16,32,16,13,44,13,1,0,1,37
1,1,24,47,15,16,32,16,23,21,23,47,24,29,4,16,28,31,28,9,14
2,2,16,39,16,15,47,19,46,35,31,28,29,50,16,39,16,13,26,13,17
3,3,35,27,35,27,35,37,6,16,4,47,50,47,49,16,49,47,19,1,19
4,4,16,23,16,32,16,15,16,6,5,6,27,6,37,35,8,35,26,39,29
5,5,6,27,6,26,6,29,24,48,24,46,35,18,35,37,1,25,1,35,31
6,6,26,39,47,15,29,11,31,11,29,39,16,50,16,23,16,23,16,13,17
7,7,19,46,24,1,13,29,13,1,19,1,13,1,19,9,39,16,32,29,13
8,8,35,27,35,18,35,29,36,9,39,9,39,9,32,9,32,29,32,16,32
9,9,12,9,36,9,12,29,50,16,32,16,39,29,49,29,32,29,32,35,20
10,10,29,39,16,39,47,28,47,13,43,13,26,35,31,28,1,28,13,28,9
11,11,31,11,9,39,16,13,29,28,1,37,35,38,19,7,19,38,35,37,35
12,12,29,24,29,10,17,13,26,13,47,23,47,50,47,50,29,39,29,28,47
13,13,28,47,13,1,28,43,13,43,28,9,39,47,24,46,35,18,35,31,28
14,14,40,14,9,12,9,32,9,39,9,14,29,32,16,6,27,6,27,6,29
15,15,29,23,47,4,16,6,29,12,9,36,29,28,9,28,13,30,28,22,28
16,16,50,16,39,9,11,29,36,9,14,29,24,47,4,47,19,38,19,9,32
17,17,13,17,35,44,13,16,32,35,33,35,29,50,47,13,30,35,37,35,32
18,18,35,30,13,29,36,9,39,9,14,29,6,37,1,35,27,6,27,35,9
19,19,29,4,16,32,16,23,47,13,47,15,47,50,47,19,0,19,48,19,1
20,20,35,29,19,9,12,29,32,9,39,26,39,29,15,47,35,33,35,33,35
21,21,23,47,13,47,49,16,2,16,23,47,24,46,24,29,36,29,24,48,24
22,22,35,3,35,16,32,35,16,39,47,19,29,4,29,24,1,0,35,38,19
23,23,21,35,37,35,31,28,22,28,16,35,26,35,29,4,29,14,9,36,9
24,24,48,24,46,24,40,14,40,14,40,14,9,32,35,37,35,33,35,1,13
25,25,1,24,40,14,9,39,16,2,16,39,9,36,9,19,48,23,16,35,9
26,26,35,3,35,33,35,26,35,0,35,37,1,35,0,1,37,35,42,35,43
27,27,6,27,6,29,6,37,35,30,28,13,30,28,1,0,1,24,47,13,17
28,28,29,23,48,19,0,1,0,1,37,6,27,35,26,13,47,4,29,49,47
29,29,13,26,39,26,6,27,6,29,10,29,11,31,28,1,19,9,11,9,11
30,30,28,16,35,0,1,0,19,38,19,48,19,9,39,16,32,16,4,47,28
31,31,28,1,19,48,19,29,39,16,32,16,39,9,35,26,6,27,6,5,6
32,32,9,36,9,14,9,36,9,39,16,23,48,19,7,19,0,19,9,28,45
33,33,35,33,35,46,24,47,4,29,12,9,36,9,32,16,23,47,39,9,12
34,34,35,29,15,29,49,47,28,30,13,29,13,28,9,36,9,12,29,14,40
35,35,34,35,43,13,16,15,29,28,29,35,32,9,12,9,39,29,28,22,35
36,36,9,28,47,23,21,35,46,24,29,13,16,32,16,35,43,35,26,35,42
37,37,1,19,47,19,29,39,9,11,29,15,47,13,43,35,32,9,32,16,4
38,38,35,33,35,1,24,1,0,35,31,11,29,23,48,24,1,28,43,28,30
39,39,16,28,47,49,47,23,47,35,32,35,18,35,8,35,27,6,16,39,9
40,40,24,46,35,44,35,8,35,31,11,9,39,9,36,29,23,47,28,30,28
41,41,35,16,23,21,35,9,39,9,39,16,32,16,39,29,28,44,35,27,35
42,42,35,1,13,17,35,21,23,21,23,48,24,40,14,9,36,9,36,29,10
43,43,13,29,39,9,36,29,35,9,28,29,28,13,44,35,45,28,29,36,9
44,44,28,30,28,44,35,18,35,42,35,20,35,26,35,44,28,31,35,31,35
45,45,35,26,39,9,39,16,39,47,49,47,35,26,13,1,0,35,18,35,26
46,46,24,29,28,13,16,39,9,19,9,32,9,11,9,11,9,28,31,11,9
47,47,15,29,36,9,39,9,12,9,39,29,23,21,35,3,35,30,28,22,28
48,48,19,29,12,29,32,9,11,31,28,9,11,31,35,1,28,44,28,30,28
49,49,47,28,29,23,16,32,16,2,16,23,47,13,44,28,31,28,1,24,40
50,50,47,19,48,23,21,35,3,35,29,6,27,35,46,19,48,19,47,4,29
51,0,35,16,23,16,35,1,35,26,35,20,35,41,35,30,35,29,13,47,24
52,1,35,1,0,1,19,48,19,48,19,46,19,48,19,1,25,1,37,1,19
53,2,16,28,44,28,31,28,45,35,8,35,30,13,28,30,28,16,23,16,35
54,3,35,42,35,46,24,46,19,0,1,37,35,31,35,27,6,29,28,9,32
55,4,47,13,29,12,9,32,16,39,9,39,26,13,26,35,41,35,29,39,29
56,5,6,27,35,33,35,8,35,22,35,33,35,44,35,46,35,29,35,20,35
57,6,5,6,27,35,31,28,47,23,29,10,29,6,26,35,34,35,47,50,47
58,7,19,47,49,47,19,48,19,46,19,29,12,29,35,33,35,37,6,5,6
59,8,35,45,35,44,28,1,0,35,26,35,9,32,16,39,16,39,9,12,9
60,9,12,29,23,16,4,29,10,17,13,29,4,16,32,16,49,16,39,29,35
61,10,29,19,1,19,1,19,48,24,40,24,47,15,29,15,16,28,13,26,13
62,11,9,39,26,39,9,36,29,28,1,0,35,9,11,31,28,30,13,43,35
63,12,9,11,31,28,16,15,16,39,9,19,1,35,16,6,29,19,7,19,9
64,13,1,25,1,0,1,25,1,28,30,28,30,28,45,35,9,36,9,14,9
65,14,29,4,47,23,16,13,29,15,29,39,16,32,16,23,47,15,29,28,30
66,15,29,23,16,49,47,39,29,4,29,35,1,19,38,19,7,19,7,19,9
67,16,32,9,36,29,32,16,39,16,32,16,32,9,14,9,36,29,19,47,39
68,17,35,31,28,1,19,46,19,1,0,1,35,33,35,37,35,46,19,9,11
69,18,35,42,35,8,35,1,25,1,28,16,13,28,1,19,47,50,47,39,9
70,19,46,35,16,32,9,12,29,49,47,28,30,13,47,13,43,13,28,29,12
71,20,35,30,35,45,28,13,26,35,41,35,31,35,8,35,30,35,37,6,16
72,21,35,30,28,30,35,20,35,27,6,27,6,26,35,16,6,27,6,37,1
73,22,28,29,32,9,32,9,32,9,39,47,50,16,39,9,39,9,12,9,39
74,23,29,35,26,35,31,11,31,35,42,35,20,35,26,35,43,35,26,35,47
75,24,40,14,40,24,29,15,47,50,16,50,47,4,29,36,9,36,29,36,29
76,25,1,13,16,23,16,23,29,11,29,35,42,35,21,35,20,35,22,28,29
77,26,35,44,28,1,0,1,0,1,28,30,13,1,35,46,35,16,23,16,39
78,27,6,5,6,16,35,47,13,16,32,9,39,16,15,29,35,9,11,31,11
79,28,44,28,30,28,47,49,47,19,7,19,46,35,0,1,28,29,32,16,50
80,29,36,29,15,16,39,26,35,43,13,16,32,29,28,29,4,29,50,16,32
81,30,35,37,35,46,35,18,35,34,35,31,35,32,9,11,9,39,16,2,16
82,31,35,26,39,29,39,29,35,17,10,29,19,0,19,46,19,1,28,9,32
83,32,9,14,9,12,9,39,47,28,1,35,26,39,9,35,31,28,45,35,3
