,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,19,1,25,1,0,19,48,23,47,19,1,24,1,19,1,24,1,37
1,1,19,48,23,47,4,16,32,16,32,16,32,16,6,5,6,27,6,27,6
2,2,16,32,16,28,13,30,28,29,28,30,35,34,35,41,35,44,13,47,39
3,3,35,31,35,30,35,37,1,24,48,19,48,19,48,24,48,24,48,19,48
4,4,16,6,16,39,9,11,9,39,9,14,29,4,29,32,9,39,16,32,9
5,5,6,26,35,1,0,1,0,35,8,35,46,24,46,24,1,0,19,1,35
6,6,29,14,9,39,9,36,9,19,48,19,38,19,47,15,29,11,29,11,31
7,7,19,38,19,1,0,1,0,1,28,9,39,47,13,30,35,42,35,47,39
8,8,35,32,16,39,9,32,29,12,29,12,9,14,29,49,16,15,16,39,29
9,9,28,45,28,30,35,26,35,37,1,19,1,28,30,28,16,39,16,32,16
10,10,17,13,17,13,26,35,26,39,9,36,29,36,9,36,29,32,35,27,35
11,11,9,36,29,12,9,39,16,35,34,35,1,28,30,28,44,13,47,24,40
12,12,9,32,16,13,1,28,30,35,32,16,39,16,2,16,32,29,28,30,28
13,13,1,37,6,29,10,29,19,0,1,13,44,13,1,24,29,39,47,15,47
14,14,9,39,9,32,16,32,35,47,39,9,12,9,11,31,28,29,13,16,32
15,15,29,11,9,35,32,16,39,16,32,9,12,9,11,31,35,27,35,22,35
16,16,39,9,36,29,32,16,32,29,10,29,24,29,23,47,24,40,14,9,11
17,17,10,17,13,17,10,29,14,29,39,47,49,47,19,1,19,46,19,46,35
18,18,35,31,11,29,28,31,11,9,12,29,19,0,19,1,37,35,16,32,29
19,19,38,19,7,19,7,19,48,23,47,49,29,49,47,50,47,19,29,49,29
20,20,35,37,6,5,6,26,6,27,35,33,35,47,19,46,19,48,19,48,23
21,21,35,34,35,37,6,27,6,27,35,41,35,34,35,31,28,47,19,1,28
22,22,35,43,13,16,35,26,35,20,35,18,35,27,6,37,1,28,44,28,31
23,23,29,32,9,11,9,28,43,13,26,39,16,39,16,4,47,35,43,35,27
24,24,29,4,47,49,29,14,9,11,9,32,29,39,16,39,9,11,9,32,29
25,25,1,28,13,28,29,24,46,35,0,35,30,28,43,28,30,28,30,28,31
26,26,35,21,23,21,35,1,0,35,31,11,29,36,29,4,47,39,16,35,37
27,27,6,5,6,27,6,5,6,27,6,16,39,9,36,9,19,38,19,29,10
28,28,43,13,43,28,22,28,31,28,9,36,9,39,16,39,26,13,28,9,11
29,29,49,47,49,16,4,16,4,16,15,29,35,30,35,22,28,30,13,1,25
30,30,28,30,28,47,15,47,4,29,4,29,32,16,50,47,23,29,28,13,30
31,31,11,29,39,29,13,30,28,1,25,1,25,1,28,1,28,30,35,33,35
32,32,16,23,21,23,21,35,29,24,29,36,29,32,35,27,35,45,28,30,13
33,33,35,26,35,37,35,37,1,0,35,22,35,46,35,45,35,22,28,9,39
34,34,35,20,35,34,35,16,4,29,24,48,19,29,23,47,24,40,24,48,19
35,35,26,39,9,36,9,32,16,39,16,23,47,39,16,32,9,11,9,11,9
36,36,9,39,29,28,44,13,30,35,18,35,26,35,8,35,37,6,27,35,0
37,37,6,26,35,8,35,37,6,5,6,27,35,31,11,29,36,9,19,46,35
38,38,19,1,24,47,19,48,24,29,23,47,4,47,23,47,50,47,35,32,35
39,39,29,11,31,35,45,28,13,44,35,30,28,43,28,31,11,29,15,16,4
40,40,24,40,14,40,14,40,14,40,24,48,23,47,23,29,49,47,24,46,24
41,41,35,46,24,40,14,29,24,47,13,16,23,16,32,16,32,16,49,47,4
42,42,35,21,23,16,32,29,49,29,28,30,13,47,23,16,39,9,12,9,28
43,43,35,33,35,21,23,47,50,16,39,47,50,47,28,1,0,1,28,44,28
44,44,28,13,30,28,45,35,27,6,37,6,29,23,48,19,38,35,41,35,21
45,45,28,45,28,30,35,38,19,9,19,38,19,1,0,35,29,35,21,23,21
46,46,35,42,35,27,35,21,35,45,35,21,23,21,35,1,13,43,35,1,0
47,47,23,21,23,47,13,28,30,28,43,35,29,32,29,39,16,15,16,39,16
48,48,19,1,24,40,14,29,13,47,19,48,19,46,24,29,23,47,50,47,39
49,49,29,19,47,35,33,35,27,35,21,35,33,35,18,35,32,29,10,17,35
50,50,16,13,47,23,29,24,40,24,29,4,29,6,27,6,26,35,42,35,47
51,0,35,32,35,0,19,7,19,9,35,32,9,39,16,32,29,10,29,12,9
52,1,35,44,28,1,28,1,28,16,4,47,50,16,15,47,19,7,19,47,23
53,2,16,32,29,32,16,32,29,24,48,19,48,24,48,23,29,10,17,10,29
54,3,35,31,28,29,28,1,28,30,28,31,28,16,13,16,23,29,28,44,35
