,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,0,19,9,12,9,36,29,49,47,50,47,15,29,4,29,32,16,2
1,1,28,43,28,22,35,45,28,44,35,26,35,26,13,16,32,16,23,47,13
2,2,16,49,47,50,47,49,47,13,44,35,26,35,30,28,30,28,1,37,35
3,3,35,31,28,30,13,30,35,31,28,47,24,48,23,21,35,45,35,44,13
4,4,47,24,48,24,46,24,29,24,48,24,1,19,48,23,48,24,29,35,22
5,5,6,5,6,37,35,46,24,48,23,21,23,16,32,9,39,9,11,9,36
6,6,16,32,16,28,30,35,30,28,29,28,30,13,17,10,17,10,29,6,27
7,7,19,0,35,18,35,33,35,42,35,32,16,39,29,14,29,4,47,39,16
8,8,35,27,35,3,35,0,1,28,30,35,20,35,43,28,30,13,26,35,41
9,9,11,9,28,1,25,1,28,47,39,47,49,16,39,9,39,16,39,9,36
10,10,29,24,40,24,46,24,40,24,29,6,27,6,5,6,37,1,24,48,24
11,11,9,39,47,28,30,28,30,13,17,10,17,10,29,50,29,23,47,28,22
12,12,29,15,29,36,9,35,32,16,23,47,23,21,35,26,39,47,23,48,24
13,13,43,35,42,35,29,19,48,24,47,39,29,10,17,13,44,28,9,11,29
14,14,29,50,16,39,16,28,13,26,35,16,39,29,6,29,39,29,36,9,39
15,15,29,4,16,32,9,11,31,28,30,35,37,35,27,6,27,6,27,6,27
16,16,39,9,39,29,36,29,36,9,36,9,32,29,12,9,12,9,12,9,36
17,17,35,18,35,0,35,8,35,32,9,36,29,14,29,13,17,13,16,39,47
18,18,35,27,35,8,35,31,35,33,35,29,28,13,43,35,26,35,37,35,33
19,19,1,37,6,27,6,5,6,27,35,41,35,45,28,45,35,30,28,1,37
20,20,35,41,35,32,9,36,29,14,9,36,29,10,17,35,26,35,16,39,9
21,21,23,48,23,16,32,16,49,47,23,48,23,21,23,21,35,22,35,45,28
22,22,35,17,35,1,35,32,29,14,9,32,16,39,29,19,9,11,29,28,44
23,23,48,23,47,50,47,49,16,39,9,39,26,35,32,35,27,6,26,13,26
24,24,29,10,29,11,9,36,29,28,30,13,28,22,28,31,11,29,28,13,47
25,25,1,35,1,24,46,19,47,15,47,50,47,49,47,15,16,23,16,32,16
26,26,35,44,35,26,35,33,35,16,39,29,32,16,6,29,32,35,0,1,25
27,27,6,27,6,37,35,27,6,29,13,47,49,47,23,48,23,29,12,9,39
28,28,1,0,1,24,1,19,48,19,48,23,29,10,29,32,35,30,13,16,35
29,29,4,29,35,31,28,9,36,9,14,9,39,16,50,47,13,30,35,3,35
30,30,28,16,32,35,32,35,26,35,29,11,29,49,47,49,47,13,47,35,37
31,31,35,18,35,41,35,0,19,0,35,27,35,33,35,26,13,16,32,16,32
32,32,16,28,31,11,9,36,29,32,29,35,1,13,17,10,29,10,29,11,31
33,33,35,33,35,42,35,20,35,29,4,29,49,47,19,48,24,48,24,47,28
34,34,35,33,35,44,28,43,28,31,11,9,19,29,28,1,24,48,24,48,23
35,35,31,28,30,28,31,11,9,39,9,39,16,50,47,24,46,19,1,28,1
36,36,9,39,9,14,29,35,1,19,29,28,47,39,9,35,31,35,38,35,29
37,37,35,33,35,46,24,47,49,47,49,47,35,18,35,32,16,23,16,32,9
38,38,19,1,0,1,28,44,13,1,19,1,28,22,35,32,35,34,35,27,35
39,39,9,12,9,19,0,19,29,4,29,10,17,35,42,35,1,28,9,11,9
40,40,24,1,0,19,1,28,30,28,1,13,16,23,16,4,29,24,48,23,16
41,41,35,20,35,0,19,9,19,1,13,16,32,16,15,29,19,7,19,48,24
42,42,35,47,49,29,35,9,14,9,19,38,19,29,28,30,28,43,13,17,10
43,43,28,13,1,0,1,28,45,28,47,35,33,35,42,35,20,35,30,28,45
44,44,13,16,32,29,15,16,32,29,32,9,36,29,15,29,32,16,50,16,28
45,45,28,47,13,44,28,47,15,29,15,16,6,16,39,9,39,29,32,35,9
46,46,24,29,6,29,36,9,14,40,24,29,28,29,35,21,35,34,35,33,35
