,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,34,35,22,35,33,35,47,39,9,36,9,28,45,28,30,13,26,6
1,1,28,13,30,28,45,28,1,0,19,7,19,38,35,30,28,30,28,45,35
2,2,16,32,16,49,16,4,47,23,47,50,47,24,47,28,1,28,9,19,0
3,3,35,34,35,44,13,28,22,28,47,49,29,4,47,13,44,28,45,35,43
4,4,29,4,29,32,16,15,47,19,46,24,48,24,48,24,29,28,30,28,30
5,5,6,5,6,37,35,0,35,3,35,21,23,48,19,1,19,47,50,47,19
6,6,29,32,16,32,9,28,9,11,9,36,9,35,8,35,38,19,1,35,47
7,7,19,1,19,1,37,35,27,35,37,1,24,46,24,40,14,9,11,9,36
8,8,35,18,35,20,35,43,35,27,35,26,35,3,35,21,23,16,39,9,39
9,9,32,9,32,35,26,13,44,28,30,35,1,24,40,14,40,24,40,24,47
10,10,17,13,17,13,29,24,29,13,43,13,30,13,29,36,29,36,29,39,26
11,11,31,35,32,16,32,29,11,9,35,20,35,31,11,9,39,9,32,9,39
12,12,29,14,40,24,40,24,47,15,29,6,27,6,27,6,16,6,16,15,16
13,13,16,13,16,4,47,39,16,49,47,50,16,39,9,36,9,32,16,4,16
14,14,40,24,1,28,45,35,21,35,38,19,1,19,48,23,21,23,48,24,48
15,15,16,39,9,14,29,35,29,23,16,32,9,39,26,6,29,28,31,28,30
16,16,39,16,32,29,10,17,35,16,50,29,32,9,39,47,23,47,4,16,32
17,17,10,29,36,9,35,18,35,37,1,24,48,19,48,24,46,24,46,35,37
18,18,35,33,35,46,19,46,24,48,24,47,35,17,35,26,39,16,6,26,13
19,19,9,36,29,24,40,14,40,24,46,35,0,19,47,50,16,15,29,11,9
20,20,35,26,13,43,28,9,35,31,35,31,35,22,35,33,35,37,35,44,28
21,21,35,9,36,9,12,9,36,29,49,47,28,30,35,21,35,27,6,27,6
22,22,35,47,39,16,39,26,35,21,35,41,35,22,35,32,16,49,29,39,29
23,23,16,32,16,32,29,23,47,4,16,50,16,13,30,35,38,19,1,37,35
24,24,40,24,47,50,47,50,47,35,29,15,47,13,17,10,29,49,16,39,47
25,25,1,37,35,47,49,47,35,34,35,26,35,26,35,1,28,1,25,1,19
26,26,35,9,36,9,35,21,23,16,39,29,28,47,50,47,24,48,24,46,19
27,27,6,37,35,46,24,48,19,1,28,30,35,20,35,27,35,30,28,44,28
28,28,31,11,31,28,45,28,30,35,18,35,30,28,16,39,9,39,16,6,27
29,29,24,46,24,48,23,16,39,9,11,29,28,30,28,1,28,13,26,35,33
30,30,35,46,19,29,39,9,11,31,35,44,28,30,35,33,35,30,35,31,28
31,31,11,29,6,26,35,9,32,29,10,29,36,9,39,16,6,16,2,16,23
32,32,9,28,30,28,31,35,26,35,42,35,1,28,44,13,16,4,47,28,44
33,33,35,44,13,28,47,23,47,23,16,32,16,32,35,47,49,16,32,9,11
34,34,35,0,19,48,24,1,19,1,24,46,35,27,6,26,6,27,35,31,35
35,35,43,35,26,35,45,35,33,35,22,28,1,28,43,28,9,32,9,39,16
36,36,9,39,16,23,21,35,31,35,43,35,37,35,38,19,48,23,48,24,48
37,37,1,24,1,24,48,19,1,13,43,35,32,29,36,29,11,29,11,9,19
38,38,19,7,19,0,1,25,1,19,48,19,38,35,30,35,21,35,31,28,31
39,39,9,28,30,28,31,28,43,13,29,11,9,36,9,11,9,32,29,19,29
40,40,14,9,39,9,39,9,32,35,17,13,30,28,31,28,30,28,16,15,16
41,41,35,32,9,12,9,12,9,36,9,39,16,15,16,32,35,33,35,31,35
42,42,35,29,6,5,6,29,39,47,28,31,35,41,35,8,35,32,29,13,47
43,43,13,1,13,16,35,30,28,29,12,9,35,1,25,1,25,1,25,1,0
44,44,35,42,35,32,16,28,22,35,32,35,42,35,21,23,21,35,16,35,20
45,45,35,34,35,16,6,16,28,16,15,16,23,48,19,0,1,24,40,24,47
46,46,19,0,1,19,29,11,9,36,9,32,16,15,29,4,16,50,47,50,29
47,47,39,9,32,35,9,11,29,23,47,13,47,4,16,4,29,13,30,28,30
48,48,24,29,36,9,36,29,11,9,12,9,32,35,31,11,31,11,9,11,9
49,49,47,49,47,28,1,28,1,28,31,28,22,35,1,13,29,36,29,28,45
50,50,29,35,32,9,39,29,50,29,36,29,39,16,35,33,35,31,35,27,6
51,0,19,38,35,21,35,46,24,46,35,18,35,30,28,9,32,35,45,35,34
52,1,28,31,35,9,14,9,11,31,28,31,11,9,28,29,35,47,28,29,13
53,2,16,13,30,35,3,35,20,35,27,6,27,6,26,35,9,11,9,36,9
54,3,35,30,28,13,29,39,16,4,47,15,29,28,44,28,22,35,31,28,45
55,4,16,35,29,28,13,26,13,28,31,35,33,35,37,35,29,36,29,50,29
56,5,6,27,35,9,11,29,23,29,32,16,39,9,11,9,12,29,32,9,14
57,6,37,6,27,6,37,1,37,6,27,35,31,35,26,35,43,35,32,29,19
58,7,19,7,19,1,28,45,28,29,11,31,28,44,28,30,28,30,28,9,39
59,8,35,34,35,17,35,43,35,22,35,9,39,16,32,35,1,35,8,35,27
60,9,39,16,2,16,49,47,35,44,13,30,35,31,28,30,28,43,28,30,28
61,10,17,13,1,0,1,28,31,28,9,32,9,11,31,35,41,35,32,35,34
62,11,31,28,43,13,16,32,29,15,29,10,29,50,16,39,16,4,29,28,13
63,12,29,10,17,13,44,28,30,28,9,39,9,39,9,32,16,32,16,32,9
64,13,16,2,16,50,29,32,16,2,16,39,16,23,47,50,47,28,30,28,30
65,14,9,32,16,35,26,35,27,6,27,35,47,15,47,23,47,39,16,15,47
66,15,47,4,16,23,29,15,16,50,16,39,16,39,26,13,43,35,17,35,37
67,16,23,16,32,9,39,9,39,47,49,47,50,16,28,16,32,29,49,16,32
68,17,10,17,35,46,19,46,35,46,24,29,32,35,32,9,39,47,23,16,15
69,18,35,9,39,9,11,9,32,29,36,29,15,47,15,47,24,48,19,29,4
70,19,47,39,16,39,29,39,26,13,47,49,47,28,1,13,16,49,16,23,48
71,20,35,26,6,26,39,9,39,9,28,30,35,0,35,26,35,37,6,27,6
72,21,35,37,35,45,28,31,28,1,28,44,28,31,35,31,35,32,35,21,35
73,22,35,42,35,27,6,37,35,37,35,1,13,26,6,5,6,16,39,16,13
74,23,21,35,37,1,28,43,13,28,22,35,45,28,30,28,30,35,8,35,41
75,24,47,28,22,35,34,35,32,29,15,47,13,30,28,31,11,29,36,9,32
76,25,1,0,19,38,19,1,13,1,37,35,26,6,29,28,30,35,22,28,13
77,26,35,41,35,26,6,29,24,47,24,46,19,9,11,29,28,9,14,29,19
78,27,6,16,23,47,13,29,15,16,23,48,23,21,35,44,28,29,4,29,23
79,28,30,28,29,39,26,6,29,6,26,35,32,16,39,16,39,16,6,27,6
80,29,4,29,32,9,32,9,11,29,28,47,50,47,15,47,35,33,35,0,35
81,30,28,16,32,35,38,35,44,13,17,10,17,13,16,39,16,49,47,23,48
82,31,11,29,23,16,32,9,39,9,36,29,28,29,19,7,19,7,19,9,14
83,32,16,39,9,35,32,9,35,37,35,8,35,33,35,27,6,27,6,29,39
84,33,35,26,6,37,6,26,35,26,6,26,39,16,35,30,13,29,12,9,39
