,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,19,48,24,40,24,48,19,1,35,18,35,32,16,49,47,13,26,6
1,1,19,1,13,47,4,47,15,29,28,30,28,30,35,43,28,9,32,9,19
2,2,16,49,47,39,26,35,37,35,30,28,9,32,16,6,5,6,16,13,43
3,3,35,26,39,29,15,29,19,1,25,1,0,1,28,30,13,16,32,9,35
4,4,16,13,16,32,29,15,16,32,9,11,31,35,46,24,46,19,9,19,47
5,5,6,27,6,5,6,16,39,9,36,9,11,9,39,9,36,9,19,7,19
6,6,5,6,5,6,27,6,27,6,27,35,43,13,44,13,28,22,35,43,13
7,7,19,1,19,47,4,29,19,38,35,32,9,12,9,11,9,32,9,39,9
8,8,35,32,16,4,16,28,1,28,1,37,1,28,31,11,31,35,33,35,33
9,9,11,31,35,32,9,12,9,36,9,36,9,19,46,24,48,23,47,13,44
10,10,29,23,16,4,16,28,29,24,48,23,47,19,29,35,27,6,5,6,29
11,11,9,14,40,24,47,15,29,12,29,15,47,28,1,28,31,28,1,28,47
12,12,9,39,9,36,29,11,9,39,16,4,16,39,16,39,29,39,9,35,37
13,13,17,13,16,13,1,28,44,13,17,10,29,24,46,24,46,24,46,19,7
14,14,40,14,40,24,46,35,29,39,16,13,26,6,5,6,27,6,5,6,16
15,15,29,6,27,6,27,6,5,6,37,6,27,6,16,23,21,35,33,35,30
16,16,23,47,50,16,4,29,39,9,39,9,11,9,39,29,36,29,35,33,35
17,17,13,17,13,1,37,6,16,23,48,23,16,32,16,15,16,28,30,28,9
18,18,35,38,19,0,19,1,13,1,37,1,37,35,9,12,29,39,9,32,9
19,19,46,24,40,14,29,14,29,13,43,35,30,13,16,32,9,35,3,35,22
20,20,35,1,25,1,28,1,28,1,0,35,27,6,37,35,9,39,16,6,27
21,21,35,27,6,5,6,16,49,47,50,16,23,47,49,47,50,47,23,16,39
22,22,28,22,28,1,13,28,31,28,30,28,31,28,13,16,39,16,39,47,28
23,23,16,6,5,6,27,6,29,14,9,35,21,35,45,35,41,35,26,35,8
24,24,48,24,46,24,40,14,40,14,40,14,40,14,29,36,29,4,16,13,47
25,25,1,19,7,19,9,36,29,11,29,39,16,4,16,6,5,6,27,6,27
26,26,6,5,6,16,39,16,35,46,35,42,35,31,35,30,28,30,28,31,28
27,27,35,42,35,30,28,29,14,40,14,29,35,1,0,1,25,1,24,1,19
28,28,22,35,34,35,33,35,30,28,1,0,35,27,35,17,10,17,10,17,10
29,29,39,26,35,30,28,47,50,29,14,40,24,48,24,1,19,48,19,0,1
30,30,35,31,35,17,35,26,35,21,35,20,35,20,35,16,32,9,14,40,24
31,31,28,44,35,38,19,46,19,47,39,9,39,29,36,29,28,1,24,47,35
32,32,29,10,29,6,37,1,19,9,39,9,12,29,39,47,23,21,35,43,35
33,33,35,34,35,41,35,16,50,47,24,1,28,9,36,29,32,9,39,29,39
34,34,35,30,28,31,28,45,35,32,9,32,16,23,47,39,26,35,16,4,16
35,35,33,35,17,13,16,23,21,23,47,50,47,49,29,23,47,23,16,49,29
36,36,9,39,9,39,47,50,47,49,16,4,16,39,16,32,9,14,29,6,27
37,37,35,33,35,27,6,5,6,5,6,5,6,37,35,1,28,16,39,16,28
38,38,35,20,35,1,19,1,28,1,19,29,6,27,6,37,6,26,35,37,35
39,39,26,35,22,35,9,19,0,1,35,17,35,20,35,33,35,17,10,17,13
40,40,14,29,12,9,12,29,36,9,36,29,6,5,6,5,6,5,6,5,6
