,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,9,39,9,19,7,19,48,19,46,19,7,19,7,19,29,6,27,6
1,1,19,48,19,47,49,47,4,47,35,17,10,17,10,29,24,29,28,16,50
2,2,16,39,16,50,47,49,47,39,9,12,9,36,9,12,9,19,38,19,47
3,3,35,34,35,43,35,27,6,27,35,32,9,36,9,35,30,35,42,35,16
4,4,47,50,29,10,17,10,29,11,9,19,29,39,29,11,31,11,9,36,9
5,5,6,5,6,16,50,47,28,1,0,35,30,28,1,0,35,18,35,42,35
6,6,27,35,37,6,37,35,27,6,5,6,5,6,27,35,46,19,9,35,32
7,7,19,9,39,26,39,9,19,46,35,37,1,0,1,13,1,37,6,27,35
8,8,35,3,35,1,19,38,35,29,28,30,35,44,28,13,26,35,33,35,31
9,9,36,9,39,29,12,29,32,9,39,16,39,9,39,29,14,29,11,9,32
10,10,17,13,16,28,1,24,29,11,31,28,16,2,16,49,47,50,16,13,26
11,11,9,12,29,39,16,32,16,15,29,32,9,39,9,32,29,32,9,36,9
12,12,29,50,29,6,37,35,46,24,40,14,9,32,35,31,28,22,28,9,11
13,13,30,35,33,35,44,35,30,35,20,35,16,6,27,35,22,35,47,13,26
14,14,29,28,45,28,13,30,28,9,11,31,28,30,35,33,35,47,49,47,23
15,15,16,35,1,19,46,35,21,23,16,4,29,28,43,28,30,28,30,28,30
16,16,39,16,49,29,39,9,28,31,11,9,39,9,32,16,50,16,28,1,19
17,17,35,31,11,29,23,47,23,29,32,16,4,47,49,16,23,21,35,30,28
18,18,35,3,35,21,35,26,35,33,35,32,35,32,9,39,16,2,16,28,30
19,19,38,35,32,9,12,29,19,9,39,9,39,16,32,16,32,9,36,29,24
20,20,35,18,35,41,35,33,35,45,35,41,35,18,35,26,35,41,35,33,35
21,21,23,47,49,16,32,9,12,29,19,48,19,1,25,1,25,1,0,1,0
22,22,35,31,28,1,25,1,28,31,28,30,28,43,35,41,35,47,39,9,32
23,23,16,6,29,32,35,9,39,16,6,26,35,26,35,27,35,41,35,33,35
24,24,1,0,1,37,35,29,23,48,19,29,28,31,35,26,39,47,28,1,19
25,25,1,25,1,0,1,28,1,0,1,25,1,19,48,24,46,35,0,1,19
26,26,39,9,36,9,14,9,12,9,35,37,35,26,39,26,13,1,19,0,19
27,27,6,37,35,26,35,0,1,25,1,37,6,27,6,5,6,5,6,27,6
28,28,31,35,38,35,32,9,35,38,35,47,15,47,39,9,32,16,2,16,35
29,29,35,17,13,26,39,29,28,31,28,1,13,43,28,31,11,9,36,29,49
30,30,28,31,35,26,13,44,35,37,6,27,6,5,6,16,6,27,35,37,1
31,31,35,1,28,44,13,30,28,30,35,47,19,29,32,9,32,16,50,47,50
32,32,16,39,47,50,29,12,9,35,21,23,16,49,29,35,1,13,26,35,34
33,33,35,33,35,30,28,31,28,16,39,9,39,9,32,35,0,1,0,1,37
34,34,35,41,35,30,28,29,32,35,29,35,32,29,50,29,32,9,12,9,32
35,35,43,28,30,28,44,28,30,35,37,1,25,1,28,29,12,9,39,16,50
36,36,29,13,30,28,16,2,16,4,47,50,47,49,47,50,16,39,29,32,9
37,37,6,29,15,47,28,9,39,47,4,29,35,31,28,1,28,29,39,9,11
38,38,19,48,24,40,14,29,28,9,39,16,35,43,13,28,22,28,29,49,29
39,39,29,50,47,23,16,15,29,28,31,28,45,35,43,28,9,39,47,50,47
40,40,14,40,24,48,19,47,39,16,39,9,12,9,14,29,14,29,11,9,36
41,41,35,16,35,30,28,1,0,1,28,16,49,47,23,16,35,29,24,48,23
42,42,35,29,11,31,11,9,11,29,28,45,28,16,35,18,35,17,35,26,6
43,43,35,47,35,26,39,29,28,45,35,45,28,47,49,47,49,47,49,47,24
44,44,13,16,35,18,35,26,6,16,39,9,36,29,23,47,24,46,35,21,23
45,45,35,41,35,33,35,37,35,21,35,31,11,9,11,31,35,26,39,16,6
46,46,24,48,24,48,19,9,32,9,11,29,28,43,13,47,4,16,32,29,32
