,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,37,35,47,23,21,35,26,6,27,6,26,35,37,35,42,35,27,35
1,1,28,22,35,47,15,47,50,47,13,16,2,16,35,30,28,31,28,44,35
2,2,16,15,16,32,16,39,29,4,16,32,9,12,9,39,29,32,9,32,9
3,3,35,29,28,30,28,30,13,29,32,35,37,6,5,6,27,35,42,35,34
4,4,16,32,9,32,16,35,37,35,21,23,16,32,35,27,6,5,6,26,39
5,5,6,29,50,47,24,29,13,43,28,1,28,44,13,47,23,21,23,47,39
6,6,27,35,0,1,28,1,28,29,36,9,39,26,35,16,39,29,36,9,14
7,7,19,1,19,1,0,19,9,32,29,36,9,28,30,35,43,28,16,13,44
8,8,35,32,16,39,9,11,31,35,33,35,1,37,6,27,6,27,6,26,35
9,9,39,9,12,29,35,27,6,26,39,9,32,35,41,35,26,35,18,35,33
10,10,29,10,17,13,26,39,16,15,29,28,45,35,1,19,46,24,47,50,16
11,11,31,35,16,35,37,35,9,39,16,28,29,10,29,35,26,39,9,32,29
12,12,9,39,16,13,44,35,33,35,20,35,0,1,24,48,23,21,35,30,28
13,13,26,39,9,35,30,28,43,13,26,35,47,15,29,11,9,32,16,28,30
14,14,40,24,46,24,46,35,3,35,38,19,9,28,29,6,5,6,27,35,0
15,15,47,13,26,35,46,35,9,36,9,14,29,39,9,35,37,1,0,1,19
16,16,32,35,26,13,47,35,31,28,1,37,1,35,22,35,37,1,0,35,33
17,17,35,1,28,29,23,29,23,48,24,47,15,16,23,29,36,9,39,29,35
18,18,35,22,28,31,11,31,35,3,35,37,35,20,35,16,23,48,24,48,19
19,19,7,19,1,35,32,16,32,16,28,43,35,1,37,1,37,35,32,16,32
20,20,35,31,35,34,35,46,19,46,19,0,1,28,45,35,31,35,32,29,15
21,21,35,44,13,28,30,35,31,28,31,35,17,35,26,39,29,28,31,28,47
22,22,28,16,39,16,28,30,28,43,13,1,0,1,25,1,25,1,28,45,28
23,23,16,28,45,28,30,28,1,0,1,0,19,48,19,47,50,16,15,47,35
24,24,48,24,29,15,29,24,46,24,29,36,29,12,29,28,22,28,43,35,46
25,25,1,13,28,13,30,28,30,28,1,19,47,15,47,23,21,23,47,19,29
26,26,6,5,6,29,39,16,23,16,4,16,4,16,39,26,39,47,23,21,35
27,27,6,27,35,3,35,29,50,29,39,47,50,16,32,9,28,30,35,46,35
28,28,13,28,1,0,35,20,35,31,35,26,39,16,39,9,36,9,32,35,31
29,29,4,29,28,43,13,26,13,30,35,32,9,39,47,15,29,13,28,13,29
30,30,28,9,36,9,32,16,32,29,24,47,24,48,19,0,19,46,35,22,35
31,31,35,26,13,44,13,17,13,17,35,31,11,9,32,16,35,45,28,45,35
32,32,9,36,9,35,31,35,46,24,40,24,48,24,46,35,18,35,3,35,41
33,33,35,32,29,24,40,24,47,35,30,13,30,28,1,28,31,28,43,28,31
34,34,35,37,6,27,6,26,13,47,24,48,24,1,24,46,35,30,28,1,25
35,35,18,35,16,4,29,32,9,11,9,19,47,35,26,39,16,6,29,50,47
36,36,9,39,16,39,16,32,9,19,1,28,45,35,22,35,38,35,30,28,47
37,37,1,0,35,17,13,17,10,17,13,17,35,37,35,33,35,31,35,44,35
38,38,19,9,39,9,32,29,39,29,6,26,6,27,6,5,6,16,15,47,49
39,39,16,39,16,39,16,32,29,4,29,28,30,13,26,6,37,6,26,39,26
40,40,24,40,14,9,36,9,32,16,32,16,39,29,39,16,28,30,28,29,15
41,41,35,1,37,1,0,19,29,4,16,49,47,4,29,28,47,13,26,6,27
42,42,35,3,35,26,6,16,39,47,28,29,23,21,23,29,32,16,15,16,13
43,43,35,18,35,30,13,43,13,28,29,13,1,28,1,13,28,16,15,47,50
44,44,28,47,50,16,2,16,6,5,6,5,6,29,32,16,13,1,0,19,38
45,45,28,1,25,1,28,47,13,43,35,27,6,29,28,47,4,47,39,9,32
46,46,24,40,24,48,24,40,14,29,19,46,24,48,24,47,50,16,28,31,35
47,47,28,1,24,48,24,47,39,16,39,29,28,47,4,29,28,30,28,30,28
