,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,25,1,35,21,35,26,35,32,16,39,16,2,16,23,16,39,16,2
1,1,0,19,7,19,9,32,16,28,1,28,30,28,1,28,30,28,31,28,43
2,2,16,50,16,13,29,11,9,36,9,14,40,24,40,24,48,23,48,19,48
3,3,35,33,35,43,28,29,11,9,39,16,28,16,50,16,2,16,39,29,4
4,4,29,36,9,14,40,24,46,35,45,35,8,35,47,50,47,50,47,50,47
5,5,6,5,6,16,23,29,12,9,39,9,28,29,28,30,35,37,6,5,6
6,6,27,6,37,6,16,32,9,11,9,14,9,39,47,19,46,35,8,35,31
7,7,19,0,19,47,23,16,2,16,32,9,11,9,32,16,23,21,23,21,23
8,8,35,44,35,1,37,6,16,23,48,19,1,13,1,35,32,16,13,28,30
9,9,14,9,14,29,19,1,13,29,13,44,28,29,32,29,14,40,24,48,24
10,10,29,39,16,35,22,28,29,14,29,19,1,19,7,19,29,32,16,23,16
11,11,31,28,30,28,16,23,47,23,16,32,35,1,24,29,19,29,15,16,32
12,12,9,19,0,19,47,49,29,24,1,25,1,19,48,19,38,19,9,11,9
13,13,16,32,16,39,9,32,16,32,29,19,48,23,16,32,16,35,46,24,46
14,14,29,36,9,35,33,35,32,16,6,27,35,29,12,9,36,29,39,9,39
15,15,29,13,28,30,28,31,28,30,35,1,28,13,26,35,17,35,20,35,27
16,16,2,16,32,16,13,16,32,29,28,13,1,19,46,19,0,19,7,19,47
17,17,35,41,35,30,35,41,35,27,35,26,35,26,35,30,13,44,13,26,35
18,18,35,0,35,30,35,30,35,30,13,47,50,16,32,9,39,47,13,30,35
19,19,29,36,9,39,47,49,29,24,40,24,47,39,26,39,29,6,16,39,16
20,20,35,47,49,47,35,31,28,9,32,16,2,16,39,26,13,26,35,17,35
21,21,35,26,39,16,32,16,32,16,13,44,13,28,44,35,3,35,8,35,27
22,22,35,26,13,44,35,20,35,30,35,22,28,29,32,16,39,16,32,35,27
23,23,16,32,16,49,29,49,47,50,47,50,47,49,47,50,47,28,13,17,13
24,24,40,24,48,19,9,11,29,12,9,35,22,28,31,28,16,28,43,13,30
25,25,1,0,35,21,35,46,19,46,35,20,35,32,16,39,16,35,17,35,18
26,26,6,26,6,5,6,27,6,27,35,32,29,14,29,13,47,23,47,23,47
27,27,6,26,6,29,32,9,39,16,23,47,4,29,50,47,49,47,49,29,10
28,28,13,26,35,3,35,47,4,16,2,16,6,16,4,16,32,16,2,16,32
29,29,39,29,13,29,36,9,36,29,19,9,32,35,38,19,29,49,47,13,17
30,30,35,41,35,3,35,20,35,27,35,43,13,29,39,9,39,16,6,16,28
31,31,35,1,0,19,48,19,47,4,47,24,46,35,22,35,27,6,5,6,5
32,32,9,39,16,32,9,32,16,32,29,49,47,28,9,19,48,19,48,19,7
33,33,35,8,35,47,19,48,23,29,14,29,6,26,35,33,35,33,35,32,9
34,34,35,37,35,31,28,47,4,16,39,29,32,29,10,17,35,29,12,29,6
35,35,18,35,47,28,30,35,34,35,27,6,16,35,44,35,33,35,21,35,37
36,36,9,28,29,10,29,32,16,2,16,39,9,36,9,39,29,49,47,19,1
37,37,6,5,6,29,10,29,32,35,37,6,37,35,33,35,27,6,5,6,5
38,38,19,46,35,22,28,13,16,4,29,50,47,50,47,28,29,6,27,6,16
39,39,16,35,3,35,1,13,44,13,17,10,29,11,9,39,16,50,47,35,22
40,40,24,48,24,40,24,29,6,27,35,21,35,32,16,35,44,28,9,39,29
41,41,35,46,24,40,14,40,14,9,36,29,32,16,39,47,24,29,12,9,11
42,42,35,27,35,18,35,20,35,18,35,37,6,27,35,9,36,29,23,47,49
43,43,13,44,35,45,28,13,16,23,48,24,40,24,46,19,1,0,35,18,35
44,44,35,33,35,8,35,22,35,18,35,21,23,29,36,9,32,16,23,16,4
45,45,35,38,35,26,13,29,39,9,28,43,28,13,1,0,19,47,50,47,13
46,46,19,0,1,28,30,13,43,35,8,35,3,35,44,28,43,13,44,13,28
47,47,13,30,28,45,35,37,6,37,1,37,1,19,38,19,47,13,47,24,1
48,48,19,48,19,1,35,44,28,9,19,9,35,46,19,1,24,29,39,16,2
49,49,29,32,35,37,35,37,1,13,44,35,16,6,29,12,9,36,29,50,47
50,50,29,28,29,39,9,12,9,39,16,15,29,11,9,32,16,49,47,13,16
51,0,19,1,0,35,32,35,33,35,26,35,29,11,9,36,9,11,9,28,1
52,1,28,13,43,35,31,28,1,0,35,20,35,16,35,42,35,21,23,21,35
53,2,16,13,44,13,1,24,46,24,48,19,29,12,9,32,29,13,17,35,45
