,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,1,0,1,28,13,47,50,29,28,16,23,21,35,31,35,17,35,38
1,1,24,46,35,9,12,9,35,31,28,1,13,28,30,28,30,35,18,35,32
2,2,16,23,16,39,47,15,29,28,30,35,8,35,22,28,47,50,16,2,16
3,3,35,33,35,33,35,33,35,34,35,16,32,9,28,45,35,3,35,33,35
4,4,16,15,29,32,9,32,9,11,29,49,47,19,38,35,26,39,9,36,9
5,5,6,27,6,5,6,29,4,29,15,47,50,29,36,9,39,16,23,21,35
6,6,26,35,18,35,45,28,30,13,29,36,9,39,16,32,16,39,16,23,16
7,7,19,7,19,1,13,44,35,32,9,32,16,15,16,4,29,6,29,12,9
8,8,35,9,39,9,39,26,35,17,10,17,10,17,10,29,14,29,32,29,28
9,9,32,16,23,21,23,48,24,48,24,29,39,9,36,9,39,16,39,16,39
10,10,17,10,29,23,47,39,16,2,16,32,9,36,9,39,9,32,29,12,29
11,11,9,39,16,32,16,32,9,32,16,39,9,14,9,11,9,39,9,39,16
12,12,29,15,47,4,29,32,35,37,35,30,28,30,28,43,35,17,10,29,28
13,13,47,23,47,23,47,15,29,10,17,10,29,36,9,19,29,10,17,10,29
14,14,9,11,9,11,31,28,31,35,29,10,29,10,17,35,8,35,32,16,23
15,15,29,19,7,19,29,6,29,39,9,36,9,39,9,36,9,36,29,36,9
16,16,2,16,6,27,6,16,28,1,19,9,12,9,39,16,15,16,15,47,35
17,17,10,17,13,16,32,29,4,47,35,32,9,35,33,35,26,35,43,28,47
18,18,35,31,35,9,39,9,14,9,19,38,19,48,24,46,19,38,35,32,16
19,19,46,35,3,35,26,35,21,35,33,35,30,28,31,35,33,35,47,13,44
20,20,35,8,35,21,35,31,28,43,35,29,28,44,35,41,35,45,35,41,35
21,21,23,48,19,1,28,1,19,29,10,17,35,34,35,30,35,21,35,18,35
22,22,28,29,19,48,19,1,0,1,28,1,24,29,14,40,24,1,0,35,26
23,23,16,49,16,49,16,35,30,35,33,35,30,28,29,50,29,13,30,35,41
24,24,47,23,21,23,47,49,29,28,44,35,26,35,37,1,28,29,39,9,32
25,25,1,28,16,39,29,39,26,6,5,6,29,28,30,13,28,31,28,29,32
26,26,35,32,9,36,29,32,35,27,6,5,6,37,1,0,1,28,1,0,1
27,27,35,8,35,18,35,22,28,30,28,1,24,46,35,17,35,26,13,28,16
28,28,31,28,43,13,47,50,16,4,16,39,29,28,1,0,19,9,32,35,26
29,29,23,48,24,1,24,29,15,29,39,26,13,43,28,29,36,9,12,9,19
30,30,35,31,28,31,28,1,25,1,37,1,28,9,32,16,23,21,23,47,50
31,31,28,45,28,30,28,29,12,9,19,29,13,26,35,33,35,17,13,28,44
32,32,9,39,29,50,47,13,28,30,13,1,24,29,23,48,24,48,24,46,35
33,33,35,27,6,29,28,22,28,30,13,44,13,1,28,13,28,29,36,9,39
