,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,46,19,1,37,6,5,6,16,32,9,39,9,39,26,6,27,35,30
1,1,28,43,28,30,13,17,13,16,28,9,32,9,28,30,13,47,23,16,50
2,2,16,6,29,23,47,19,0,35,31,28,16,50,47,24,46,35,21,23,16
3,3,35,32,16,23,47,35,26,13,43,28,22,35,37,1,28,22,28,9,32
4,4,47,23,47,28,9,36,9,11,9,35,22,35,27,35,8,35,27,35,17
5,5,6,27,6,29,32,16,32,16,13,26,35,0,1,28,43,35,3,35,31
6,6,27,6,16,49,47,50,16,15,29,6,5,6,27,6,16,39,16,35,1
7,7,19,46,19,1,37,35,47,39,9,32,9,28,13,29,28,1,28,45,28
8,8,35,21,35,34,35,32,29,15,47,49,47,19,48,23,47,49,47,50,47
9,9,12,29,28,30,28,31,28,43,13,43,35,26,35,21,23,16,28,30,28
10,10,29,28,16,35,41,35,47,15,47,50,29,32,9,39,9,32,16,32,29
11,11,9,39,16,4,47,4,29,39,9,32,16,13,30,35,34,35,8,35,20
12,12,9,11,29,11,9,32,16,39,16,6,27,6,27,35,34,35,33,35,3
13,13,44,28,1,13,26,13,30,35,8,35,29,6,29,36,9,32,9,35,29
14,14,9,36,29,36,9,12,9,36,9,39,16,28,13,26,13,43,13,29,35
15,15,47,50,47,28,13,1,19,0,35,16,15,47,13,16,6,27,6,37,35
16,16,28,43,35,8,35,1,28,1,28,16,32,35,16,39,47,49,47,23,48
17,17,13,44,28,44,35,21,23,47,39,9,32,16,49,47,35,27,6,5,6
18,18,35,32,35,26,39,26,35,31,28,30,13,28,31,28,31,11,31,11,31
19,19,1,24,46,19,48,24,47,23,29,49,47,39,16,50,16,35,18,35,27
20,20,35,33,35,17,10,29,36,29,39,16,32,9,32,9,19,38,19,48,19
21,21,35,30,35,47,23,47,4,29,28,1,19,38,35,32,16,39,16,23,16
22,22,28,30,13,47,24,1,28,29,36,29,23,47,49,29,11,29,23,47,50
23,23,48,24,48,24,46,35,43,28,29,35,46,24,40,14,9,32,9,32,9
24,24,29,13,29,50,29,28,45,28,31,28,29,39,29,11,29,13,16,6,16
25,25,1,0,1,28,29,24,48,24,46,24,48,24,48,19,1,35,26,35,17
26,26,39,16,32,9,32,35,31,28,47,23,21,23,29,23,21,35,34,35,34
27,27,6,37,35,37,35,33,35,0,1,13,26,35,37,35,33,35,27,35,27
28,28,44,13,26,35,31,28,31,35,26,35,44,28,1,28,43,13,1,13,26
29,29,10,29,32,29,36,9,12,9,32,29,10,29,36,9,11,31,28,47,23
30,30,35,0,19,38,35,18,35,32,16,50,29,32,29,24,46,24,40,24,29
31,31,35,22,28,13,47,50,16,28,22,28,16,39,26,35,47,39,16,23,16
32,32,16,49,29,10,17,13,43,28,43,35,20,35,17,35,29,36,29,36,9
33,33,35,38,19,46,19,38,35,33,35,29,28,31,35,34,35,47,50,47,23
34,34,35,32,29,4,47,49,47,23,21,23,29,24,47,35,27,6,5,6,27
35,35,45,35,26,35,26,35,33,35,21,35,33,35,3,35,3,35,17,13,28
