,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,41,35,3,35,32,35,41,35,31,35,34,35,26,35,22,35,44,28
1,1,0,1,25,1,19,9,28,1,35,3,35,21,35,30,28,45,35,37,1
2,2,16,6,37,35,32,16,39,16,39,9,28,22,35,0,19,48,24,40,14
3,3,35,30,28,29,10,29,36,9,36,9,36,9,36,29,39,9,35,30,28
4,4,47,13,28,47,24,48,23,21,35,22,35,34,35,21,35,37,6,27,35
5,5,6,37,35,1,24,46,19,48,19,1,25,1,0,35,33,35,33,35,18
6,6,37,1,19,48,24,46,35,18,35,8,35,38,19,47,23,16,28,29,11
7,7,19,48,19,1,35,18,35,37,6,27,35,26,35,41,35,44,13,1,24
8,8,35,9,11,9,11,9,12,9,39,47,50,47,50,47,49,16,23,29,24
9,9,39,47,24,48,24,29,36,9,36,9,11,29,13,28,1,25,1,19,46
10,10,17,10,17,35,44,28,30,35,17,35,33,35,31,35,26,6,27,6,29
11,11,9,36,9,36,29,19,46,35,46,35,37,1,0,1,19,0,1,28,9
12,12,9,12,9,39,9,39,9,39,16,32,16,49,47,24,48,19,48,19,1
13,13,28,45,28,1,25,1,13,1,28,47,28,43,13,43,28,30,35,41,35
14,14,40,24,48,23,16,32,16,50,16,32,29,4,29,4,29,36,29,36,9
15,15,16,15,47,15,16,23,29,36,29,28,30,28,31,28,30,35,17,35,31
16,16,49,47,39,26,39,9,28,1,37,35,41,35,32,9,12,9,39,29,15
17,17,13,26,13,17,10,29,28,30,28,47,23,48,19,48,19,9,12,29,6
18,18,35,22,28,16,32,35,29,39,47,19,9,32,16,32,35,20,35,33,35
19,19,48,19,48,23,16,4,47,39,9,19,38,19,48,23,48,24,46,24,29
20,20,35,32,29,39,16,50,47,39,9,36,9,36,9,14,9,39,29,32,16
21,21,23,47,4,29,23,21,23,29,4,47,49,47,49,29,32,16,32,9,39
22,22,28,44,28,43,13,43,35,27,35,33,35,32,29,39,29,35,33,35,47
23,23,21,23,16,39,9,32,29,15,47,49,16,32,16,15,47,49,29,28,31
24,24,40,14,29,4,29,24,29,32,16,2,16,39,16,39,16,32,29,39,26
25,25,1,13,1,24,48,24,47,15,47,19,46,19,47,50,47,50,47,4,29
26,26,6,27,6,27,35,34,35,26,6,27,35,22,35,21,35,42,35,16,32
27,27,35,9,39,9,12,29,12,29,49,16,39,16,39,16,6,5,6,5,6
28,28,22,28,31,35,3,35,41,35,32,9,36,9,39,16,39,16,2,16,50
29,29,11,29,19,38,35,38,35,8,35,21,35,8,35,32,35,38,35,45,35
30,30,35,8,35,41,35,37,6,37,1,0,35,30,35,32,35,0,1,28,1
31,31,11,9,39,26,35,26,35,18,35,16,13,43,13,26,13,44,28,9,11
32,32,9,11,9,39,47,19,47,15,29,10,17,13,16,32,16,32,9,12,9
33,33,35,21,23,16,39,16,4,16,32,16,23,29,6,16,32,16,32,16,15
34,34,35,34,35,38,19,1,28,44,35,30,28,30,13,47,4,29,6,27,6
35,35,30,13,16,28,44,35,33,35,43,35,47,28,16,23,29,12,29,24,46
36,36,29,10,29,39,26,35,26,35,27,6,27,35,30,35,32,16,23,16,32
37,37,6,29,19,47,13,47,15,16,15,16,50,47,24,48,24,40,14,9,39
38,38,35,0,1,0,1,0,35,22,35,3,35,27,6,27,6,27,35,41,35
39,39,16,4,16,39,9,19,46,24,48,19,1,0,35,31,28,1,25,1,28
40,40,14,40,24,29,12,29,12,9,19,46,24,46,24,29,32,29,49,47,4
41,41,35,0,35,30,28,22,28,43,28,29,28,9,39,47,23,29,4,29,12
42,42,35,42,35,31,35,42,35,1,28,44,28,13,43,35,26,13,28,22,35
43,43,28,45,35,46,24,47,50,16,32,35,0,35,17,35,27,6,27,6,27
44,44,35,34,35,41,35,33,35,18,35,17,35,33,35,0,19,48,23,16,39
45,45,35,45,28,1,25,1,28,47,49,16,49,47,49,16,32,9,11,9,36
46,46,35,30,28,31,28,45,35,45,35,9,36,9,32,16,49,47,28,30,28
47,47,23,47,49,29,15,47,4,16,39,16,39,9,39,16,32,16,32,16,49
48,48,24,46,19,0,19,0,1,37,35,32,9,11,9,36,9,39,29,15,47
49,49,16,23,47,13,17,10,17,10,17,13,47,35,33,35,0,1,37,35,42
50,50,47,35,37,35,33,35,31,35,22,28,1,28,47,24,1,35,43,13,16
