,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,37,1,35,34,35,18,35,16,32,9,12,9,12,29,39,9,12,29
1,1,19,9,39,29,28,30,28,29,13,29,4,47,24,48,24,48,24,29,6
2,2,16,39,26,39,9,36,9,11,29,39,9,39,9,39,26,13,43,28,22
3,3,35,34,35,27,35,29,14,29,4,29,49,47,35,30,28,47,19,47,15
4,4,29,13,17,13,1,19,38,35,33,35,26,13,44,13,30,13,30,28,43
5,5,6,26,39,16,6,27,6,5,6,29,24,48,19,0,1,0,1,28,29
6,6,27,35,47,15,29,6,16,15,47,39,16,23,16,49,47,23,48,24,48
7,7,19,29,19,48,19,48,23,21,35,26,35,16,32,16,32,35,30,35,31
8,8,35,33,35,26,35,29,36,9,19,0,1,35,29,32,9,12,29,28,30
9,9,39,16,39,9,11,9,39,16,50,16,39,9,11,29,14,9,28,43,28
10,10,17,10,29,39,47,35,17,13,44,28,29,36,9,39,29,32,9,39,9
11,11,29,4,16,13,47,50,47,23,29,15,16,32,16,39,29,10,17,10,29
12,12,9,39,29,4,16,39,16,6,37,35,8,35,30,28,45,35,31,11,29
13,13,47,15,16,2,16,39,16,50,47,49,16,50,16,39,9,32,29,24,1
14,14,9,19,7,19,47,4,47,35,37,35,26,13,29,35,31,11,9,39,29
15,15,47,49,16,4,29,35,42,35,30,13,16,35,37,1,28,30,28,31,28
16,16,23,47,19,47,24,29,23,21,35,37,35,47,19,47,39,9,39,47,50
17,17,10,29,14,40,24,46,24,29,24,47,50,47,23,29,28,9,36,9,32
18,18,35,42,35,37,35,31,28,43,35,47,23,16,15,29,23,47,13,47,49
19,19,46,35,33,35,9,19,47,13,47,49,16,6,27,6,5,6,5,6,27
20,20,35,3,35,3,35,30,35,26,35,31,28,13,26,6,5,6,5,6,37
21,21,35,37,35,31,28,30,35,42,35,20,35,29,19,48,19,48,24,46,35
22,22,35,31,11,9,39,26,35,9,39,16,15,29,24,40,24,40,24,29,12
23,23,16,35,33,35,30,28,1,28,1,0,1,0,19,47,28,44,28,30,13
24,24,48,19,38,19,38,19,47,50,47,13,26,39,9,19,9,36,9,39,29
25,25,1,19,46,19,46,24,46,35,27,35,22,28,29,50,47,24,46,35,18
26,26,6,37,35,32,35,47,50,47,35,22,35,16,39,16,39,29,32,16,32
27,27,6,5,6,27,35,17,35,32,9,11,31,35,22,28,9,36,9,11,29
28,28,16,32,16,39,9,12,29,4,29,35,17,13,28,9,39,47,50,47,15
29,29,13,43,13,43,28,9,32,9,39,16,23,47,39,9,36,9,39,9,14
30,30,28,30,28,29,23,21,23,47,23,16,6,26,35,0,1,24,46,19,7
31,31,35,30,28,31,28,31,11,9,39,9,28,31,35,33,35,18,35,33,35
32,32,35,46,19,47,35,8,35,27,35,3,35,1,19,1,35,27,6,27,6
33,33,35,38,35,17,35,32,29,28,29,32,16,32,29,28,45,28,13,29,36
34,34,35,46,24,1,19,47,24,29,10,17,13,28,30,28,30,35,33,35,44
35,35,17,10,17,35,32,16,39,16,32,16,35,33,35,41,35,46,24,48,24
36,36,9,11,29,39,9,12,29,23,16,13,47,4,16,15,16,2,16,32,35
37,37,1,13,16,28,29,28,30,28,29,12,9,39,26,39,9,32,16,50,47
38,38,35,33,35,27,6,37,35,42,35,16,39,47,28,30,28,29,32,35,41
39,39,16,4,29,39,16,32,9,14,40,24,46,35,32,29,36,29,32,9,35
40,40,24,47,19,1,0,1,0,19,1,13,1,0,19,46,19,29,24,46,24
