,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,28,9,32,9,39,9,28,29,13,44,28,29,39,16,32,16,6,27
1,1,19,47,15,16,39,16,6,29,24,47,35,8,35,31,35,3,35,22,28
2,2,16,32,35,46,24,48,23,21,23,16,28,29,28,1,0,1,35,43,28
3,3,35,18,35,31,28,1,28,29,35,8,35,9,14,29,28,45,35,33,35
4,4,29,28,30,28,31,35,37,35,41,35,30,13,44,35,0,1,13,29,11
5,5,6,27,35,33,35,31,11,9,32,9,32,16,32,16,32,35,31,35,32
6,6,27,35,33,35,9,39,9,39,16,32,9,32,9,12,9,39,26,39,16
7,7,19,7,19,7,19,48,19,0,19,46,35,18,35,46,24,1,25,1,19
8,8,35,32,16,15,47,24,48,24,29,24,1,0,19,1,13,44,28,30,28
9,9,14,29,35,37,35,1,37,35,43,35,0,1,0,1,19,46,35,31,11
10,10,29,49,47,39,29,19,48,19,48,23,21,35,27,35,26,39,9,11,9
11,11,9,19,29,15,16,32,9,14,29,24,40,14,9,12,9,39,16,32,35
12,12,9,12,9,36,9,36,9,39,47,15,16,35,17,35,43,28,22,35,30
13,13,26,13,26,35,42,35,44,35,18,35,18,35,47,49,47,23,47,24,47
14,14,9,28,30,35,42,35,46,19,48,23,21,23,16,39,47,24,47,4,47
15,15,29,35,46,19,47,50,16,39,29,36,9,12,29,4,47,50,29,24,48
16,16,6,26,13,29,19,7,19,0,1,19,38,19,46,19,38,19,1,19,48
17,17,10,29,12,29,36,9,36,9,39,16,39,16,39,29,39,16,13,16,15
18,18,35,21,23,21,23,16,15,16,15,16,39,9,39,9,35,33,35,17,10
19,19,29,11,9,36,9,35,18,35,30,28,1,37,35,20,35,34,35,27,6
20,20,35,33,35,27,35,42,35,30,28,31,11,29,50,16,35,8,35,27,6
21,21,35,29,11,31,11,29,32,16,32,35,32,35,22,28,30,28,30,28,1
22,22,35,27,6,27,6,29,10,29,39,29,50,29,36,9,12,29,4,29,14
23,23,16,2,16,39,16,39,29,28,44,35,26,39,16,28,30,28,30,13,43
24,24,48,19,7,19,47,28,30,28,31,28,30,28,16,23,21,35,18,35,26
25,25,1,13,1,19,7,19,9,35,38,19,7,19,0,1,24,40,14,9,11
26,26,39,16,13,28,1,37,35,41,35,41,35,29,36,29,15,47,39,9,32
27,27,6,27,35,30,28,30,28,30,35,31,35,8,35,32,16,6,16,32,9
28,28,22,28,44,13,16,35,26,39,16,23,47,13,47,4,16,32,29,36,9
29,29,13,44,28,30,28,44,13,43,13,29,12,9,39,16,15,47,49,47,49
30,30,28,31,11,9,14,9,19,0,1,28,29,32,16,23,16,39,26,13,28
31,31,35,34,35,45,28,30,35,26,35,27,6,16,32,16,39,9,36,29,28
32,32,9,36,9,19,9,11,31,11,9,32,16,23,48,23,29,39,29,35,47
33,33,35,18,35,26,35,33,35,27,6,37,35,20,35,44,28,30,13,43,28
34,34,35,46,19,46,19,1,0,35,1,24,1,0,19,48,24,40,24,48,19
35,35,26,13,44,28,30,35,33,35,29,28,1,24,1,0,35,32,35,37,35
36,36,9,32,35,32,29,12,9,39,16,39,9,11,9,39,29,23,16,2,16
37,37,35,0,1,28,47,13,17,35,41,35,27,35,43,28,43,13,28,16,4
38,38,35,8,35,27,6,5,6,26,13,44,28,30,35,46,24,40,24,29,50
