,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,7,19,46,24,1,28,9,36,29,39,47,4,47,49,47,15,29,12
1,1,24,47,50,47,24,29,39,47,13,44,28,1,0,1,13,17,10,29,39
2,2,16,32,9,28,29,6,26,13,16,6,37,6,16,49,16,39,29,50,16
3,3,35,27,6,37,35,33,35,37,35,27,6,37,1,28,44,28,1,37,35
4,4,47,13,29,15,29,36,29,28,1,13,1,19,48,19,47,23,16,32,16
5,5,6,27,6,26,6,16,23,47,24,1,37,6,27,35,16,39,26,35,1
6,6,27,6,5,6,27,35,31,28,30,28,47,50,16,39,9,32,16,32,16
7,7,19,0,1,19,0,35,30,28,1,0,35,43,28,1,28,47,23,48,24
8,8,35,30,35,46,19,0,19,47,49,47,39,9,11,9,39,16,39,16,23
9,9,32,9,11,29,36,29,23,21,35,27,35,1,0,35,31,28,31,35,29
10,10,17,13,28,13,28,47,24,46,19,7,19,48,23,21,23,47,24,46,24
11,11,29,14,40,14,29,36,9,39,9,36,29,24,48,23,21,23,16,32,29
12,12,9,12,29,36,9,12,9,12,9,39,9,32,9,39,16,23,48,23,16
13,13,43,28,44,35,41,35,8,35,1,0,19,29,50,47,24,48,24,47,50
14,14,29,28,30,35,26,35,26,39,9,19,47,35,34,35,9,32,16,39,16
15,15,16,39,9,36,9,32,9,12,9,32,16,4,47,24,47,39,16,4,47
16,16,50,47,49,16,39,26,35,30,28,16,32,29,19,29,35,27,6,26,13
17,17,10,17,10,17,10,17,13,43,35,34,35,27,6,16,39,9,32,9,39
18,18,35,37,35,30,28,1,37,35,34,35,9,39,9,32,35,18,35,47,50
19,19,47,50,47,15,47,4,29,36,9,39,16,32,9,32,9,36,9,19,38
20,20,35,31,11,29,50,47,50,16,50,47,15,47,49,47,13,29,36,9,39
21,21,35,43,28,29,14,9,28,43,13,43,13,28,1,35,22,35,3,35,30
22,22,35,16,13,44,28,29,36,29,28,13,44,28,29,50,29,15,29,4,16
23,23,16,35,26,35,22,28,45,28,30,28,22,35,46,19,0,1,19,0,1
24,24,40,14,29,28,29,14,9,12,9,36,9,39,16,2,16,28,44,28,31
25,25,1,19,1,24,29,36,9,28,29,19,47,15,16,49,16,28,31,28,1
26,26,35,41,35,8,35,37,6,5,6,27,35,30,13,47,39,16,23,29,24
27,27,6,5,6,16,28,29,19,48,19,0,1,0,35,33,35,32,16,4,47
28,28,13,16,2,16,2,16,50,29,39,9,36,29,36,9,36,29,15,47,50
29,29,12,9,28,1,25,1,28,29,28,30,28,31,28,30,28,31,28,29,15
30,30,13,29,10,29,32,35,46,35,41,35,22,35,30,28,1,28,1,19,1
31,31,28,22,28,45,35,31,11,9,32,16,32,9,19,48,19,7,19,29,36
32,32,16,39,9,36,9,19,7,19,0,1,19,0,1,28,1,25,1,19,9
33,33,35,47,4,29,35,46,24,1,0,19,29,39,9,11,31,35,38,35,17
34,34,35,33,35,31,28,9,32,29,23,21,23,21,35,30,35,30,35,16,39
35,35,9,39,29,23,48,23,48,19,9,32,29,28,45,28,30,28,29,13,47
36,36,29,36,29,39,16,39,9,36,9,39,16,23,16,23,29,10,29,23,47
37,37,1,28,30,13,30,35,29,13,26,13,17,35,0,19,7,19,29,49,29
38,38,19,46,24,48,24,46,24,48,24,48,24,46,24,48,24,47,15,29,28
39,39,29,36,9,36,29,12,29,13,28,31,35,32,29,6,16,13,47,24,29
40,40,24,1,35,33,35,45,28,44,28,13,16,6,29,15,16,2,16,32,9
41,41,35,26,35,30,35,33,35,32,16,50,47,49,47,15,47,13,16,2,16
42,42,35,16,23,16,39,9,12,9,39,9,39,9,11,9,39,47,4,47,49
43,43,13,17,13,28,47,4,29,32,29,15,16,39,16,35,33,35,26,35,46
44,44,28,1,19,1,13,17,13,43,28,44,13,28,31,28,30,13,17,13,44
45,45,35,16,39,9,12,29,19,7,19,38,35,31,28,1,19,46,35,30,28
46,46,35,33,35,33,35,18,35,44,35,44,28,43,35,44,28,16,32,16,4
47,47,4,47,24,46,19,0,1,28,47,35,26,35,26,35,3,35,27,35,27
48,48,23,47,49,16,32,9,36,29,15,16,23,48,24,47,24,46,24,48,19
49,49,16,23,47,15,47,35,33,35,47,24,29,35,32,16,15,16,28,1,28
50,50,47,49,47,19,29,4,16,49,16,15,29,28,22,35,43,35,45,28,30
51,0,35,33,35,26,35,1,19,7,19,48,24,29,19,46,24,48,23,29,39
52,1,13,44,35,34,35,30,28,43,35,41,35,0,1,13,28,31,35,46,19
53,2,16,32,16,15,16,13,26,35,30,13,43,28,31,35,45,35,26,13,43
54,3,35,27,6,16,4,16,28,47,35,32,16,28,30,28,29,32,9,11,9
55,4,16,39,29,28,44,13,44,28,31,28,29,6,29,4,29,49,47,49,16
56,5,6,26,35,20,35,16,2,16,32,29,50,47,4,16,39,47,28,30,28
57,6,27,6,5,6,27,6,27,6,5,6,29,28,30,28,44,35,0,35,31
58,7,19,7,19,1,24,48,23,48,19,38,19,0,19,48,24,29,28,29,24
59,8,35,27,35,26,35,32,9,39,29,14,29,15,47,15,47,28,30,13,26
60,9,36,9,32,9,12,29,19,1,35,27,6,29,49,16,4,16,32,16,23
61,10,29,14,9,19,7,19,47,28,30,28,1,13,28,22,35,47,28,29,36
62,11,9,19,9,36,9,36,29,28,16,32,35,33,35,26,6,29,39,29,50
63,12,9,32,9,35,9,39,29,15,29,23,16,35,29,32,16,39,47,49,29
64,13,1,19,48,23,48,24,47,28,22,28,16,28,47,50,47,50,29,12,29
65,14,40,24,48,24,48,19,29,11,9,32,16,35,45,28,47,28,16,39,9
66,15,16,23,29,36,9,32,29,13,28,31,28,13,47,50,29,10,29,39,47
67,16,28,16,23,47,19,47,23,16,28,30,28,30,28,30,35,41,35,37,6
68,17,35,41,35,26,35,17,13,43,28,31,28,31,28,29,12,9,36,29,4
69,18,35,33,35,21,35,47,39,16,15,47,23,21,35,29,28,45,28,30,28
70,19,46,35,43,28,29,23,48,19,7,19,38,19,29,19,1,19,0,35,27
71,20,35,8,35,46,35,26,35,27,6,5,6,27,35,42,35,37,1,24,40
72,21,23,47,4,29,6,26,39,9,36,9,36,29,39,16,13,1,0,1,25
73,22,35,38,35,3,35,0,35,29,36,9,36,9,32,16,28,1,13,43,28
74,23,16,13,29,28,30,28,31,28,30,28,29,28,31,28,30,35,41,35,47
75,24,40,24,46,19,46,35,20,35,8,35,3,35,33,35,16,32,16,15,47
76,25,1,24,47,49,16,32,9,19,46,35,17,35,30,35,33,35,38,19,38
77,26,13,47,39,9,39,16,39,16,49,29,50,47,50,47,13,43,35,43,28
78,27,35,30,35,33,35,26,39,9,32,16,39,29,14,9,11,9,36,9,32
79,28,16,35,30,28,30,13,29,32,9,36,9,12,9,36,9,19,38,19,46
80,29,24,1,24,29,23,47,50,47,23,48,19,9,39,9,28,47,4,47,50
81,30,28,31,28,30,13,43,13,30,13,16,32,9,12,9,12,9,11,29,35
82,31,28,30,35,46,19,48,24,48,24,40,14,29,13,26,35,47,50,29,12
83,32,9,39,16,39,29,19,1,19,7,19,46,19,46,24,48,23,21,35,33
84,33,35,9,28,30,35,32,29,10,17,10,29,36,29,12,29,28,43,28,1
85,34,35,30,28,29,15,29,19,0,19,7,19,7,19,38,35,26,39,9,28
86,35,33,35,31,28,30,28,1,0,35,37,6,26,39,29,23,29,11,9,39
87,36,29,32,9,11,9,36,9,35,43,28,29,11,29,32,29,28,29,6,27
88,37,1,24,29,32,35,34,35,20,35,46,19,48,19,1,28,1,37,1,13
89,38,19,1,28,13,28,1,19,38,35,33,35,42,35,29,4,29,35,9,39
90,39,16,39,9,36,29,49,16,2,16,32,29,35,31,35,26,35,37,1,28
91,40,24,48,24,40,24,48,19,47,49,29,49,29,39,16,39,47,23,16,15
92,41,35,3,35,27,6,26,35,33,35,45,28,44,35,42,35,41,35,21,23
93,42,35,32,35,3,35,30,28,30,28,29,35,44,35,32,35,33,35,1,37
94,43,13,28,30,35,20,35,43,28,45,35,45,35,43,13,26,13,29,23,48
95,44,35,45,35,32,16,39,9,35,29,10,17,10,29,39,16,4,29,14,9
96,45,28,29,39,16,50,29,49,47,23,47,24,46,19,0,35,18,35,26,39
97,46,24,40,14,29,49,16,15,16,39,26,35,32,16,2,16,39,9,32,16
98,47,50,29,13,47,15,16,32,35,8,35,45,35,26,35,33,35,27,35,20
99,48,24,40,24,46,19,48,23,47,4,29,10,17,13,29,14,40,24,1,28
100,49,47,49,16,32,9,36,9,36,9,32,16,32,9,36,9,12,9,39,16
101,50,47,35,34,35,32,16,50,16,49,29,36,29,35,30,35,27,6,16,32
102,0,1,28,43,35,37,6,37,35,46,24,1,28,31,28,29,23,48,19,46
103,1,13,43,28,30,28,16,39,9,11,31,28,1,28,30,28,44,28,1,28
104,2,16,32,16,35,21,23,48,19,48,24,47,23,16,32,16,23,29,28,29
105,3,35,33,35,32,9,36,9,39,9,35,27,35,31,11,9,32,35,22,35
106,4,47,50,47,13,30,28,13,16,39,9,39,26,35,38,35,33,35,41,35
107,5,6,27,6,16,23,47,50,47,50,47,50,47,49,29,36,9,39,16,23
108,6,27,6,37,35,3,35,26,39,16,6,16,39,29,6,27,6,37,1,35
109,7,19,1,24,47,50,47,28,16,35,26,35,8,35,46,24,48,23,21,23
110,8,35,0,1,28,30,28,30,28,44,13,29,15,16,39,9,35,34,35,34
111,9,14,40,14,9,19,46,19,1,28,31,28,30,35,20,35,22,35,16,39
112,10,17,13,43,28,9,19,1,19,1,28,45,28,29,39,16,39,16,49,47
113,11,9,28,30,35,32,35,42,35,45,35,34,35,42,35,0,1,25,1,35
114,12,9,39,16,15,29,15,16,6,29,28,29,19,48,19,48,19,1,0,19
115,13,16,39,29,36,29,39,16,23,29,49,47,49,47,24,48,24,46,19,29
116,14,40,24,47,24,40,24,40,14,9,36,29,28,16,15,29,4,29,24,1
117,15,29,13,1,28,9,39,16,32,35,0,35,30,28,1,28,31,11,9,32
118,16,32,35,0,1,37,35,8,35,41,35,33,35,45,35,45,35,32,9,28
119,17,10,29,12,29,10,17,13,1,19,1,19,29,39,9,12,29,36,29,19
120,18,35,43,13,28,30,13,17,13,17,35,27,6,27,6,27,6,27,6,29
121,19,48,19,47,49,29,23,21,35,30,28,30,28,13,16,32,35,38,35,9
