,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,37,35,0,19,7,19,48,24,40,24,48,24,46,24,40,24,47,49
1,1,28,30,35,0,1,37,35,37,35,26,35,44,13,44,13,44,13,29,4
2,2,16,28,30,35,33,35,37,1,28,45,28,1,28,1,28,30,28,31,28
3,3,35,20,35,22,35,45,35,30,28,1,13,16,15,29,32,16,15,47,49
4,4,16,32,9,12,9,39,9,39,16,28,30,28,43,13,47,4,29,32,16
5,5,6,29,28,30,28,47,15,29,32,9,28,9,36,29,32,9,36,9,39
6,6,27,35,26,35,16,32,29,39,9,11,31,35,17,10,17,10,17,35,41
7,7,19,48,19,48,24,40,14,29,23,16,2,16,32,9,39,29,10,17,10
8,8,35,43,35,27,35,16,23,48,24,1,28,30,13,26,35,0,1,25,1
9,9,12,9,11,9,36,9,39,47,15,47,24,1,28,47,50,47,19,7,19
10,10,17,35,26,13,17,10,17,10,17,10,29,23,47,23,47,4,47,23,48
11,11,9,19,7,19,47,24,1,24,48,19,1,28,1,35,26,6,16,23,21
12,12,9,36,29,36,29,39,26,39,9,32,9,36,29,24,40,24,47,23,48
13,13,44,28,1,28,16,32,9,12,9,39,9,39,16,32,29,24,29,10,17
14,14,40,24,48,23,47,24,1,24,47,50,29,32,9,32,16,39,47,49,47
15,15,47,50,29,12,9,35,20,35,22,28,30,28,16,39,16,39,9,39,16
16,16,32,16,39,9,36,9,39,16,49,29,14,9,39,9,36,9,36,29,49
17,17,10,29,14,40,24,1,0,35,26,6,26,35,21,23,16,39,9,39,9
18,18,35,26,13,1,0,1,0,1,35,33,35,32,35,37,1,24,46,19,7
19,19,38,35,27,6,16,32,35,31,35,30,28,31,11,9,39,26,13,29,23
20,20,35,18,35,26,6,27,6,26,35,18,35,26,13,26,35,45,28,47,23
21,21,23,47,19,9,11,31,35,37,35,30,35,8,35,22,28,9,39,47,15
22,22,28,43,13,44,28,31,28,31,28,31,35,22,28,31,28,45,35,46,35
23,23,48,23,47,50,29,14,40,14,29,24,29,32,16,13,44,35,47,35,31
24,24,29,39,9,14,9,14,9,32,16,13,47,4,16,35,30,28,1,0,19
25,25,1,24,48,24,1,0,19,48,19,9,39,26,39,9,35,29,50,47,19
26,26,35,32,29,39,16,39,16,4,16,13,30,28,47,49,16,39,47,4,47
27,27,35,8,35,16,39,26,35,8,35,41,35,31,35,21,35,27,6,5,6
28,28,22,35,42,35,41,35,30,28,9,32,9,39,16,49,47,24,47,15,16
29,29,11,29,28,13,16,32,16,39,16,32,29,35,42,35,0,1,24,48,24
30,30,28,30,35,29,10,29,10,29,28,31,35,30,35,30,13,47,49,47,24
31,31,28,31,35,33,35,33,35,27,6,37,35,33,35,21,35,37,35,33,35
32,32,29,28,13,47,15,29,10,29,24,48,23,47,49,47,4,29,36,29,28
