,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,48,24,48,24,48,19,1,37,1,37,6,26,35,41,35,27,35,18
1,1,25,1,37,35,27,6,5,6,29,32,9,11,29,23,16,32,29,23,21
2,2,16,32,16,32,16,35,31,11,9,11,9,28,30,13,26,35,9,12,29
3,3,35,30,35,37,35,31,35,33,35,29,35,26,13,16,23,47,23,21,35
4,4,16,6,16,39,29,10,17,10,17,10,29,6,16,2,16,39,16,15,29
5,5,6,5,6,27,35,33,35,33,35,26,39,16,6,37,35,38,35,41,35
6,6,16,23,47,13,17,13,17,10,29,11,31,28,16,50,16,4,16,39,16
7,7,19,38,35,16,39,9,39,16,15,16,39,16,32,35,46,35,30,13,47
8,8,35,22,35,27,6,5,6,27,6,5,6,26,39,9,39,47,28,1,19
9,9,39,16,39,9,36,29,11,9,39,16,32,9,32,9,39,9,28,30,28
10,10,29,23,16,35,33,35,37,35,31,11,9,36,9,32,9,11,29,32,16
11,11,29,39,9,39,9,19,1,19,47,23,29,4,16,35,32,9,28,1,0
12,12,29,36,9,32,29,36,29,32,35,42,35,27,35,37,35,29,39,16,39
13,13,16,49,47,23,16,32,16,39,16,39,16,39,26,6,16,2,16,32,35
14,14,29,49,29,50,47,35,26,6,5,6,26,39,16,32,16,32,9,35,44
15,15,16,13,1,37,6,5,6,16,6,27,6,27,35,26,35,0,35,47,23
16,16,2,16,2,16,32,16,4,47,49,47,28,29,23,29,49,29,23,47,39
17,17,10,17,13,47,4,29,32,9,39,47,23,16,39,16,2,16,6,26,35
18,18,35,32,16,32,29,12,9,32,35,33,35,34,35,44,28,43,28,1,0
19,19,48,24,48,19,47,39,26,35,3,35,18,35,20,35,26,13,1,24,29
20,20,35,1,37,35,32,9,39,47,4,16,28,13,44,28,30,13,30,28,43
21,21,35,21,35,16,35,31,35,1,28,45,28,13,30,28,44,35,27,6,27
22,22,35,3,35,30,28,45,35,16,23,47,49,16,39,16,39,9,32,16,6
23,23,47,50,16,28,22,28,43,13,44,13,26,35,37,1,19,9,39,16,50
24,24,48,24,1,35,22,35,34,35,8,35,1,13,26,35,47,49,16,39,16
25,25,1,13,43,28,30,28,1,28,30,28,30,28,43,13,43,35,41,35,9
26,26,35,32,16,32,16,28,47,50,47,35,32,35,22,35,45,28,30,13,47
27,27,6,16,6,16,32,9,32,35,38,35,33,35,8,35,0,35,32,16,39
28,28,47,49,16,32,29,28,31,35,41,35,27,6,37,1,19,46,35,9,36
29,29,11,31,11,9,36,9,39,26,35,32,16,39,9,39,16,35,33,35,32
30,30,28,43,13,47,19,1,35,3,35,31,28,1,28,16,6,29,28,22,35
31,31,28,43,35,41,35,27,6,5,6,27,6,16,4,29,12,9,39,16,13
32,32,9,19,1,28,9,35,0,1,28,43,28,43,35,41,35,31,35,30,35
33,33,35,43,13,16,39,16,32,35,31,35,37,35,42,35,18,35,37,35,32
34,34,35,26,35,43,28,47,35,17,13,1,28,31,28,9,19,48,19,47,15
35,35,31,11,9,39,9,19,1,37,6,5,6,27,35,32,9,12,9,36,9
36,36,9,36,29,23,47,35,47,19,48,23,16,35,0,19,1,0,35,38,19
37,37,35,41,35,27,6,37,6,5,6,16,35,33,35,47,19,48,24,46,24
38,38,19,38,35,37,35,27,35,16,15,47,24,40,14,40,24,48,19,48,19
39,39,16,13,30,28,13,29,36,29,49,47,4,29,12,9,14,29,39,29,19
40,40,24,47,19,47,23,47,49,16,35,47,50,16,2,16,4,29,49,16,32
41,41,35,17,35,42,35,3,35,44,35,26,35,1,19,38,19,48,23,21,23
42,42,35,32,16,2,16,6,27,6,5,6,27,6,27,6,16,28,1,28,45
43,43,13,47,49,47,23,16,23,21,23,47,49,29,10,29,36,9,14,9,12
44,44,35,17,13,1,24,47,4,29,6,27,6,27,35,37,35,26,35,1,19
45,45,35,42,35,32,35,44,35,29,36,29,19,48,19,1,37,35,26,6,26
46,46,35,29,13,43,35,17,10,17,10,17,13,29,32,9,11,9,39,9,36
47,47,19,48,23,47,49,47,15,47,28,16,39,16,23,16,4,16,32,9,36
48,48,24,48,24,48,19,29,12,9,36,29,19,0,35,31,35,16,49,47,50
49,49,47,49,47,39,16,32,9,39,9,32,9,19,48,23,47,35,43,13,43
