,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,28,16,32,29,19,9,11,9,36,29,13,29,36,9,32,16,4,29
1,1,37,6,5,6,16,39,29,6,5,6,5,6,27,35,27,6,16,39,16
2,2,16,39,16,39,16,39,47,35,22,35,30,28,16,32,16,2,16,35,29
3,3,35,33,35,44,35,34,35,38,35,32,9,12,29,19,38,35,9,32,29
4,4,16,23,47,24,29,32,9,39,16,39,16,35,31,28,9,36,9,36,29
5,5,6,5,6,29,4,16,50,29,32,16,2,16,32,35,33,35,18,35,26
6,6,37,6,5,6,26,35,33,35,20,35,26,13,47,50,47,39,29,13,26
7,7,19,9,36,9,11,31,28,47,24,1,0,1,37,6,27,6,29,24,48
8,8,35,26,35,1,0,1,19,48,23,47,49,29,19,9,12,29,24,29,14
9,9,36,9,39,29,50,47,19,1,0,35,44,28,30,35,43,13,1,35,31
10,10,17,10,29,10,29,15,47,35,1,28,43,28,30,28,16,4,47,23,48
11,11,29,49,47,49,47,50,47,49,29,28,16,4,47,15,16,50,47,35,33
12,12,9,39,9,39,9,11,29,28,45,35,26,13,47,49,47,28,1,35,8
13,13,26,35,29,19,46,35,30,28,13,28,43,35,38,19,29,50,47,23,47
14,14,29,32,16,6,16,39,29,6,27,35,42,35,31,35,32,9,19,48,19
15,15,29,23,48,24,1,19,9,11,29,36,29,36,9,11,9,19,7,19,1
16,16,39,16,39,16,2,16,35,32,35,27,6,29,15,16,49,29,32,29,50
17,17,13,29,36,9,39,26,13,28,31,28,44,28,31,35,37,1,0,1,35
18,18,35,43,13,28,29,28,1,19,48,19,46,19,1,0,35,29,24,29,14
19,19,1,0,1,13,28,1,13,17,35,27,35,1,37,6,37,35,8,35,44
20,20,35,42,35,31,28,1,13,16,28,13,17,10,17,35,33,35,32,29,39
21,21,23,47,50,47,23,47,49,47,13,16,39,9,32,9,12,9,39,9,11
22,22,28,43,35,32,16,35,1,19,1,13,16,23,48,19,46,19,38,35,33
23,23,47,24,48,19,29,12,29,36,9,39,26,35,26,35,44,13,17,35,29
24,24,1,28,9,39,16,32,16,39,9,36,9,39,16,39,9,35,44,28,1
25,25,1,24,47,13,16,50,47,49,47,28,44,28,16,50,47,23,47,4,47
26,26,35,1,13,47,23,48,24,47,50,16,4,29,32,9,39,16,15,29,36
27,27,35,17,35,32,35,30,13,30,28,29,28,1,0,1,35,0,1,13,43
28,28,16,39,29,36,9,39,9,28,30,28,22,28,44,28,29,14,9,32,35
29,29,14,40,24,46,24,46,24,48,24,46,24,48,19,38,19,46,19,48,23
30,30,35,31,11,9,11,31,35,8,35,21,35,41,35,0,1,19,38,35,27
31,31,35,26,13,47,49,16,39,16,39,16,32,35,31,11,29,15,47,49,29
32,32,16,23,29,6,27,35,32,16,4,47,49,29,11,29,23,16,50,47,49
33,33,35,26,6,5,6,37,35,1,25,1,0,1,0,1,0,1,19,48,24
34,34,35,33,35,16,2,16,6,37,35,17,10,29,28,29,32,16,2,16,28
35,35,32,9,11,31,35,32,16,6,37,1,0,1,28,30,28,13,26,35,27
36,36,9,32,16,2,16,39,29,15,47,39,26,6,27,6,29,11,31,35,29
37,37,35,34,35,30,13,47,35,30,13,47,24,29,36,9,39,29,28,29,13
38,38,19,47,13,43,13,17,10,29,10,29,32,29,19,46,19,46,19,48,19
39,39,29,32,29,6,37,35,31,35,9,14,40,14,9,39,47,13,30,28,30
40,40,14,9,39,16,13,29,13,29,50,29,49,29,23,47,28,31,28,43,28
41,41,35,32,16,32,29,36,29,39,16,39,29,4,47,28,30,13,26,13,44
42,42,35,3,35,26,35,0,1,37,35,33,35,20,35,32,9,12,29,23,21
43,43,13,30,13,16,32,9,12,9,12,29,13,43,28,22,35,0,35,43,35
44,44,13,28,1,25,1,35,26,13,44,13,44,35,17,35,37,6,37,6,26
45,45,28,30,13,16,32,16,35,26,39,16,2,16,6,27,6,37,35,34,35
46,46,35,22,28,45,28,13,44,35,16,39,29,39,29,32,16,39,9,39,16
47,47,28,30,13,30,28,1,28,29,11,9,36,29,19,1,24,48,24,29,28
48,48,23,47,35,38,19,1,19,1,28,30,35,32,29,4,16,2,16,23,21
49,49,29,4,16,50,47,13,30,13,16,32,35,3,35,46,24,48,19,47,23
50,50,16,50,29,36,9,35,34,35,18,35,26,13,26,35,3,35,18,35,27
51,0,19,46,35,34,35,33,35,26,13,30,28,45,28,29,13,43,28,47,49
52,1,19,48,24,40,24,48,24,40,24,47,23,47,50,29,36,9,12,9,11
53,2,16,35,32,16,49,29,23,21,23,16,39,9,39,16,32,29,12,9,14
54,3,35,45,35,3,35,34,35,45,35,3,35,22,35,18,35,30,28,22,28
55,4,47,24,48,23,16,32,9,12,29,4,16,39,47,49,29,14,40,14,29
