,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,7,19,0,1,35,45,28,1,19,1,19,48,19,1,28,13,28,29
1,1,37,35,18,35,32,29,24,48,24,46,19,9,14,9,39,16,32,9,36
2,2,16,32,16,39,16,23,47,35,33,35,45,28,1,24,29,32,29,28,1
3,3,35,32,9,11,9,28,47,4,47,35,38,35,16,15,16,39,9,39,9
4,4,16,4,16,23,21,35,22,35,3,35,33,35,44,13,1,13,43,13,29
5,5,6,27,6,5,6,27,35,41,35,26,35,17,13,47,50,16,32,9,36
6,6,29,32,29,14,9,19,47,23,48,19,29,15,16,4,16,23,16,39,29
7,7,19,1,19,47,49,47,4,16,50,47,39,16,49,47,15,16,32,9,32
8,8,35,41,35,30,28,47,39,16,32,9,11,9,35,42,35,37,1,0,1
9,9,36,9,19,38,35,32,16,35,30,35,0,35,16,39,16,49,16,32,9
10,10,17,35,26,39,47,35,33,35,16,39,29,13,43,13,47,15,29,12,9
11,11,9,28,29,36,29,39,16,35,9,36,29,35,26,6,27,6,5,6,27
12,12,29,36,9,36,29,32,29,11,31,28,9,32,16,32,9,14,9,12,9
13,13,1,0,1,0,35,3,35,0,35,17,10,17,35,43,13,28,9,36,9
14,14,40,14,29,36,9,32,35,1,19,47,13,43,28,22,35,32,35,32,9
15,15,47,23,29,35,26,6,27,35,3,35,0,1,19,38,19,9,39,26,6
16,16,32,9,32,16,23,47,50,47,23,16,23,29,35,43,13,28,31,11,31
17,17,13,30,28,29,13,1,19,38,19,46,24,46,19,0,1,19,29,28,30
18,18,35,18,35,27,6,27,35,20,35,30,28,45,28,1,28,31,28,30,35
19,19,1,19,7,19,48,19,48,24,29,14,29,19,46,35,17,10,17,13,47
20,20,35,43,28,9,28,31,35,26,35,38,19,48,24,47,50,47,50,29,35
21,21,23,16,13,28,16,39,9,39,29,15,47,49,29,23,48,24,1,24,48
22,22,28,16,49,47,23,47,28,47,23,47,35,21,35,26,6,26,35,21,23
23,23,29,12,9,39,16,32,29,6,29,12,9,36,29,49,29,24,40,24,48
24,24,48,24,1,35,27,35,33,35,45,28,30,28,29,11,9,39,16,32,16
25,25,1,19,9,39,29,32,9,36,29,12,29,39,16,32,29,28,1,25,1
26,26,35,43,35,34,35,47,35,26,13,17,13,16,32,35,29,32,9,35,33
27,27,6,5,6,5,6,27,35,22,35,37,6,27,6,29,39,29,24,1,35
28,28,1,35,9,32,16,39,26,6,29,49,47,4,47,4,16,2,16,32,35
29,29,39,26,35,9,12,9,19,1,37,6,5,6,37,35,37,35,26,13,16
30,30,28,30,35,31,28,1,35,33,35,30,35,18,35,38,35,43,13,29,28
31,31,11,9,14,9,11,29,36,9,36,29,49,47,24,48,24,46,19,7,19
32,32,9,32,9,11,29,39,29,32,29,28,45,28,43,28,30,13,30,35,9
33,33,35,47,4,16,2,16,2,16,35,33,35,34,35,33,35,1,28,47,28
34,34,35,22,28,31,35,37,35,30,28,45,35,9,12,9,39,9,12,9,36
