,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,13,16,32,16,6,5,6,37,35,26,13,30,28,29,23,16,2,16
1,1,25,1,37,1,13,28,47,49,16,32,9,36,9,35,44,28,31,35,26
2,2,16,32,16,32,16,6,37,1,28,13,26,35,27,35,26,6,16,39,26
3,3,35,43,28,45,35,18,35,0,1,19,48,19,48,23,48,24,47,50,47
4,4,16,4,47,19,29,39,16,23,48,19,48,24,48,19,48,23,29,39,16
5,5,6,37,6,27,6,27,35,33,35,26,13,44,13,16,39,47,49,47,24
6,6,27,6,37,1,28,1,0,1,0,35,41,35,3,35,9,36,29,23,47
7,7,19,7,19,38,35,45,28,30,35,29,36,9,32,35,45,35,9,39,26
8,8,35,46,35,32,35,45,28,29,19,29,32,16,32,16,2,16,39,16,32
9,9,39,9,36,9,39,29,50,16,49,29,11,31,28,29,11,31,35,18,35
10,10,17,35,33,35,32,29,24,48,19,46,35,29,23,16,39,16,4,47,39
11,11,9,14,29,14,40,14,40,14,29,39,29,15,47,50,29,23,21,35,47
12,12,9,32,35,38,35,45,35,31,28,1,24,40,24,1,37,35,1,19,1
13,13,29,32,35,37,1,24,47,49,16,39,9,12,9,39,47,13,26,35,44
14,14,29,19,9,35,17,35,33,35,33,35,47,4,16,28,16,2,16,32,16
15,15,47,49,29,10,29,36,9,39,29,6,37,35,43,28,1,28,29,35,41
16,16,39,9,39,29,6,5,6,26,6,26,35,47,49,29,6,27,35,47,13
17,17,10,17,10,29,13,43,28,31,28,44,13,29,28,31,28,16,39,16,39
18,18,35,26,35,47,15,16,13,16,15,16,4,29,36,9,32,16,39,9,39
19,19,0,1,0,35,8,35,33,35,31,11,9,39,26,39,16,6,27,6,27
20,20,35,42,35,32,16,39,29,39,29,32,29,14,29,36,29,39,47,13,30
21,21,35,27,35,16,23,16,23,29,23,47,24,29,32,16,15,29,39,9,32
22,22,28,45,28,1,0,35,37,35,44,13,26,13,28,30,35,38,19,46,35
23,23,47,49,16,32,9,12,29,11,9,11,29,10,29,14,40,14,40,14,29
24,24,40,14,29,12,29,32,16,39,29,36,9,35,31,28,1,0,1,37,6
25,25,1,19,46,19,29,19,48,23,16,6,27,6,27,35,30,35,44,35,29
26,26,35,18,35,37,35,33,35,43,35,43,13,47,23,47,23,29,11,31,28
27,27,35,44,13,26,39,9,39,16,32,9,11,31,28,29,39,16,39,9,12
28,28,16,39,16,4,16,23,21,23,29,36,9,39,29,39,29,28,47,24,48
29,29,24,46,35,44,13,30,28,29,13,29,28,30,28,9,39,26,39,16,50
30,30,13,17,13,16,49,29,28,22,35,44,35,32,16,15,47,49,29,19,1
31,31,11,31,11,29,10,29,4,29,39,29,36,9,32,29,14,40,14,29,6
32,32,9,32,16,39,29,11,29,39,29,36,9,36,29,24,48,19,47,23,16
33,33,35,33,35,33,35,38,19,1,28,43,13,1,19,47,15,29,49,16,23
34,34,35,33,35,33,35,33,35,45,28,13,29,15,47,35,18,35,27,35,21
35,35,37,6,29,32,35,30,28,45,28,1,13,17,35,27,35,31,28,44,28
36,36,9,12,9,36,9,35,16,35,31,11,31,11,31,28,30,28,43,35,46
37,37,35,26,35,3,35,32,16,2,16,13,1,13,30,28,29,32,9,28,29
38,38,19,0,35,27,35,30,28,29,12,9,12,9,19,9,14,29,28,22,35
