,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,0,19,9,39,9,36,9,39,16,50,29,14,29,4,16,23,16,6
1,1,37,35,34,35,43,28,30,28,16,50,47,49,47,39,29,10,17,10,29
2,2,16,23,47,19,48,19,1,35,18,35,38,19,9,36,9,12,9,11,29
3,3,35,26,35,33,35,20,35,21,35,43,28,30,28,30,35,1,25,1,28
4,4,47,13,28,44,35,26,35,31,35,26,39,9,39,26,13,30,35,8,35
5,5,6,16,39,16,32,35,17,10,17,35,20,35,9,39,26,6,26,35,38
6,6,27,6,27,35,16,39,16,39,26,35,37,35,33,35,34,35,17,35,9
7,7,19,46,35,37,6,5,6,27,35,33,35,22,35,38,35,18,35,44,28
8,8,35,18,35,26,6,27,35,17,13,16,4,16,2,16,28,30,28,30,28
9,9,36,9,28,16,23,29,15,16,32,9,12,9,39,29,49,47,35,37,6
10,10,29,13,29,28,31,35,26,35,46,19,7,19,7,19,46,24,40,24,40
11,11,9,28,47,49,47,50,16,39,16,23,16,39,29,19,1,37,1,35,27
12,12,29,4,29,28,30,28,31,35,26,6,5,6,29,10,29,14,9,39,29
13,13,44,28,1,28,16,28,1,25,1,19,7,19,1,35,22,35,41,35,8
14,14,40,14,29,23,16,50,47,35,38,19,0,1,19,1,28,45,35,38,19
15,15,16,23,16,39,9,28,43,13,29,13,17,10,29,49,16,6,5,6,16
16,16,2,16,15,29,23,16,28,30,28,1,13,30,35,8,35,8,35,17,35
17,17,10,17,13,29,36,9,12,29,28,1,0,35,33,35,27,6,27,6,27
18,18,35,17,10,17,10,29,12,29,12,29,19,38,19,1,13,29,23,16,6
19,19,1,24,48,23,21,35,33,35,16,2,16,50,16,32,9,19,1,24,48
20,20,35,9,39,9,28,30,28,44,28,9,39,9,39,9,39,47,39,9,11
21,21,23,48,24,48,19,9,12,9,35,26,13,43,35,31,11,29,6,27,35
22,22,28,1,0,35,37,1,28,45,35,22,35,47,49,47,49,47,49,16,32
23,23,16,32,9,32,29,35,44,28,1,25,1,28,30,35,46,35,30,28,45
