,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,28,30,28,31,35,42,35,44,28,30,13,43,35,34,35,33,35,18
1,1,28,31,28,22,35,45,28,16,32,16,4,47,15,16,23,48,24,48,19
2,2,16,32,9,32,16,23,48,24,48,23,48,24,1,13,30,28,22,28,30
3,3,35,20,35,27,6,26,35,17,10,17,35,26,35,27,6,29,28,45,35
4,4,29,32,9,36,9,36,9,19,0,1,25,1,13,43,13,16,39,16,32
5,5,6,5,6,29,50,47,49,47,19,0,1,28,13,43,35,33,35,8,35
6,6,5,6,27,35,31,28,1,19,38,35,29,50,16,32,35,26,35,37,1
7,7,19,1,28,9,32,29,11,31,28,31,28,1,19,29,39,29,6,26,13
8,8,35,32,29,32,16,39,47,24,48,24,40,14,9,36,9,36,29,19,0
9,9,36,9,32,29,24,48,19,29,6,27,6,29,19,29,10,29,49,16,15
10,10,29,23,16,39,9,19,29,50,47,35,8,35,30,13,29,50,47,19,0
11,11,9,39,9,36,9,39,47,15,29,13,43,35,31,11,31,11,29,24,48
12,12,9,28,43,28,43,35,32,29,13,29,11,9,32,9,32,9,39,9,12
13,13,17,10,29,35,1,13,43,35,0,35,30,28,31,11,9,36,29,39,16
14,14,40,24,1,13,1,0,1,37,35,27,6,37,35,26,35,33,35,31,35
15,15,29,11,31,35,38,19,48,19,9,39,16,32,16,32,9,35,26,35,32
16,16,28,1,13,16,6,37,35,16,39,16,50,29,28,29,6,27,6,16,32
17,17,13,44,13,44,13,30,35,44,28,1,19,9,32,35,33,35,44,35,22
18,18,35,42,35,41,35,42,35,9,36,9,36,29,10,29,15,29,23,16,15
19,19,38,19,38,35,9,39,9,39,9,11,29,14,29,28,44,13,26,39,16
20,20,35,27,6,37,35,47,50,29,23,48,24,47,35,30,28,31,35,30,13
21,21,35,43,13,16,49,47,49,47,23,47,13,17,10,29,32,35,33,35,0
22,22,35,17,13,16,39,9,36,29,36,9,36,9,36,29,11,31,11,31,28
23,23,47,50,16,39,9,14,40,24,48,23,16,35,21,35,16,39,16,39,16
24,24,48,24,40,14,9,39,47,49,16,23,16,23,21,23,21,23,47,4,47
25,25,1,0,1,25,1,19,7,19,46,24,47,23,16,32,35,34,35,31,11
26,26,13,16,32,9,39,16,39,9,11,29,28,29,10,29,28,30,35,32,29
27,27,35,8,35,33,35,8,35,44,35,32,16,39,9,36,9,39,9,39,29
28,28,47,50,47,49,29,23,16,23,16,32,29,6,27,6,27,6,5,6,37
29,29,39,47,15,47,23,21,23,48,19,9,12,29,6,16,32,16,35,18,35
30,30,28,30,28,31,28,1,0,1,28,1,28,29,32,9,36,29,32,35,1
31,31,35,26,35,31,35,30,35,41,35,17,13,26,13,43,13,16,13,17,35
32,32,9,14,29,12,29,32,16,23,48,24,47,50,16,35,32,35,31,28,30
33,33,35,30,35,38,35,26,35,29,6,5,6,26,35,31,35,41,35,33,35
34,34,35,8,35,26,6,27,6,27,6,5,6,37,6,16,32,29,49,16,32
35,35,22,28,1,25,1,28,45,35,43,13,44,35,33,35,8,35,21,23,16
36,36,9,11,29,4,47,28,1,28,43,28,13,47,49,47,19,9,36,9,36
37,37,35,1,13,30,35,31,35,32,29,19,1,28,31,11,29,10,29,32,29
38,38,35,31,28,29,28,13,16,39,16,32,16,23,29,4,47,49,29,12,9
39,39,26,39,26,35,1,25,1,0,35,41,35,31,35,8,35,26,35,17,35
40,40,24,29,28,1,35,17,35,44,13,47,23,47,4,47,15,29,6,16,23
41,41,35,8,35,9,11,29,10,17,10,29,23,47,50,16,2,16,13,17,13
42,42,35,26,13,43,28,1,0,1,35,26,35,33,35,30,13,30,28,30,28
43,43,13,16,32,16,2,16,39,9,39,16,23,47,35,38,35,3,35,21,23
44,44,35,37,1,0,1,13,43,35,33,35,20,35,33,35,20,35,29,32,16
45,45,28,31,28,29,50,47,50,16,28,30,35,32,16,32,16,15,29,36,9
46,46,19,7,19,46,24,1,0,35,27,35,1,37,35,26,39,16,49,47,35
47,47,4,16,2,16,28,16,4,47,15,29,28,44,35,3,35,27,6,27,6
48,48,24,29,28,1,25,1,35,27,6,16,23,21,23,47,50,16,32,16,39
49,49,16,39,9,12,29,14,9,12,9,32,16,23,47,15,16,4,16,50,47
50,50,16,13,1,37,35,27,35,27,35,29,4,47,50,47,39,26,35,1,28
51,0,19,48,23,21,35,27,6,26,39,47,49,47,4,29,6,29,50,47,49
52,1,28,43,13,17,13,44,28,13,26,35,32,29,39,16,15,29,11,29,24
53,2,16,32,9,32,9,36,9,39,16,32,16,15,47,4,29,4,16,4,16
54,3,35,29,49,29,15,47,49,47,15,29,12,9,39,9,36,29,24,48,19
55,4,29,11,31,35,22,28,1,24,40,24,48,19,48,23,21,35,33,35,47
56,5,6,29,32,35,30,28,22,28,30,13,26,39,9,32,9,36,9,35,3
57,6,26,35,37,6,26,35,31,35,21,35,45,35,38,19,48,19,47,23,16
58,7,19,9,39,9,14,29,23,48,19,48,19,38,19,29,13,1,35,17,10
59,8,35,37,35,30,35,34,35,42,35,43,13,16,32,35,44,28,30,35,43
60,9,11,31,28,29,36,9,39,26,13,17,13,47,35,33,35,17,10,17,10
61,10,29,11,9,35,8,35,41,35,33,35,22,28,13,29,50,47,50,47,23
62,11,9,28,43,35,31,28,13,28,9,32,16,23,21,35,16,39,16,49,47
63,12,29,49,29,13,1,24,1,0,35,20,35,22,35,26,35,8,35,38,19
64,13,30,28,16,39,29,35,29,36,9,19,29,6,5,6,27,6,5,6,29
65,14,9,12,9,36,9,28,9,12,9,28,1,0,1,25,1,28,1,25,1
66,15,47,19,9,11,29,6,26,39,9,36,9,32,9,39,16,2,16,32,9
67,16,32,29,23,16,39,16,23,16,23,16,4,47,15,16,32,9,32,35,17
68,17,13,30,28,30,28,30,35,1,0,19,48,19,1,13,30,35,43,13,1
69,18,35,0,1,24,46,24,1,35,38,19,1,24,29,35,37,35,32,16,39
70,19,7,19,46,24,40,14,40,24,1,28,47,39,26,35,37,35,21,35,29
71,20,35,27,35,31,11,9,36,9,36,9,11,31,11,9,28,45,28,16,6
72,21,35,29,36,29,11,31,28,1,13,17,35,21,35,18,35,33,35,44,13
73,22,35,26,39,9,11,9,35,44,35,32,29,50,16,32,16,32,35,8,35
74,23,16,32,29,10,17,35,26,13,44,13,17,35,45,28,43,13,1,19,0
75,24,40,24,46,35,33,35,8,35,20,35,21,35,42,35,34,35,31,35,45
76,25,1,35,32,16,35,26,35,3,35,0,35,32,16,50,16,4,16,15,29
77,26,13,30,28,43,28,30,35,3,35,31,28,47,23,47,50,16,32,16,32
78,27,6,27,35,20,35,27,6,27,6,27,6,27,35,37,35,0,35,32,9
79,28,30,35,3,35,32,9,32,9,36,29,50,16,6,27,35,32,16,2,16
80,29,39,47,13,16,23,47,50,47,4,47,23,47,39,9,39,16,32,16,28
81,30,28,31,35,43,13,43,13,17,13,44,13,1,25,1,37,6,5,6,26
82,31,11,29,10,29,39,16,6,27,6,37,35,20,35,26,13,43,13,28,29
83,32,16,50,16,39,16,15,47,13,28,30,28,1,13,26,35,33,35,17,13
84,33,35,26,13,47,13,47,15,16,32,29,35,42,35,31,11,9,39,9,32
85,34,35,1,0,19,1,35,17,13,26,13,29,28,13,26,35,1,28,9,14
86,35,8,35,43,28,1,25,1,25,1,25,1,13,30,28,1,28,31,35,37
87,36,29,39,16,28,30,28,1,24,29,50,47,19,29,36,29,4,16,32,35
88,37,35,8,35,44,13,28,13,47,23,16,32,9,36,9,11,9,14,40,24
89,38,19,1,13,47,23,21,23,48,23,47,49,47,28,30,35,22,28,30,28
90,39,26,6,27,6,27,6,27,6,27,6,27,35,41,35,33,35,45,35,9
