,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,25,1,28,29,4,16,2,16,39,29,11,9,39,9,32,29,39,47
1,1,19,46,35,32,9,32,35,47,35,27,6,5,6,16,35,41,35,34,35
2,2,16,50,16,15,16,35,34,35,34,35,37,35,8,35,26,35,44,28,43
3,3,35,30,13,30,28,9,32,29,32,16,35,8,35,21,35,46,19,46,35
4,4,47,39,29,49,29,36,29,15,47,49,16,4,16,49,47,23,16,28,31
5,5,6,29,4,29,14,29,23,21,35,47,28,45,35,46,24,48,19,38,19
6,6,27,35,32,29,36,9,39,26,35,3,35,3,35,0,1,28,43,28,29
7,7,19,47,13,43,13,1,25,1,13,30,28,13,30,28,47,23,29,36,9
8,8,35,42,35,31,11,29,13,30,28,44,35,21,35,3,35,37,6,29,19
9,9,36,29,28,31,35,3,35,37,1,35,32,16,28,13,28,31,35,32,29
10,10,29,11,9,32,29,13,43,13,29,39,9,39,29,10,17,10,29,14,29
11,11,9,12,9,39,29,23,47,39,9,39,47,39,16,49,47,13,1,19,0
12,12,9,14,40,14,29,4,29,39,9,35,26,35,42,35,41,35,20,35,26
13,13,26,35,26,35,34,35,3,35,46,24,40,24,48,23,21,23,21,23,16
14,14,9,32,29,23,48,23,47,23,47,50,16,23,21,23,21,23,16,49,29
15,15,16,39,16,15,16,39,16,23,47,19,48,19,9,14,40,24,47,4,16
16,16,23,47,13,16,32,35,33,35,27,6,27,6,27,6,16,28,44,13,43
17,17,35,32,9,12,9,28,13,29,24,48,19,7,19,7,19,47,15,47,35
18,18,35,42,35,46,35,33,35,3,35,18,35,31,11,31,28,43,28,45,28
19,19,9,11,29,39,16,39,29,15,29,50,47,49,29,49,16,49,47,13,26
20,20,35,33,35,3,35,1,28,1,28,29,14,29,14,29,36,29,28,9,14
21,21,23,47,39,9,39,26,13,26,13,30,13,29,14,9,39,26,35,30,28
22,22,35,34,35,37,6,37,6,5,6,27,6,27,6,5,6,16,23,21,35
23,23,48,19,38,35,3,35,47,4,47,23,29,13,17,13,26,35,21,23,47
24,24,29,36,9,32,16,39,16,23,16,32,35,27,35,34,35,44,28,31,28
25,25,1,0,35,8,35,34,35,27,35,30,35,45,35,18,35,37,35,37,35
26,26,35,31,28,31,35,16,4,47,15,16,23,21,35,1,28,9,39,16,39
27,27,6,16,50,47,28,31,35,43,28,31,35,9,39,9,36,9,28,1,25
28,28,13,47,39,47,19,0,1,24,1,19,38,35,21,35,26,6,37,35,34
29,29,39,9,32,16,6,16,39,16,13,30,28,1,24,46,19,1,19,46,19
30,30,13,47,49,47,15,47,35,45,35,1,24,29,35,1,19,46,35,33,35
31,31,35,26,39,9,32,29,39,16,32,35,27,35,20,35,46,19,0,35,30
32,32,16,23,16,39,9,32,16,13,29,28,31,11,9,32,9,11,31,35,34
33,33,35,17,10,29,32,9,36,29,10,17,35,16,2,16,32,29,10,29,23
34,34,35,41,35,26,35,29,14,29,13,16,32,16,13,43,35,42,35,37,35
35,35,33,35,20,35,42,35,30,13,29,14,29,4,47,23,16,2,16,28,1
36,36,29,13,30,28,43,35,9,39,47,39,29,24,40,24,48,24,48,24,29
37,37,35,33,35,9,11,31,35,17,35,1,0,35,27,6,27,6,5,6,5
38,38,19,1,0,19,48,19,47,50,47,49,47,4,16,15,16,23,29,13,43
39,39,16,39,16,15,16,28,16,39,29,4,16,23,16,23,16,23,16,39,9
40,40,24,1,28,1,28,22,35,18,35,27,35,26,35,34,35,30,35,31,35
41,41,35,27,35,37,35,32,29,15,16,35,32,35,33,35,26,35,45,28,43
42,42,35,33,35,31,28,1,35,38,35,1,25,1,28,44,28,44,13,47,23
43,43,35,30,28,1,28,29,14,9,32,35,45,28,29,28,31,35,38,35,41
44,44,13,29,4,47,49,16,32,29,14,40,24,1,28,16,32,29,36,9,39
