,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,0,19,48,24,47,23,47,4,47,28,29,24,40,24,46,35,43,28
1,1,24,46,24,47,13,29,14,9,39,9,39,29,24,40,24,48,23,16,49
2,2,16,32,29,32,16,39,16,23,47,15,29,6,5,6,27,6,27,6,5
3,3,35,16,39,29,12,9,32,35,37,6,5,6,16,4,47,50,47,35,30
4,4,29,23,47,35,29,36,29,4,16,23,48,23,47,39,29,35,29,19,46
5,5,6,26,6,29,28,47,35,30,28,29,32,35,34,35,18,35,33,35,30
6,6,37,35,41,35,41,35,45,35,8,35,42,35,0,35,29,39,9,32,29
7,7,19,29,50,47,49,47,15,47,19,9,36,9,32,35,33,35,21,35,43
8,8,35,41,35,33,35,44,35,27,6,26,6,27,35,45,35,37,1,0,19
9,9,39,9,11,9,32,16,32,29,28,1,0,35,18,35,38,19,1,25,1
10,10,29,39,9,14,9,36,29,12,9,12,9,32,16,32,29,19,7,19,1
11,11,9,14,9,28,13,30,28,30,28,30,28,22,28,44,13,1,35,8,35
12,12,29,36,9,39,16,35,26,35,32,16,39,16,6,26,13,26,35,27,6
13,13,29,28,1,25,1,28,29,50,16,28,1,19,47,28,30,35,45,35,29
14,14,40,14,40,24,48,19,38,35,41,35,26,35,16,28,29,36,9,28,1
15,15,16,4,47,19,46,19,38,19,46,19,38,35,41,35,31,35,34,35,26
16,16,39,9,39,47,15,16,2,16,39,16,35,33,35,9,14,9,32,16,4
17,17,10,29,12,29,28,30,28,1,28,29,39,16,32,16,28,31,11,31,11
18,18,35,17,35,0,19,38,35,22,28,43,28,29,50,47,50,16,32,9,11
19,19,9,11,31,28,30,28,30,35,9,11,31,35,30,28,30,28,45,35,46
20,20,35,0,19,47,35,33,35,9,39,47,15,16,50,16,50,47,19,1,28
21,21,35,20,35,27,6,27,35,30,28,13,30,28,29,49,29,36,9,12,9
22,22,35,33,35,34,35,31,28,29,15,47,28,1,0,1,13,29,15,16,2
23,23,29,35,29,39,26,35,38,35,17,10,29,14,40,24,48,23,16,28,31
24,24,48,24,40,24,40,24,1,28,1,0,1,37,1,19,9,39,9,39,26
25,25,1,0,1,24,29,50,47,50,47,39,16,32,16,39,16,39,9,39,16
26,26,39,9,14,40,24,48,24,46,24,47,28,1,28,30,28,29,23,47,35
27,27,35,43,28,16,2,16,2,16,6,37,6,16,2,16,32,16,32,35,45
28,28,29,24,48,23,16,32,35,27,35,38,19,1,19,1,37,1,19,48,23
29,29,49,29,39,16,6,27,6,5,6,5,6,27,6,27,6,27,6,5,6
30,30,28,47,15,29,49,47,49,29,32,16,13,28,13,44,13,28,30,28,44
31,31,28,30,28,44,13,44,13,17,10,17,10,17,10,17,10,17,10,29,15
32,32,16,2,16,39,16,4,29,6,26,35,37,35,33,35,37,35,16,13,30
33,33,35,26,6,29,11,9,32,16,2,16,32,16,32,29,13,16,39,9,32
34,34,35,46,24,40,14,29,28,43,13,29,14,9,39,16,28,43,28,43,35
35,35,43,28,1,37,35,3,35,43,35,26,35,26,35,22,35,18,35,30,28
36,36,29,35,30,13,1,28,29,10,29,15,47,49,47,23,47,23,21,35,31
37,37,6,37,35,17,35,33,35,34,35,26,6,16,32,16,4,16,23,47,23
38,38,19,0,35,38,35,30,28,31,28,30,28,44,13,28,16,2,16,32,35
39,39,16,6,16,23,16,32,16,39,9,36,9,39,9,36,29,28,16,23,16
40,40,24,48,23,16,39,16,4,47,39,29,32,35,31,35,26,35,33,35,47
41,41,35,1,37,35,38,35,27,35,26,35,37,1,35,9,32,35,33,35,17
42,42,35,16,32,16,6,27,6,27,35,31,35,26,6,27,6,5,6,27,6
43,43,13,28,1,35,26,13,30,35,38,35,27,35,27,35,0,35,44,13,28
44,44,13,43,13,28,45,28,22,35,29,32,35,30,13,17,35,16,23,29,32
45,45,35,30,28,29,12,29,13,1,25,1,24,40,24,48,23,48,19,0,1
46,46,35,45,35,42,35,31,28,30,35,18,35,37,6,5,6,5,6,37,35
47,47,50,47,49,47,50,47,19,9,35,34,35,26,35,16,35,17,10,29,32
48,48,23,16,50,16,32,29,36,9,39,16,32,9,32,35,34,35,9,36,9
49,49,29,49,29,6,5,6,37,35,32,9,14,29,6,26,13,47,50,47,23
50,50,16,39,29,28,30,35,37,35,43,28,1,28,30,13,1,28,1,13,29
51,0,35,3,35,8,35,16,50,47,13,44,13,26,35,31,11,9,36,9,39
52,1,28,47,49,47,13,44,28,30,28,30,35,33,35,33,35,42,35,37,35
53,2,16,4,16,39,47,50,16,28,47,28,29,23,47,49,29,35,45,28,13
54,3,35,0,1,19,0,1,25,1,37,35,47,13,17,13,17,13,29,39,9
55,4,29,28,29,4,47,50,47,49,16,39,16,23,48,23,16,32,9,11,9
56,5,6,37,6,16,28,9,32,16,39,16,39,26,35,17,13,26,6,37,1
57,6,37,6,5,6,27,6,27,6,27,6,27,35,27,6,5,6,29,4,29
58,7,19,1,19,46,35,30,35,31,35,32,9,32,29,12,9,39,9,28,47
59,8,35,20,35,37,35,8,35,38,35,31,35,16,6,29,50,47,35,37,35
60,9,32,29,32,29,32,29,6,26,35,3,35,37,6,27,6,27,35,17,35
61,10,29,32,16,50,29,28,1,35,30,28,31,11,29,36,9,39,26,35,46
62,11,29,49,29,28,9,39,9,35,21,35,29,49,29,4,29,6,5,6,16
63,12,9,14,9,11,9,36,9,11,9,28,30,13,1,37,35,18,35,34,35
64,13,17,10,29,10,29,39,9,11,9,39,9,36,9,39,9,28,22,35,30
65,14,40,24,48,19,29,36,29,36,29,14,40,24,40,14,40,24,1,28,45
66,15,29,39,26,6,27,6,29,39,9,28,43,13,1,28,47,50,29,32,9
67,16,39,9,39,9,39,9,32,16,39,16,4,29,28,47,28,47,15,47,13
68,17,13,28,29,4,47,50,47,28,44,28,29,13,43,28,9,39,26,39,9
69,18,35,21,23,16,32,35,17,10,29,32,29,13,28,30,35,45,28,22,35
70,19,1,28,43,28,44,35,37,1,35,47,39,29,36,9,11,9,32,9,39
71,20,35,26,35,30,28,16,23,21,35,43,28,22,35,42,35,32,29,15,29
72,21,23,47,28,43,35,44,35,42,35,20,35,31,28,1,28,29,19,1,19
73,22,35,41,35,0,1,13,16,32,35,31,28,13,47,49,47,19,29,19,1
74,23,29,19,46,24,1,25,1,19,48,24,48,19,1,0,1,28,31,28,30
75,24,1,35,26,39,9,12,9,36,29,49,29,32,16,13,28,30,28,30,13
76,25,1,28,30,28,29,4,29,4,29,49,47,15,16,39,29,15,47,49,29
77,26,39,29,32,16,32,16,23,29,23,21,35,26,39,16,28,30,28,30,35
78,27,6,27,35,0,35,32,35,30,13,47,50,16,23,29,50,47,15,16,32
79,28,30,35,8,35,30,28,30,13,43,13,30,35,33,35,33,35,44,28,45
80,29,19,46,24,40,14,40,24,48,19,38,35,9,19,1,28,44,13,44,28
81,30,28,1,13,43,13,29,4,16,32,35,45,35,26,35,42,35,21,35,42
82,31,28,22,35,21,35,22,35,18,35,27,6,26,13,17,13,28,43,13,28
83,32,35,45,28,16,2,16,6,27,6,5,6,5,6,27,6,27,6,29,39
84,33,35,33,35,44,28,30,28,29,49,47,50,47,19,46,24,46,19,1,35
85,34,35,42,35,33,35,33,35,47,19,47,23,21,35,31,28,31,28,30,28
86,35,30,13,17,13,47,23,21,35,8,35,44,35,30,13,47,50,47,50,29
87,36,9,28,47,49,16,15,16,32,35,26,6,27,6,16,49,29,6,37,35
88,37,6,27,6,37,35,27,6,27,6,16,13,47,15,47,24,40,24,46,24
89,38,35,27,6,27,35,26,6,16,32,16,39,29,28,47,35,37,35,31,35
90,39,16,39,9,14,29,50,47,15,29,19,9,19,38,35,41,35,29,4,16
91,40,14,29,36,29,36,9,36,9,11,9,12,9,28,13,26,35,41,35,3
92,41,35,41,35,37,1,13,1,19,1,28,44,28,16,6,27,6,16,39,29
93,42,35,30,35,20,35,17,35,47,23,16,49,47,35,42,35,31,28,47,4
94,43,35,47,49,47,39,16,15,29,28,13,17,13,43,13,28,30,28,1,13
95,44,13,26,35,9,19,1,19,9,39,47,35,30,35,27,6,5,6,27,6
96,45,28,1,19,47,23,47,24,48,23,21,35,32,29,28,16,39,16,49,29
97,46,35,37,35,31,11,29,50,47,49,16,50,16,4,29,11,31,28,30,28
98,47,50,47,15,16,13,17,35,16,2,16,39,29,6,5,6,27,35,30,28
99,48,24,48,24,1,13,1,28,16,6,29,23,21,35,42,35,31,11,29,39
100,49,29,19,9,11,9,11,9,36,9,32,16,4,29,36,29,12,9,19,7
101,50,29,28,13,16,39,29,12,9,39,16,28,1,0,35,34,35,1,28,45
102,0,1,28,29,49,29,49,47,28,1,25,1,0,19,29,15,16,39,29,19
103,1,19,29,32,35,33,35,16,32,16,23,47,50,29,6,5,6,16,32,16
104,2,16,35,37,35,37,6,26,6,26,35,41,35,42,35,22,35,31,11,29
105,3,35,44,13,30,35,22,28,13,1,13,26,13,17,35,37,1,0,35,8
106,4,47,15,16,39,16,4,16,2,16,32,9,32,35,3,35,30,28,30,28
107,5,6,5,6,5,6,26,35,44,35,26,35,37,35,32,35,45,28,30,28
108,6,27,6,37,35,43,35,27,35,33,35,41,35,44,13,44,13,28,29,28
109,7,19,9,35,20,35,17,10,29,12,29,35,22,28,1,28,9,39,29,32
110,8,35,26,6,27,6,37,6,26,35,27,35,31,35,30,35,29,39,16,28
111,9,36,9,32,16,32,35,31,35,41,35,34,35,31,28,31,35,37,35,34
112,10,29,15,29,11,29,28,44,28,29,32,16,50,47,19,29,11,29,36,9
113,11,9,19,1,37,35,29,39,9,39,29,39,29,36,9,39,16,32,35,16
114,12,29,19,46,19,9,19,7,19,38,35,38,35,31,35,37,6,5,6,27
115,13,16,32,16,32,35,33,35,33,35,26,35,26,39,47,19,48,19,0,35
116,14,9,35,9,36,9,12,29,39,16,15,47,35,47,23,16,23,21,23,47
117,15,16,23,48,24,40,24,48,19,48,19,0,1,25,1,24,40,24,48,23
118,16,15,29,4,47,49,47,23,48,24,1,19,46,35,42,35,22,35,42,35
119,17,35,33,35,41,35,31,28,47,24,48,19,38,19,29,28,30,35,26,13
120,18,35,20,35,45,28,43,28,29,12,9,19,47,39,16,32,16,32,9,36
121,19,48,19,1,0,19,29,23,29,4,29,14,9,36,29,39,26,39,9,39
122,20,35,45,28,1,19,0,1,28,47,49,29,15,47,15,47,24,29,39,16
123,21,35,31,35,21,23,21,23,16,32,16,35,18,35,31,35,30,35,26,35
124,22,35,42,35,37,6,16,6,27,6,27,6,27,6,27,6,5,6,27,6
125,23,16,6,27,35,43,35,41,35,34,35,16,35,37,1,0,35,17,10,17
126,24,40,14,9,36,9,32,35,16,35,0,1,19,1,37,6,27,6,27,35
127,25,1,13,26,35,37,35,44,35,43,13,1,19,46,24,46,19,7,19,29
128,26,39,16,35,45,28,29,14,29,50,16,32,16,39,16,2,16,4,29,19
129,27,6,27,6,27,6,5,6,37,35,41,35,30,13,43,13,29,32,16,32
130,28,44,13,30,35,26,35,20,35,26,39,9,36,29,36,9,28,30,13,44
131,29,11,31,28,1,0,35,31,35,41,35,1,28,29,4,29,15,16,2,16
132,30,28,22,35,29,12,29,28,31,28,44,13,30,28,31,35,3,35,33,35
133,31,28,30,28,1,35,45,35,44,13,1,13,44,13,43,13,47,23,29,50
134,32,29,35,26,35,21,23,21,23,47,49,16,28,1,0,1,0,19,7,19
135,33,35,42,35,31,28,30,28,13,16,23,16,32,16,28,29,23,29,19,1
136,34,35,3,35,37,1,13,29,32,9,32,16,39,29,36,29,24,47,39,9
137,35,3,35,33,35,30,13,1,28,13,44,28,22,35,16,32,35,34,35,37
138,36,29,36,9,28,22,28,31,28,22,28,16,32,9,14,40,14,9,35,30
139,37,35,22,35,20,35,1,35,29,36,9,39,9,39,9,39,26,13,29,6
140,38,19,0,1,0,1,28,9,32,29,24,29,15,16,6,16,39,9,14,29
141,39,16,32,9,35,31,35,37,35,26,35,26,39,16,28,22,35,18,35,33
142,40,24,29,6,27,6,5,6,26,6,27,35,41,35,38,35,27,6,29,6
143,41,35,32,29,28,31,28,43,28,30,35,20,35,22,35,29,11,9,11,31
144,42,35,45,35,27,35,44,13,47,23,16,23,16,28,45,28,29,50,47,15
145,43,13,16,15,47,19,48,19,9,36,9,32,9,11,9,36,9,28,31,28
146,44,13,44,28,30,35,33,35,27,35,34,35,26,35,26,39,9,39,16,6
147,45,35,30,28,31,28,30,35,30,28,1,0,1,19,48,19,1,25,1,19
148,46,24,48,19,29,49,16,2,16,50,47,23,47,23,48,24,40,24,29,23
149,47,39,16,32,16,23,16,15,29,39,29,19,1,25,1,25,1,37,35,27
150,48,24,48,19,0,35,33,35,1,25,1,0,1,24,46,35,27,35,3,35
151,49,29,6,5,6,29,28,45,28,1,28,31,28,9,36,29,14,40,24,40
152,50,16,23,16,32,35,0,1,0,1,28,43,13,30,28,1,35,37,6,27
153,0,1,0,35,0,1,37,35,32,35,30,13,26,6,37,6,26,35,16,13
154,1,35,38,19,1,28,22,28,44,35,26,35,42,35,44,28,30,28,9,28
155,2,16,23,47,23,29,24,48,19,1,0,1,35,31,35,44,13,43,35,34
156,3,35,33,35,8,35,8,35,47,13,43,35,41,35,26,39,16,39,16,35
157,4,47,39,9,32,16,32,35,26,35,30,28,30,13,43,28,30,28,22,35
158,5,6,27,6,27,35,21,23,16,50,47,28,9,14,9,39,47,4,16,39
159,6,26,35,26,6,16,49,16,39,16,32,35,20,35,42,35,44,28,1,13
160,7,19,48,24,47,23,21,23,47,50,47,24,47,28,9,39,16,35,27,6
161,8,35,32,29,23,48,23,47,24,48,19,7,19,29,49,29,12,9,36,9
162,9,12,9,12,9,19,29,15,16,4,47,50,47,4,47,4,47,28,16,32
163,10,29,11,9,36,29,28,1,19,29,36,29,36,9,32,29,12,9,39,16
164,11,31,35,1,25,1,25,1,28,29,15,47,24,46,24,40,14,29,28,30
165,12,9,39,16,23,29,36,29,39,16,6,27,6,27,6,29,14,29,36,29
166,13,44,28,16,39,16,32,16,15,47,15,16,28,43,13,28,29,11,9,11
167,14,9,32,9,32,35,9,39,29,28,1,28,29,28,1,19,29,49,29,50
168,15,47,19,47,4,29,10,17,13,29,24,48,19,47,15,16,35,8,35,27
169,16,39,16,50,47,23,48,24,47,24,47,35,33,35,18,35,38,19,48,19
170,17,35,16,2,16,23,16,32,16,32,29,32,16,4,47,23,16,28,29,23
171,18,35,29,36,9,11,31,28,1,19,0,19,9,36,29,39,16,4,29,35
172,19,47,35,32,9,35,43,13,47,13,26,35,42,35,29,19,48,23,48,19
173,20,35,46,24,48,23,16,39,16,39,16,32,16,13,1,28,1,25,1,19
174,21,23,47,4,29,11,9,19,0,35,47,49,47,23,47,15,29,24,29,28
175,22,28,1,37,1,28,31,28,30,28,30,13,44,13,28,30,28,44,13,29
176,23,47,15,47,49,47,39,16,50,29,39,47,50,47,49,29,32,29,32,35
177,24,47,49,16,32,16,39,16,15,47,50,47,15,16,23,47,50,47,19,38
178,25,1,19,7,19,1,0,1,24,40,14,40,14,29,32,9,39,16,35,1
179,26,13,30,28,16,32,16,49,47,24,29,35,30,28,30,28,1,19,1,28
180,27,35,30,28,30,35,41,35,47,50,47,15,16,39,29,14,29,28,1,24
181,28,45,28,45,28,45,28,31,28,30,28,30,13,44,13,1,0,1,0,1
182,29,12,9,39,47,24,46,35,30,13,16,39,26,13,43,35,18,35,18,35
183,30,28,31,28,31,28,45,28,1,35,22,35,31,28,31,28,44,28,22,35
184,31,28,44,13,30,13,30,35,27,35,31,28,30,13,28,31,35,37,6,26
185,32,16,13,47,49,47,4,16,32,35,9,14,29,4,29,28,13,17,35,37
186,33,35,22,35,27,35,32,16,32,16,50,29,23,21,23,47,19,48,23,29
187,34,35,26,35,37,1,19,0,1,19,9,36,29,32,35,30,35,37,6,27
