,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,47,24,47,23,21,23,47,4,47,13,26,6,27,6,37,6,27,35
1,1,24,48,19,38,35,34,35,47,49,29,19,46,35,44,28,47,50,29,13
2,2,16,39,29,19,47,50,47,23,16,15,47,23,47,50,47,50,47,23,47
3,3,35,38,35,1,37,1,19,48,24,47,50,47,35,47,49,16,32,9,28
4,4,29,6,5,6,29,6,37,6,27,35,27,6,27,6,16,23,16,50,29
5,5,6,5,6,29,50,29,23,29,4,16,39,29,14,9,12,9,39,16,32
6,6,37,35,32,35,34,35,31,28,1,19,1,24,29,24,48,24,46,24,48
7,7,19,46,35,32,35,16,6,16,13,17,35,8,35,1,25,1,13,1,13
8,8,35,31,28,16,2,16,13,26,13,16,39,16,50,16,4,16,15,47,15
9,9,19,9,39,16,49,47,35,30,35,29,15,16,39,26,35,30,35,33,35
10,10,29,11,9,11,29,36,29,10,29,15,47,13,16,39,16,32,16,49,16
11,11,9,36,9,11,9,14,40,14,29,28,22,28,30,28,45,28,13,44,35
12,12,9,28,13,44,28,47,50,47,49,29,50,47,49,16,23,47,15,47,13
13,13,1,13,44,28,30,35,46,35,16,39,16,13,47,13,16,50,16,15,47
14,14,29,39,47,23,48,23,47,24,48,23,47,19,1,24,47,15,29,50,47
15,15,29,39,9,36,9,28,13,16,32,16,23,29,50,29,12,9,36,9,36
16,16,4,29,32,29,32,9,39,47,24,46,19,0,19,1,28,1,35,41,35
17,17,13,1,35,41,35,37,35,33,35,17,13,44,35,9,39,29,50,47,23
18,18,35,21,23,48,23,48,24,40,24,29,4,29,13,26,35,32,29,28,31
19,19,46,19,48,19,47,39,9,39,9,19,48,24,29,39,29,4,47,19,48
20,20,35,31,35,37,35,34,35,44,35,38,35,38,19,47,39,16,32,16,39
21,21,23,48,19,29,6,27,6,26,6,5,6,27,35,37,1,0,19,46,19
22,22,35,16,13,47,19,29,23,21,23,47,23,47,49,16,2,16,6,27,6
23,23,29,6,27,6,37,35,33,35,17,10,29,35,43,28,13,44,35,43,35
24,24,47,4,29,13,26,35,1,28,44,13,28,30,28,30,28,29,49,29,39
25,25,1,25,1,28,31,28,13,1,19,1,28,29,14,40,14,40,24,29,15
26,26,35,27,6,27,6,5,6,27,6,27,35,30,28,31,35,22,35,27,35
27,27,6,29,15,29,28,31,28,1,19,48,23,47,50,47,39,29,24,29,10
28,28,31,35,0,1,0,19,48,24,48,19,46,24,1,0,19,9,11,31,11
29,29,10,17,13,28,31,11,31,28,30,35,42,35,46,19,9,39,9,14,9
30,30,28,30,35,33,35,44,35,0,35,0,19,1,13,30,35,34,35,42,35
31,31,35,0,35,26,6,27,35,26,13,47,23,16,28,31,35,41,35,0,1
32,32,35,16,15,29,4,29,10,29,13,29,28,47,24,40,24,29,24,40,14
33,33,35,33,35,37,6,26,35,37,35,47,50,16,35,17,10,17,35,37,1
34,34,35,41,35,3,35,22,35,34,35,34,35,31,28,47,23,21,35,33,35
35,35,0,1,0,19,48,23,16,6,26,35,30,35,33,35,27,35,8,35,32
36,36,29,49,47,19,7,19,46,35,37,1,25,1,28,45,35,32,16,28,9
37,37,35,26,13,30,28,31,28,9,39,29,12,9,32,35,9,32,29,39,16
38,38,35,22,28,22,28,1,0,35,33,35,32,9,11,9,12,9,19,7,19
39,39,9,32,16,35,38,35,3,35,26,35,44,28,31,11,9,11,29,35,8
40,40,24,47,13,47,23,16,49,16,39,16,32,9,36,9,32,35,46,19,1
41,41,35,44,13,16,6,26,35,45,35,30,28,29,50,47,19,1,28,44,35
42,42,35,0,19,46,24,1,0,1,24,1,19,47,4,16,28,1,28,31,35
43,43,35,27,35,27,35,43,28,1,13,17,13,43,13,1,25,1,19,7,19
44,44,13,28,31,35,30,28,1,37,1,25,1,28,31,28,47,50,29,23,47
45,45,35,3,35,32,29,35,29,50,16,15,16,13,43,35,46,19,48,23,16
46,46,24,46,24,46,19,29,24,1,0,1,0,35,31,28,1,0,1,28,16
47,47,24,47,49,16,32,16,23,29,28,43,28,1,19,29,36,29,39,9,12
48,48,23,47,50,47,23,47,19,1,13,16,39,16,23,29,39,9,32,16,39
49,49,47,35,9,12,29,4,47,24,48,19,1,28,31,35,22,35,27,6,16
50,50,47,28,30,28,1,28,30,28,1,28,45,28,30,35,47,19,0,1,28
51,0,1,28,30,13,47,35,30,35,17,35,37,35,34,35,30,35,9,19,38
52,1,37,35,33,35,27,6,27,6,26,39,47,19,1,28,30,28,47,28,47
53,2,16,23,29,36,9,11,31,28,47,35,27,6,26,39,16,50,29,49,47
54,3,35,33,35,0,1,35,30,28,1,28,22,28,31,28,1,25,1,0,35
55,4,16,50,29,23,16,28,30,35,26,35,20,35,32,16,49,29,32,29,39
56,5,6,26,39,29,39,29,13,43,28,1,37,35,18,35,33,35,29,24,47
57,6,5,6,27,6,29,6,27,6,5,6,27,6,27,6,5,6,37,1,0
58,7,19,0,1,28,30,13,30,28,1,28,16,49,47,23,47,49,16,39,16
59,8,35,37,35,31,35,44,28,45,28,47,23,21,23,48,23,48,19,47,28
60,9,11,31,28,1,19,47,28,30,13,47,19,1,24,48,24,48,19,1,0
61,10,29,39,16,39,29,10,29,50,47,39,47,50,47,28,13,30,35,31,28
62,11,31,28,31,11,29,24,40,14,9,11,9,39,16,23,21,23,29,39,16
63,12,9,14,29,15,47,23,29,50,47,23,48,19,0,35,30,28,16,32,16
64,13,29,32,16,2,16,13,28,43,28,30,28,1,0,35,42,35,21,23,47
65,14,29,35,37,35,22,28,45,35,32,16,50,16,15,16,15,16,13,26,13
66,15,16,4,29,6,37,6,27,6,16,15,29,19,0,35,16,35,26,13,17
67,16,28,29,50,29,36,9,32,35,9,11,9,12,29,19,47,50,47,35,29
68,17,10,29,11,29,11,9,19,7,19,48,19,48,24,48,24,48,24,48,19
69,18,35,34,35,44,13,30,28,1,0,19,0,35,44,13,16,2,16,23,47
70,19,46,19,38,35,33,35,9,32,16,13,28,44,13,43,28,13,17,35,16
71,20,35,42,35,44,13,28,43,35,41,35,27,35,21,35,43,35,26,35,45
72,21,35,33,35,46,35,44,35,16,13,1,35,30,28,31,35,42,35,18,35
73,22,35,43,35,26,6,16,35,1,25,1,25,1,0,19,46,19,38,35,33
74,23,29,28,1,25,1,35,0,35,16,39,9,32,16,39,16,32,35,33,35
75,24,29,28,9,32,16,2,16,35,22,28,47,23,16,4,29,32,35,32,35
76,25,1,28,44,13,43,28,9,11,9,35,31,35,47,49,29,13,30,28,1
77,26,35,20,35,42,35,8,35,41,35,46,19,1,13,1,19,1,24,47,19
78,27,6,16,50,47,49,16,39,9,32,35,16,32,9,36,29,10,29,13,30
79,28,31,35,43,28,43,35,29,13,1,0,19,46,19,1,35,30,28,22,28
80,29,50,16,32,29,36,9,32,16,32,9,36,9,32,16,6,27,35,30,28
81,30,28,30,35,29,14,29,10,17,13,43,28,31,35,22,35,33,35,38,35
82,31,35,9,32,9,39,29,13,17,35,22,35,31,28,47,39,16,4,29,6
83,32,16,50,47,35,27,35,16,35,43,35,9,28,13,1,37,35,44,35,31
84,33,35,27,6,5,6,27,6,5,6,5,6,5,6,29,19,48,24,48,23
85,34,35,17,13,30,35,31,35,26,13,26,35,33,35,0,19,46,35,29,32
86,35,43,28,9,11,31,28,29,13,44,28,9,32,35,17,35,43,13,28,29
87,36,29,36,29,49,16,39,29,32,16,23,47,50,47,35,9,12,29,50,47
88,37,35,46,35,27,6,5,6,27,6,29,11,31,35,26,35,37,35,0,1
89,38,35,44,13,17,35,31,35,16,49,47,23,16,35,42,35,33,35,17,10
90,39,16,6,27,6,26,39,9,39,29,32,29,19,47,50,47,15,47,35,29
91,40,24,1,13,47,15,16,32,16,6,5,6,27,6,5,6,27,35,33,35
92,41,35,29,36,29,13,44,35,1,25,1,28,30,28,45,28,9,19,1,25
93,42,35,34,35,31,35,27,6,26,13,26,35,27,6,27,6,16,15,29,50
94,43,35,26,6,5,6,5,6,37,35,26,35,33,35,37,35,45,35,43,35
95,44,13,16,39,9,32,16,13,30,35,46,24,46,24,1,37,35,9,35,3
96,45,28,22,28,1,28,29,39,9,36,9,28,22,35,8,35,41,35,21,35
97,46,35,26,35,22,35,38,35,3,35,0,1,28,29,12,29,6,29,49,47
98,47,49,29,10,17,35,32,9,32,9,12,9,39,47,49,16,49,29,49,47
99,48,19,38,35,46,19,9,11,31,11,9,11,31,11,9,35,45,35,47,50
100,49,47,50,29,23,16,32,9,32,9,39,9,32,16,32,29,39,9,36,9
101,50,29,39,9,32,16,23,48,24,48,19,9,36,29,12,9,36,9,39,16
102,0,1,19,46,24,47,35,38,35,34,35,32,9,39,16,28,31,28,45,35
103,1,19,7,19,1,0,35,27,35,46,19,48,24,48,24,48,24,1,28,13
104,2,16,32,16,23,16,32,16,23,29,35,38,35,43,35,16,32,35,38,19
105,3,35,30,28,30,28,29,32,9,12,9,11,9,39,16,2,16,35,30,28
106,4,16,13,26,35,45,28,30,28,30,28,30,28,30,28,47,15,16,39,9
107,5,6,29,15,16,50,47,49,47,13,47,35,44,13,44,13,47,39,26,35
108,6,37,35,32,35,33,35,3,35,45,28,9,39,16,15,47,50,47,13,30
