,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,28,30,13,30,35,43,28,45,35,31,11,29,12,9,14,29,23,29
1,1,19,1,28,1,0,1,28,9,32,16,23,21,35,32,16,23,21,23,48
2,2,16,35,32,9,14,9,11,29,32,16,23,16,32,16,49,47,19,7,19
3,3,35,29,24,29,36,9,32,16,39,16,49,29,39,9,35,0,19,48,24
4,4,16,49,47,39,16,2,16,35,33,35,26,35,38,35,32,35,0,1,24
5,5,6,37,35,31,28,30,13,30,28,30,28,31,35,44,13,1,0,19,7
6,6,16,39,16,23,48,24,40,24,29,36,9,39,16,39,29,6,27,35,17
7,7,19,1,35,30,28,22,35,46,24,47,4,16,49,47,50,47,39,9,11
8,8,35,26,39,9,35,29,36,9,36,29,11,9,11,31,11,9,19,1,28
9,9,11,9,11,9,32,29,12,29,6,26,13,43,28,47,49,29,15,16,32
10,10,29,15,47,39,26,35,44,28,31,35,33,35,32,16,4,16,2,16,4
11,11,31,28,30,28,29,10,17,10,17,10,17,13,26,13,30,28,16,32,35
12,12,9,35,44,35,33,35,43,28,31,28,29,49,47,49,47,49,47,19,1
13,13,29,19,1,25,1,24,46,24,47,24,29,4,47,13,17,10,17,13,28
14,14,9,39,47,13,17,35,27,35,31,35,47,35,17,35,33,35,22,35,37
15,15,29,12,9,39,29,36,29,6,5,6,27,6,5,6,27,6,27,6,29
16,16,23,47,23,47,24,29,35,47,15,47,23,47,35,37,35,26,13,26,6
17,17,35,41,35,30,35,32,16,23,16,2,16,13,17,13,30,35,38,19,7
18,18,35,22,35,17,35,27,35,43,28,47,15,16,32,9,12,29,36,9,28
19,19,46,35,46,19,0,19,9,12,29,10,17,10,17,13,26,35,18,35,32
20,20,35,33,35,33,35,26,39,26,35,22,35,27,6,29,19,48,19,48,19
21,21,23,47,23,29,28,1,35,30,13,44,13,44,28,45,28,43,28,30,28
22,22,35,38,19,38,35,41,35,20,35,9,19,46,19,29,10,17,10,17,35
23,23,29,28,31,28,44,28,30,35,26,35,47,50,16,32,9,19,46,24,48
24,24,48,23,47,24,48,24,48,24,46,35,33,35,37,35,17,13,44,35,34
25,25,1,28,47,19,29,23,48,23,16,39,16,35,26,35,27,6,37,1,28
26,26,13,43,13,1,35,38,35,32,9,39,29,39,9,39,9,12,29,23,16
27,27,6,29,24,1,35,9,32,35,3,35,9,39,26,6,27,35,30,28,44
28,28,31,35,33,35,27,6,37,6,26,35,20,35,26,35,37,35,17,10,17
29,29,28,1,28,13,30,28,30,28,1,0,19,47,15,47,39,9,12,9,19
30,30,35,31,35,16,32,16,50,47,15,29,19,46,24,1,37,1,35,33,35
31,31,28,9,11,9,19,48,19,29,4,29,10,29,36,9,11,9,39,47,35
32,32,16,32,35,34,35,30,35,0,19,48,24,48,19,1,35,33,35,31,11
33,33,35,32,16,6,27,35,32,29,15,29,32,9,39,9,39,29,13,28,1
34,34,35,41,35,1,0,1,25,1,28,47,49,16,39,16,4,29,6,26,39
35,35,42,35,33,35,31,35,3,35,37,1,28,45,28,43,13,29,4,29,28
36,36,29,35,38,35,16,32,35,31,28,9,32,9,36,29,24,29,15,16,49
37,37,35,47,13,26,35,1,25,1,25,1,28,31,35,33,35,26,6,29,12
38,38,19,38,35,45,35,37,1,0,1,28,13,26,35,32,16,39,29,10,29
39,39,16,23,16,23,21,35,26,35,18,35,38,19,47,13,17,35,30,28,1
40,40,14,9,14,9,14,9,36,29,39,29,28,1,25,1,13,30,35,20,35
41,41,35,37,35,33,35,43,13,17,35,38,35,42,35,26,35,44,28,16,35
42,42,35,8,35,37,6,16,28,29,11,31,11,9,32,16,39,9,36,29,28
43,43,35,16,50,16,32,16,2,16,35,46,35,26,35,44,13,43,28,47,23
44,44,35,21,23,16,4,16,39,9,39,47,28,30,28,29,50,47,24,47,49
45,45,35,26,13,1,28,29,32,9,12,9,11,31,28,30,35,0,1,28,29
46,46,24,48,23,16,32,9,14,9,12,9,19,29,32,29,39,16,39,9,28
47,47,23,47,13,1,28,45,35,34,35,46,35,33,35,37,35,45,28,30,28
48,48,24,40,24,47,50,47,49,47,13,29,24,47,19,1,35,8,35,34,35
49,49,29,39,16,15,29,50,47,39,29,4,47,23,21,35,16,32,16,39,9
50,50,16,23,29,28,22,35,37,35,0,1,13,30,13,17,13,30,35,38,35
51,0,1,19,7,19,46,24,47,24,40,14,40,14,29,6,26,13,30,28,45
52,1,0,35,44,13,47,19,1,24,48,24,29,49,16,13,26,39,16,13,47
53,2,16,50,47,13,44,13,28,9,28,30,28,30,28,30,35,20,35,21,35
54,3,35,31,11,31,28,9,39,9,39,29,36,29,36,29,14,40,24,29,49
55,4,29,32,35,46,24,1,35,33,35,42,35,20,35,29,28,30,28,1,28
56,5,6,5,6,37,6,5,6,26,35,21,35,21,35,47,19,1,28,31,35
57,6,26,13,26,35,33,35,32,16,39,29,35,33,35,8,35,22,35,33,35
