,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,24,47,15,16,23,48,19,0,19,1,28,31,35,30,28,22,35,32
1,1,13,43,35,18,35,29,11,31,28,16,35,30,28,30,35,31,35,33,35
2,2,16,35,3,35,33,35,32,16,23,29,4,47,23,21,35,21,23,48,23
3,3,35,8,35,30,28,44,13,44,28,9,11,31,35,27,35,29,39,26,35
4,4,47,49,29,4,29,50,16,23,16,23,47,49,47,13,1,25,1,37,35
5,5,6,27,6,27,6,5,6,37,1,0,35,16,32,35,20,35,44,35,46
6,6,27,35,37,6,29,49,29,50,29,39,9,36,9,36,9,32,16,32,29
7,7,19,29,10,17,35,34,35,26,35,32,9,12,29,24,1,28,22,28,30
8,8,35,1,37,1,37,35,37,6,37,6,37,1,35,30,35,26,39,9,36
9,9,39,29,39,29,12,9,39,26,6,5,6,29,4,47,19,48,24,48,19
10,10,29,11,31,28,30,28,31,28,29,14,29,50,47,13,28,44,28,1,19
11,11,9,12,9,39,29,13,29,19,1,0,1,28,47,4,16,15,47,50,47
12,12,29,19,29,24,40,14,29,36,29,13,17,35,44,28,30,28,22,28,44
13,13,26,35,8,35,41,35,33,35,31,35,32,9,39,29,28,30,28,1,0
14,14,29,39,9,39,29,23,21,35,9,36,9,28,31,35,37,1,28,1,0
15,15,47,50,16,39,16,32,9,11,9,19,46,24,1,24,48,23,21,35,38
16,16,2,16,23,47,23,16,28,9,35,18,35,3,35,26,35,33,35,34,35
17,17,10,17,35,26,13,44,13,28,45,28,30,28,44,13,17,13,30,28,22
18,18,35,3,35,45,35,27,6,16,23,16,32,35,31,11,9,36,9,35,33
19,19,7,19,48,24,29,49,16,32,16,39,26,6,5,6,37,35,16,39,9
20,20,35,21,35,27,6,37,1,28,43,28,44,35,44,35,41,35,45,28,1
21,21,35,0,1,19,29,11,9,32,35,18,35,22,28,31,35,37,1,28,13
22,22,28,1,28,30,28,29,49,16,39,9,36,29,36,9,12,9,39,9,11
23,23,21,35,32,9,28,30,28,16,23,29,50,29,35,1,25,1,37,35,26
24,24,29,28,13,17,10,17,10,29,36,29,32,9,19,29,11,9,28,31,35
25,25,1,19,0,19,48,24,47,50,16,15,29,49,29,19,1,35,32,9,39
26,26,35,33,35,20,35,26,13,30,28,29,13,26,35,26,35,1,37,35,32
27,27,6,16,32,16,32,9,36,29,32,29,49,29,35,20,35,42,35,38,35
28,28,30,13,29,14,29,35,3,35,43,35,32,16,32,29,10,29,32,35,38
29,29,50,47,23,16,39,29,19,48,19,0,1,28,45,35,9,39,16,50,16
30,30,28,29,36,9,39,29,50,47,24,40,14,9,14,29,28,29,50,47,49
31,31,28,29,4,16,2,16,32,16,4,47,49,47,19,7,19,46,24,1,28
32,32,35,32,9,36,29,49,29,23,47,24,40,24,40,24,46,35,26,35,34
33,33,35,26,35,17,13,29,19,1,28,1,37,35,41,35,21,35,37,6,29
34,34,35,30,28,22,28,47,49,16,32,9,32,9,35,32,9,32,35,44,35
35,35,46,19,9,19,1,0,19,48,24,1,28,45,28,31,11,9,32,9,11
36,36,29,11,9,11,31,28,47,23,16,32,9,36,29,10,17,35,26,6,16
37,37,1,19,48,24,29,11,29,36,9,32,29,35,22,28,43,35,37,35,1
38,38,35,32,29,13,28,30,28,29,36,29,36,29,28,31,11,9,32,29,13
39,39,16,23,47,50,47,4,29,50,29,24,40,14,40,24,1,28,31,11,31
40,40,14,40,14,9,36,9,12,9,32,35,26,35,20,35,45,28,1,19,48
41,41,35,26,13,29,12,9,39,16,50,29,28,47,35,20,35,30,13,26,39
42,42,35,1,28,31,35,26,13,16,28,1,13,30,35,27,6,29,6,5,6
43,43,35,8,35,17,13,30,13,26,35,31,35,9,12,29,14,40,24,47,39
44,44,28,29,11,9,12,9,32,29,4,16,35,34,35,33,35,26,39,16,50
45,45,35,26,13,47,49,16,35,26,35,18,35,9,12,9,39,16,4,47,13
46,46,19,38,35,9,12,9,39,16,39,9,14,9,12,9,14,9,39,16,13
47,47,4,47,49,47,24,29,15,16,28,31,28,47,39,9,39,16,23,21,35
48,48,23,21,23,47,23,21,23,48,24,1,13,47,23,29,12,9,11,31,28
49,49,47,15,29,10,29,28,16,28,31,28,13,17,13,17,13,26,13,28,1
50,50,47,50,47,19,47,49,29,36,9,39,29,11,29,10,17,35,1,28,9
51,0,19,48,19,7,19,1,0,19,29,50,47,35,46,24,48,24,46,35,43
52,1,19,48,24,48,24,48,19,1,25,1,25,1,28,30,28,22,35,31,28
53,2,16,28,1,13,43,35,37,35,0,35,37,35,47,49,16,32,9,36,29
54,3,35,37,35,8,35,44,28,31,11,29,32,9,39,16,32,35,8,35,8
55,4,29,6,16,15,47,39,16,32,16,39,29,39,26,13,43,28,44,35,17
56,5,6,5,6,26,35,37,35,45,35,27,6,27,35,9,39,16,23,47,23
