,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,35,44,13,29,23,48,19,9,36,9,32,16,50,47,15,29,11,31
1,1,35,17,13,44,28,1,24,48,24,1,28,1,37,6,26,39,16,49,47
2,2,16,32,29,28,29,19,9,11,9,35,37,6,27,6,29,50,16,23,16
3,3,35,26,35,38,19,47,23,29,14,29,28,22,28,43,28,22,28,1,0
4,4,29,39,16,50,16,15,47,49,29,32,16,49,29,12,9,32,16,23,47
5,5,6,37,35,32,16,23,16,50,47,35,1,28,31,28,30,28,31,11,9
6,6,27,6,37,1,0,1,24,29,24,29,11,9,12,29,19,0,1,28,16
7,7,19,1,28,44,13,30,35,46,19,1,28,29,10,29,39,9,28,16,39
8,8,35,33,35,38,35,16,32,9,28,43,35,27,35,33,35,33,35,37,1
9,9,12,9,12,29,13,29,4,29,11,9,12,9,12,9,32,9,32,16,50
10,10,29,12,9,39,16,23,21,23,48,23,16,28,29,19,9,39,29,10,17
11,11,9,19,29,32,16,6,5,6,29,19,1,19,47,49,16,49,16,39,29
12,12,29,50,47,24,29,36,29,6,5,6,5,6,29,35,16,39,47,39,16
13,13,43,13,26,39,26,35,27,35,31,35,43,13,44,28,16,50,47,50,16
14,14,29,49,47,13,30,28,29,35,1,0,1,35,1,28,16,49,16,2,16
15,15,29,14,40,14,29,36,29,6,5,6,27,35,33,35,18,35,17,10,29
16,16,23,21,35,1,19,38,19,48,19,46,35,32,35,31,35,32,16,50,47
17,17,35,18,35,27,6,27,6,5,6,26,13,28,31,11,29,39,26,6,37
18,18,35,26,35,0,35,32,16,39,26,39,16,13,28,29,39,9,19,47,13
19,19,29,32,9,36,29,36,9,12,9,36,29,32,16,32,35,18,35,33,35
20,20,35,30,35,20,35,37,35,18,35,17,35,26,39,16,32,9,12,29,15
21,21,35,8,35,33,35,37,6,29,19,46,24,47,39,9,39,26,35,34,35
22,22,28,30,28,16,35,44,13,17,35,21,35,34,35,30,28,31,11,9,32
23,23,21,23,29,28,1,25,1,28,45,35,30,13,1,35,38,19,0,1,24
24,24,48,19,1,37,1,25,1,24,1,0,1,0,1,35,34,35,26,35,21
25,25,1,28,31,28,13,44,28,30,28,9,12,29,4,16,23,47,19,1,19
26,26,35,38,19,7,19,1,24,48,24,47,35,0,35,22,35,8,35,20,35
27,27,6,27,6,27,6,27,35,9,14,9,39,9,39,9,39,16,28,1,28
28,28,1,35,17,13,17,13,43,35,26,35,8,35,26,13,43,13,26,35,26
29,29,12,29,50,16,35,44,28,31,35,27,6,29,32,9,32,16,6,27,35
30,30,28,30,28,29,23,47,50,47,13,16,39,16,4,16,39,26,39,16,32
31,31,35,30,28,9,39,9,35,3,35,31,11,9,39,9,28,47,19,46,35
32,32,16,32,9,35,44,28,22,28,1,37,35,18,35,30,28,9,32,16,35
33,33,35,21,35,42,35,37,35,41,35,26,35,41,35,18,35,26,39,16,4
34,34,35,32,35,22,35,43,13,26,13,28,1,13,26,6,16,6,27,6,5
35,35,30,28,30,28,31,28,30,28,22,28,29,6,16,32,29,23,16,49,47
36,36,9,36,9,32,35,17,13,47,24,46,35,26,6,5,6,27,6,27,35
37,37,35,30,35,45,28,16,39,16,28,47,35,47,24,48,19,0,1,19,38
38,38,19,1,24,47,13,44,13,1,13,16,23,21,35,46,19,46,35,45,28
39,39,9,36,9,39,16,35,45,28,30,13,47,23,16,4,47,23,47,50,16
40,40,24,1,37,35,8,35,1,35,43,13,43,13,43,13,29,32,16,32,16
41,41,35,33,35,8,35,22,28,44,13,44,28,9,36,29,28,30,35,26,13
42,42,35,32,9,12,9,39,16,2,16,6,16,23,21,23,16,23,16,49,47
43,43,35,38,19,47,39,29,32,29,4,29,11,29,39,47,15,29,36,29,4
44,44,28,9,36,29,10,17,10,17,13,1,28,30,28,30,28,45,35,33,35
45,45,35,33,35,29,50,29,12,9,39,29,24,29,14,9,32,9,32,16,6
46,46,35,1,19,38,19,7,19,1,13,26,35,3,35,33,35,30,28,13,43
47,47,4,29,24,48,19,48,24,47,24,48,23,16,49,47,15,16,2,16,13
48,48,23,47,23,16,23,47,50,29,28,31,28,47,13,44,28,29,32,35,47
49,49,16,32,16,50,47,49,47,23,47,28,31,28,31,28,30,28,1,28,30
50,50,16,32,16,6,27,35,26,39,9,11,9,36,29,49,16,32,16,28,30
51,0,1,37,1,19,1,0,1,19,1,25,1,37,6,27,6,27,35,20,35
52,1,25,1,19,48,23,29,12,9,39,16,15,16,32,9,32,35,26,39,29
53,2,16,39,29,13,43,13,17,13,17,35,1,28,30,28,31,35,18,35,33
54,3,35,33,35,26,35,0,1,28,16,39,9,39,9,32,16,32,35,38,19
55,4,16,39,16,50,47,50,29,28,30,28,1,35,27,6,27,6,26,35,26
56,5,6,16,39,9,32,35,8,35,26,39,9,35,9,32,9,39,16,49,47
57,6,5,6,5,6,27,6,26,39,16,32,29,32,9,36,29,39,29,39,9
58,7,19,9,39,9,39,16,35,27,6,27,6,27,35,21,35,42,35,21,23
59,8,35,33,35,31,35,34,35,8,35,41,35,37,6,37,6,5,6,5,6
60,9,39,9,11,9,12,9,39,16,50,29,24,46,35,32,9,11,29,24,46
61,10,17,35,45,35,32,9,39,47,13,47,49,47,39,47,49,29,36,9,12
62,11,9,14,9,12,9,28,31,28,22,35,30,28,31,28,1,28,47,49,47
63,12,29,35,30,28,45,28,1,28,9,12,29,13,26,35,32,35,42,35,30
64,13,44,35,26,13,30,35,37,35,20,35,26,35,26,6,5,6,37,6,27
65,14,9,39,9,35,26,35,33,35,27,35,1,37,6,27,35,46,24,29,28
66,15,47,19,9,39,16,39,9,12,29,19,47,4,29,28,44,35,41,35,1
67,16,6,37,35,32,9,11,31,35,31,35,9,11,31,28,47,19,7,19,9
68,17,35,45,35,27,35,26,13,16,32,29,32,35,33,35,16,50,29,39,16
69,18,35,9,32,35,32,16,32,9,32,35,44,35,41,35,31,28,1,28,44
70,19,38,35,26,35,0,1,0,19,48,24,40,24,48,24,40,14,40,24,40
71,20,35,41,35,37,6,37,35,45,35,0,35,30,28,1,19,38,19,46,24
72,21,35,46,35,8,35,27,6,16,32,16,39,16,4,16,32,9,11,9,32
73,22,28,29,14,40,24,48,24,48,19,47,49,47,50,47,49,29,19,7,19
74,23,47,4,29,19,1,28,47,39,16,23,29,14,9,14,40,14,9,11,9
75,24,48,24,29,39,9,11,9,39,9,19,1,28,31,35,30,35,26,6,29
76,25,1,19,46,24,48,24,48,23,16,39,9,12,9,32,16,15,47,49,47
77,26,13,16,49,47,19,9,39,9,12,9,12,29,39,16,39,47,50,16,13
78,27,35,26,6,5,6,26,6,16,23,47,23,47,19,46,19,1,19,1,28
79,28,1,19,29,15,29,10,29,49,29,49,47,49,47,39,16,39,9,39,26
80,29,28,1,35,8,35,33,35,32,29,50,47,23,16,32,16,13,17,35,18
81,30,28,16,39,9,28,30,13,47,49,16,39,9,32,9,12,9,28,29,39
82,31,11,9,28,29,28,44,13,1,13,29,12,9,36,9,39,9,11,29,15
83,32,9,12,9,39,16,39,9,32,9,36,9,39,16,35,27,35,21,35,37
84,33,35,30,35,26,39,16,39,9,14,9,32,9,36,9,39,9,39,16,39
85,34,35,44,13,30,28,13,44,28,29,15,16,32,16,32,29,13,28,1,28
86,35,38,35,37,35,33,35,30,28,30,13,44,13,43,35,17,10,29,6,27
87,36,9,11,9,11,9,32,16,13,30,28,44,28,30,13,29,36,29,28,43
88,37,1,28,47,24,1,24,40,14,29,50,47,13,16,23,47,23,16,2,16
89,38,35,21,35,1,13,30,28,30,28,31,35,22,28,16,13,17,10,29,24
90,39,16,32,35,22,35,21,35,3,35,27,6,27,6,5,6,27,6,27,6
91,40,24,47,49,16,39,16,50,47,4,47,15,16,32,9,12,9,19,47,49
92,41,35,18,35,29,39,16,50,47,4,16,15,29,28,29,28,31,28,1,28
93,42,35,20,35,41,35,41,35,33,35,42,35,8,35,18,35,33,35,42,35
94,43,28,44,13,47,24,47,19,29,12,9,32,35,27,35,30,35,47,35,21
95,44,13,47,24,40,24,29,10,17,35,26,39,9,14,40,24,47,23,16,28
96,45,28,22,28,1,13,44,28,30,28,29,11,31,35,33,35,29,14,29,24
97,46,19,46,24,29,28,9,32,16,49,47,4,16,28,31,35,20,35,47,23
98,47,50,16,39,16,32,35,32,9,11,31,28,29,39,16,32,9,36,9,12
99,48,19,46,35,30,35,20,35,32,16,49,16,32,16,32,35,41,35,31,28
100,49,16,50,47,50,47,50,47,49,29,49,29,32,35,32,9,35,45,28,30
101,50,16,23,48,23,47,19,47,50,29,12,9,11,29,10,29,39,16,32,29
102,0,35,37,6,27,35,31,28,30,28,16,39,16,32,16,32,16,4,29,12
103,1,0,1,28,1,35,47,15,47,39,16,35,9,12,9,36,9,28,13,30
104,2,16,32,35,9,36,29,12,9,14,40,24,29,36,29,10,29,49,29,32
105,3,35,30,28,47,49,16,23,29,19,9,19,9,32,16,13,43,35,31,35
106,4,47,28,30,28,22,28,1,28,22,35,30,28,13,16,39,29,32,9,32
107,5,6,27,6,5,6,37,6,29,36,9,19,48,24,1,35,27,6,37,6
108,6,37,6,29,32,29,49,47,50,47,24,46,19,47,50,16,6,27,6,16
109,7,19,7,19,47,28,31,11,9,39,9,32,29,11,9,32,9,14,40,24
110,8,35,30,13,29,35,42,35,26,35,32,35,30,35,20,35,44,35,29,49
111,9,36,9,39,9,36,29,12,29,13,43,13,43,13,28,16,4,47,15,47
112,10,17,35,20,35,26,35,27,35,45,28,1,13,29,23,16,23,47,24,48
113,11,31,35,46,24,47,50,47,24,40,14,9,11,29,32,9,12,9,39,9
114,12,29,24,46,24,40,24,46,19,47,13,44,13,29,23,16,23,16,32,35
115,13,26,39,47,15,29,39,26,39,9,19,38,35,32,16,39,47,50,29,39
116,14,40,14,29,15,47,23,21,23,48,24,48,24,1,37,35,8,35,32,35
117,15,29,23,29,50,16,32,29,36,29,11,9,36,9,39,47,28,1,0,1
118,16,28,29,23,16,39,9,12,9,12,29,19,0,35,43,13,47,49,29,15
119,17,13,44,35,44,35,34,35,37,6,27,6,29,28,22,35,29,28,30,28
120,18,35,21,23,29,4,29,28,31,11,29,24,29,10,29,35,17,13,29,19
121,19,48,24,40,24,48,23,29,39,16,4,47,49,47,49,47,35,31,28,45
122,20,35,31,28,45,35,45,28,31,35,43,13,44,28,30,35,16,49,16,39
123,21,23,29,23,16,39,9,39,9,12,9,11,9,14,29,32,16,32,9,39
124,22,35,0,35,21,35,46,19,1,35,0,1,19,46,35,27,6,27,6,26
125,23,21,23,21,35,1,28,9,12,9,36,29,13,1,25,1,24,46,24,48
126,24,48,24,29,39,29,6,5,6,16,32,29,14,29,36,29,19,48,24,40
127,25,1,0,19,29,4,16,32,9,32,29,49,16,13,26,39,26,6,26,6
128,26,6,26,39,16,50,16,32,9,32,16,23,21,23,16,4,16,32,9,36
129,27,6,27,6,5,6,5,6,37,35,21,23,21,35,42,35,16,28,1,25
130,28,22,28,47,49,29,49,16,15,16,23,21,35,21,35,21,35,18,35,31
131,29,32,9,28,47,15,47,24,1,25,1,19,48,24,48,19,1,37,35,17
132,30,28,30,28,29,13,43,28,22,28,30,13,16,32,9,19,46,19,46,35
133,31,35,9,28,47,50,29,32,29,36,9,12,29,11,9,19,7,19,7,19
134,32,16,2,16,4,47,50,47,15,29,50,47,13,29,19,47,49,47,50,47
135,33,35,26,13,28,47,35,46,19,48,24,48,24,40,24,47,50,29,32,9
136,34,35,46,35,34,35,45,28,47,23,29,10,17,10,17,13,30,28,31,35
137,35,3,35,32,9,36,9,32,9,39,26,35,46,35,31,35,18,35,30,28
138,36,9,39,29,35,26,35,44,35,27,35,16,28,1,19,7,19,48,23,16
139,37,35,46,19,38,19,0,19,9,39,16,39,29,10,17,13,30,28,1,35
140,38,19,46,35,26,35,18,35,31,28,16,32,9,35,1,19,0,1,0,19
141,39,26,35,26,13,43,13,26,13,44,35,30,28,13,44,35,26,35,41,35
142,40,14,40,24,48,24,40,14,9,36,9,28,16,6,27,6,5,6,27,6
143,41,35,41,35,30,13,47,49,16,32,9,28,22,35,45,28,31,11,9,12
144,42,35,26,6,16,23,47,50,16,39,26,35,41,35,17,10,17,13,1,19
145,43,28,22,28,30,13,17,13,47,13,29,24,47,15,16,32,16,23,29,32
146,44,35,17,13,30,35,42,35,34,35,38,19,1,13,44,13,47,23,16,2
147,45,28,1,24,48,24,47,13,26,6,27,35,17,10,29,11,29,24,48,19
148,46,24,47,19,29,12,9,28,30,28,45,28,30,28,29,12,9,39,29,24
149,47,49,47,49,29,15,47,23,16,13,16,32,9,12,29,11,9,32,29,50
150,48,24,48,24,1,28,13,16,39,29,19,1,0,1,25,1,0,19,7,19
151,49,47,50,47,15,47,15,29,36,9,39,26,6,16,39,9,19,7,19,47
152,50,47,50,47,35,20,35,31,28,30,28,1,25,1,24,46,24,29,32,9
153,0,1,19,38,19,1,35,44,28,30,28,45,35,16,50,47,35,42,35,32
154,1,35,20,35,21,23,21,23,16,39,29,49,29,12,29,32,16,23,29,35
155,2,16,28,1,0,1,37,6,26,35,37,35,32,16,28,9,36,29,35,29
156,3,35,46,24,40,24,48,24,40,14,29,6,5,6,27,35,9,32,16,32
157,4,47,50,29,23,47,13,28,31,35,3,35,32,9,32,9,39,9,14,9
158,5,6,37,35,26,35,21,23,47,13,30,28,44,13,16,32,16,49,29,36
159,6,27,35,22,28,45,35,16,6,16,32,16,2,16,39,16,32,9,36,9
160,7,19,46,35,29,6,37,35,17,13,29,50,47,13,1,28,29,39,16,49
161,8,35,9,35,33,35,34,35,46,19,48,23,16,2,16,32,35,0,1,37
162,9,19,48,24,40,24,29,35,34,35,30,28,1,24,29,19,29,28,22,35
163,10,17,35,33,35,18,35,38,35,47,35,8,35,33,35,29,13,17,13,28
164,11,31,35,46,19,1,28,22,28,47,13,17,10,17,10,29,4,47,24,47
