,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,1,24,47,19,7,19,1,13,29,15,16,4,29,4,47,28,1,13
1,1,28,44,35,18,35,45,35,16,2,16,6,27,6,27,35,31,35,43,35
2,2,16,28,45,35,31,28,13,44,13,17,10,29,23,16,32,9,36,9,39
3,3,35,20,35,41,35,33,35,46,19,1,24,47,28,1,24,29,10,29,39
4,4,29,6,27,6,27,6,29,11,9,39,9,32,9,32,16,28,47,35,20
5,5,6,37,1,0,1,28,1,37,1,28,47,23,47,23,16,15,16,4,16
6,6,29,36,9,28,16,39,47,35,21,23,47,23,48,19,9,11,31,35,37
7,7,19,7,19,0,1,28,31,11,29,50,47,15,47,28,30,35,30,28,31
8,8,35,33,35,21,23,16,13,43,35,43,13,43,13,26,35,3,35,45,28
9,9,39,47,49,16,39,29,13,16,39,29,24,1,37,6,27,35,46,35,45
10,10,17,13,47,23,21,23,47,39,26,35,32,16,6,29,35,27,6,37,35
11,11,31,35,16,32,9,32,9,39,29,35,22,35,38,19,7,19,9,11,29
12,12,9,36,29,39,16,32,35,37,35,26,35,44,35,27,6,26,39,26,39
13,13,29,6,29,14,29,49,47,49,29,32,9,39,29,39,29,28,1,28,9
14,14,29,15,29,32,16,4,29,4,29,28,9,19,48,24,29,23,29,28,30
15,15,29,50,47,19,29,23,16,50,47,23,29,15,16,13,47,23,47,49,47
16,16,6,5,6,27,35,3,35,17,13,43,35,33,35,26,6,5,6,27,6
17,17,10,17,10,17,10,29,12,29,49,29,12,29,36,29,28,31,28,30,28
18,18,35,33,35,17,10,29,19,0,1,13,43,35,31,35,21,35,46,24,40
19,19,1,13,47,50,16,50,47,28,29,39,26,6,16,32,16,4,47,23,29
20,20,35,16,39,16,50,47,15,29,19,48,19,38,35,43,35,30,28,30,35
21,21,35,9,12,9,36,29,39,16,32,9,28,1,19,1,19,1,19,48,19
22,22,35,34,35,8,35,8,35,44,13,16,32,9,28,30,35,20,35,26,6
23,23,29,10,17,10,29,14,29,28,43,35,18,35,26,35,46,35,30,28,1
24,24,40,14,29,23,29,10,17,35,21,35,41,35,32,29,6,27,35,16,32
25,25,1,25,1,35,47,50,47,24,48,19,0,19,1,28,30,28,43,35,33
26,26,13,43,35,33,35,26,39,9,11,9,36,9,36,9,12,9,36,29,6
27,27,6,27,6,5,6,29,19,48,24,46,35,8,35,32,9,19,46,24,1
28,28,43,13,17,13,43,13,30,28,31,35,33,35,32,16,13,1,28,30,35
29,29,12,29,39,9,39,26,13,47,49,47,39,9,32,16,23,47,50,47,39
30,30,28,30,35,29,13,43,13,44,28,31,11,29,19,1,37,35,37,1,28
31,31,35,17,35,30,13,29,39,9,39,16,49,47,4,47,49,47,4,47,23
32,32,16,32,29,19,0,35,44,28,22,28,30,13,1,13,30,28,1,28,1
33,33,35,37,35,45,35,29,12,29,35,42,35,33,35,1,0,1,19,29,50
34,34,35,47,28,47,50,16,49,47,23,48,19,0,19,1,25,1,24,40,24
35,35,37,6,27,35,31,28,44,13,17,13,26,35,43,28,45,35,33,35,22
36,36,29,14,9,39,9,19,7,19,7,19,48,23,48,23,16,39,9,28,29
37,37,1,0,1,19,1,0,35,37,35,26,35,31,28,44,13,17,35,34,35
38,38,19,1,28,16,32,16,35,26,35,30,28,1,19,0,1,0,1,28,45
39,39,29,28,30,28,45,28,16,2,16,35,32,9,36,29,15,16,35,43,28
40,40,14,9,19,47,50,47,13,28,31,11,29,36,9,39,16,4,29,49,29
41,41,35,33,35,37,35,20,35,0,35,20,35,21,35,22,35,45,35,33,35
42,42,35,43,13,17,13,1,13,28,47,23,47,35,37,6,27,6,27,6,27
43,43,35,33,35,33,35,31,35,20,35,44,28,47,39,29,24,46,19,48,19
44,44,28,31,11,9,35,37,6,5,6,16,23,47,4,47,13,26,13,28,16
45,45,35,43,13,17,35,16,32,9,12,9,36,9,11,9,36,29,19,38,19
46,46,24,40,24,40,14,9,28,13,28,1,0,35,26,13,28,1,28,1,37
47,47,49,16,39,16,32,16,32,9,39,16,39,26,35,20,35,21,23,47,39
48,48,24,47,4,29,11,9,39,9,39,9,35,41,35,44,28,30,13,30,28
