,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,7,19,46,35,29,39,16,32,35,18,35,8,35,32,35,32,9,14
1,1,24,48,24,48,24,1,24,48,24,40,24,46,24,48,24,1,37,1,28
2,2,16,4,29,4,47,50,47,50,47,19,7,19,1,28,30,13,26,35,29
3,3,35,45,28,9,14,29,19,1,0,19,48,24,29,32,35,46,35,38,35
4,4,47,49,29,32,16,32,16,39,47,39,26,13,29,23,48,19,48,19,48
5,5,6,5,6,16,13,17,13,17,10,29,35,33,35,27,6,27,35,41,35
6,6,27,35,31,35,31,11,9,36,9,39,47,23,29,35,29,13,1,19,47
7,7,19,1,35,37,6,29,35,9,12,29,12,9,39,16,39,16,39,9,36
8,8,35,16,2,16,50,47,35,18,35,32,35,44,13,16,2,16,39,47,28
9,9,39,26,13,47,35,47,23,47,49,16,28,9,12,9,39,16,50,16,35
10,10,29,28,30,28,1,19,1,0,35,38,35,46,19,46,19,46,19,0,1
11,11,9,36,9,32,16,2,16,39,16,4,16,39,16,39,16,23,16,4,16
12,12,9,39,47,23,48,24,47,13,43,28,30,28,44,28,1,24,48,24,47
13,13,26,39,16,39,16,32,29,28,9,36,29,13,16,50,47,49,29,39,16
14,14,40,24,47,49,29,13,16,50,47,50,16,32,16,49,16,32,16,32,16
15,15,29,11,9,36,9,39,16,32,29,28,30,28,30,28,30,28,13,28,13
16,16,23,16,23,21,35,33,35,32,16,49,47,49,47,15,29,36,29,11,29
17,17,13,26,39,9,39,9,35,45,28,1,24,48,24,47,24,29,13,1,19
18,18,35,27,6,16,4,29,28,1,28,22,28,30,35,22,35,22,35,30,28
19,19,9,11,31,28,45,35,31,11,29,6,27,6,27,6,27,6,27,6,29
20,20,35,26,6,26,35,18,35,47,19,1,0,19,29,32,9,12,9,14,40
21,21,35,45,28,9,36,9,36,9,32,16,35,33,35,22,28,45,35,33,35
22,22,28,47,19,7,19,38,19,47,13,44,13,17,13,47,15,47,35,29,50
23,23,29,39,9,35,26,35,47,39,47,4,29,10,17,10,29,12,29,36,9
24,24,46,19,29,36,9,32,35,42,35,37,35,45,35,37,35,31,35,44,13
25,25,1,24,47,50,47,24,29,12,9,28,1,25,1,25,1,13,47,15,47
26,26,35,32,29,6,27,6,27,6,29,4,29,28,1,13,28,44,13,26,13
27,27,6,37,35,17,10,17,13,1,19,9,35,26,35,42,35,26,35,45,28
