,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,13,30,28,13,26,35,30,28,1,13,16,23,16,32,29,32,16,32
1,1,37,1,19,38,35,17,10,17,13,26,39,29,36,9,36,9,32,29,11
2,2,16,32,16,39,16,39,16,35,33,35,34,35,3,35,37,35,26,6,5
3,3,35,45,28,22,28,16,39,16,32,16,39,29,36,9,32,9,36,9,12
4,4,16,32,16,23,47,35,26,35,22,28,30,13,16,6,5,6,37,35,22
5,5,6,27,6,29,32,16,32,9,32,29,24,1,13,43,35,32,16,49,29
6,6,5,6,37,35,33,35,45,28,30,13,29,10,29,15,29,28,30,35,33
7,7,19,48,23,47,4,29,32,16,2,16,23,16,13,47,39,16,39,16,32
8,8,35,30,28,22,28,31,11,29,39,29,6,16,50,47,19,7,19,1,35
9,9,32,29,13,28,44,28,22,28,30,35,30,28,31,35,26,6,37,35,29
10,10,29,23,29,13,28,29,49,47,24,29,36,29,39,16,4,47,23,48,19
11,11,29,49,47,28,1,24,48,24,47,50,16,39,16,23,16,50,16,39,9
12,12,29,35,30,28,16,39,47,50,47,49,47,13,26,6,27,35,47,19,46
13,13,17,13,43,28,43,13,43,13,29,4,16,39,16,4,47,23,21,23,48
14,14,29,50,29,28,1,28,29,36,29,28,30,35,16,15,47,23,29,36,9
15,15,29,32,16,28,13,28,44,28,30,28,30,35,45,28,22,35,37,1,24
16,16,23,16,28,1,28,31,11,9,14,9,14,9,32,29,39,9,28,29,12
17,17,35,43,35,42,35,17,35,37,35,31,35,41,35,33,35,46,35,30,28
18,18,35,27,6,29,32,29,13,16,39,47,39,29,35,8,35,26,35,41,35
19,19,47,28,9,19,38,35,30,28,29,10,29,49,16,50,47,50,47,49,47
20,20,35,33,35,31,28,45,28,1,28,43,13,30,35,45,35,17,13,16,32
21,21,23,48,19,1,35,27,35,17,35,20,35,32,9,39,9,12,9,32,9
22,22,28,43,13,26,39,9,14,29,32,9,39,16,32,16,32,9,39,29,15
23,23,29,39,26,6,5,6,27,6,27,6,27,6,29,39,9,36,9,36,29
24,24,48,24,1,28,22,35,38,35,46,35,37,1,35,8,35,32,9,12,9
25,25,1,13,17,13,43,28,22,35,29,10,29,15,47,50,47,49,29,24,29
26,26,6,29,23,16,39,16,39,47,50,47,49,47,39,9,12,9,32,16,39
27,27,6,29,35,43,35,41,35,26,39,9,11,9,39,29,49,29,28,31,28
28,28,29,10,29,28,30,28,9,12,29,13,30,28,30,28,30,35,32,29,35
29,29,36,29,11,9,32,9,36,9,11,31,28,1,35,0,1,35,27,6,5
30,30,35,17,10,29,4,29,11,9,12,9,11,9,32,9,19,1,0,1,13
31,31,11,9,36,9,36,29,36,9,32,29,32,16,39,9,32,9,39,9,11
32,32,16,35,46,35,33,35,31,28,30,35,3,35,18,35,32,16,50,29,4
33,33,35,17,13,29,10,17,10,17,35,43,28,43,28,30,28,30,35,29,50
