,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,31,28,44,28,1,0,35,27,6,5,6,5,6,26,6,29,35,43
1,1,28,31,11,31,28,31,11,9,32,16,39,29,32,16,15,29,32,16,39
2,2,16,49,47,15,16,32,16,23,16,39,9,14,29,14,40,14,29,32,16
3,3,35,27,35,47,23,29,19,9,11,31,35,20,35,30,13,47,35,37,35
4,4,16,4,29,12,29,15,47,24,47,28,30,28,22,35,17,10,29,50,29
5,5,6,16,13,44,28,1,24,48,19,46,35,29,28,1,0,1,13,30,13
6,6,37,35,32,29,39,9,32,29,35,27,35,37,35,8,35,33,35,16,50
7,7,19,48,24,46,19,47,50,47,35,26,35,45,28,30,28,16,32,9,36
8,8,35,32,9,39,26,35,21,35,30,28,31,28,31,28,1,28,29,19,29
9,9,36,9,12,9,12,29,12,29,19,47,23,47,35,29,11,29,15,16,35
10,10,29,15,47,15,47,49,47,50,47,50,16,49,47,35,32,16,32,16,49
11,11,29,4,47,13,44,28,1,28,1,28,30,28,43,28,16,39,16,50,29
12,12,29,36,9,14,29,32,35,22,35,30,35,37,6,26,39,16,23,16,39
13,13,43,28,29,24,40,24,46,35,33,35,21,35,29,28,29,28,31,11,9
14,14,40,24,48,24,46,35,41,35,16,49,47,35,22,28,1,28,30,35,41
15,15,16,32,35,33,35,27,35,33,35,3,35,9,11,9,32,16,32,16,4
16,16,23,16,23,47,49,29,49,47,49,16,49,47,15,29,4,47,4,16,32
17,17,35,33,35,26,6,27,6,27,35,37,6,5,6,5,6,29,50,29,6
18,18,35,18,35,45,35,46,24,1,0,19,1,0,35,20,35,29,50,47,50
19,19,29,49,29,32,35,41,35,30,13,29,11,29,13,26,39,29,36,9,11
20,20,35,18,35,18,35,37,1,19,1,28,31,28,13,43,35,44,28,22,35
21,21,23,47,50,47,49,29,36,9,28,1,0,35,9,28,13,44,35,33,35
22,22,35,33,35,3,35,3,35,17,13,16,32,35,33,35,1,19,38,35,47
23,23,47,13,1,35,43,35,8,35,30,13,16,2,16,50,47,19,29,15,47
24,24,48,23,21,23,47,24,46,24,40,24,48,19,48,19,0,1,37,6,26
25,25,1,28,29,23,21,35,46,19,1,28,30,28,30,28,45,28,31,28,1
26,26,35,21,23,16,39,16,49,47,19,48,24,46,24,46,35,32,9,12,9
27,27,6,37,6,27,35,21,23,16,32,16,39,47,50,16,4,16,32,16,39
28,28,22,35,26,39,29,14,29,14,9,36,29,23,21,35,34,35,22,28,31
29,29,15,29,10,29,12,29,39,47,15,47,4,29,50,16,39,26,13,1,19
30,30,28,30,28,1,28,1,24,1,0,35,8,35,8,35,26,35,21,35,41
31,31,11,31,35,33,35,26,6,27,6,37,35,46,24,46,19,29,35,29,14
32,32,35,46,24,48,19,29,50,47,49,16,23,47,49,47,15,16,32,9,39
33,33,35,26,35,20,35,30,28,44,28,22,28,13,47,50,47,50,29,4,29
34,34,35,26,35,32,35,27,35,33,35,20,35,22,28,43,35,33,35,27,35
35,35,31,11,29,24,48,24,1,24,1,19,0,35,26,39,29,4,16,4,47
36,36,9,39,26,13,17,35,20,35,43,35,47,50,47,49,16,35,16,28,1
37,37,35,33,35,45,28,47,35,37,6,5,6,27,35,47,23,16,39,9,19
38,38,19,46,19,7,19,29,12,9,28,30,28,29,14,40,14,29,10,17,13
39,39,47,49,47,19,46,19,48,23,48,24,46,24,48,19,1,19,29,49,16
40,40,24,1,0,35,0,35,27,6,27,6,29,6,37,1,28,30,13,16,23
41,41,35,3,35,22,35,32,35,32,35,47,35,17,10,17,35,41,35,27,6
42,42,35,45,28,47,39,9,35,44,35,44,13,44,13,16,4,29,24,48,23
43,43,13,17,10,17,10,29,15,29,50,29,15,29,49,16,35,47,39,26,35
44,44,35,30,28,30,28,16,32,16,23,29,6,27,6,27,35,1,13,29,13
45,45,28,9,11,31,35,9,12,9,39,16,23,47,23,29,50,47,24,1,0
46,46,35,30,28,47,23,47,24,1,13,47,50,47,23,21,35,41,35,27,35
47,47,35,30,35,9,36,9,32,16,50,29,14,9,35,20,35,33,35,44,13
48,48,24,48,24,29,39,16,28,22,28,30,28,29,10,17,13,44,35,34,35
49,49,47,49,47,35,37,35,3,35,33,35,47,49,47,19,9,39,29,12,9
50,50,29,6,16,32,9,32,29,11,29,50,29,10,17,13,44,13,43,35,46
51,0,35,42,35,3,35,30,28,22,35,26,6,29,6,5,6,27,35,37,1
52,1,28,13,28,9,28,1,28,9,11,29,23,16,32,16,23,47,50,47,15
53,2,16,2,16,23,21,35,46,24,40,14,40,24,46,24,46,19,29,35,20
54,3,35,9,32,9,39,16,32,16,4,16,32,29,32,9,11,31,28,45,28
55,4,47,13,16,15,29,4,29,50,47,19,1,37,6,27,6,26,39,26,6
56,5,6,5,6,26,35,20,35,41,35,8,35,9,39,16,49,47,49,47,24
57,6,29,28,29,32,9,36,29,35,27,6,37,35,30,35,37,35,26,13,47
58,7,19,29,50,29,10,17,13,1,0,1,28,13,47,50,47,23,16,23,29
59,8,35,20,35,47,49,16,50,47,23,16,6,27,6,37,1,28,1,13,29
