,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,31,28,1,28,30,28,45,35,26,39,16,39,16,23,21,23,47,39
1,1,28,9,12,9,12,9,28,1,28,31,28,1,37,1,28,30,28,16,6
2,2,16,28,31,35,27,35,34,35,27,6,27,6,5,6,27,6,5,6,26
3,3,35,9,39,9,36,9,28,29,4,16,6,26,35,37,35,38,19,47,49
4,4,16,13,1,25,1,19,1,28,29,39,9,32,9,19,29,32,16,39,9
5,5,6,5,6,27,6,16,32,35,26,35,34,35,17,10,17,13,29,50,29
6,6,27,35,45,28,30,35,27,6,27,35,26,13,1,24,1,37,1,28,43
7,7,19,48,23,16,4,47,49,47,23,47,49,29,32,29,6,5,6,27,6
8,8,35,26,35,33,35,41,35,47,4,29,13,43,13,16,15,47,19,46,35
9,9,14,9,36,9,39,16,39,29,32,35,32,16,50,47,28,16,50,47,49
10,10,17,35,30,28,30,35,18,35,30,28,47,28,30,28,45,28,30,28,13
11,11,9,36,9,11,31,28,29,39,47,49,16,32,29,11,31,35,1,13,17
12,12,9,36,9,36,29,4,16,4,47,35,33,35,38,19,48,23,47,39,47
13,13,17,13,28,31,35,34,35,3,35,33,35,20,35,17,13,43,35,29,50
14,14,40,24,46,35,43,13,44,28,16,32,29,19,29,6,27,6,16,6,29
15,15,16,28,29,32,35,30,28,45,28,1,24,46,19,38,35,29,32,16,4
16,16,32,29,28,43,28,29,13,28,1,28,31,11,31,11,9,32,35,41,35
17,17,10,17,10,17,10,29,32,9,32,16,32,16,23,16,15,16,39,9,19
18,18,35,20,35,37,1,0,1,13,28,30,35,42,35,37,6,16,50,16,32
19,19,7,19,1,28,22,28,29,12,29,36,9,39,9,11,31,28,30,13,30
20,20,35,0,19,46,24,48,24,40,14,29,39,16,35,21,35,47,49,47,23
21,21,35,32,35,33,35,29,39,16,23,29,19,9,36,29,28,16,28,43,35
22,22,35,44,28,31,35,43,35,30,28,45,28,30,28,30,28,44,28,45,35
23,23,21,35,45,35,29,10,17,10,17,10,17,35,20,35,44,28,47,50,47
24,24,29,35,42,35,32,29,36,29,12,9,14,9,14,9,28,1,19,48,24
25,25,1,35,27,6,5,6,29,36,29,28,1,0,1,19,48,24,1,19,48
26,26,13,47,19,38,35,38,35,26,35,34,35,37,6,26,39,16,4,16,39
27,27,6,26,6,27,35,31,11,31,28,30,13,16,32,29,6,37,1,25,1
28,28,47,24,48,19,7,19,47,15,47,50,29,35,1,0,35,33,35,32,29
29,29,11,29,39,9,11,9,12,29,32,16,50,16,39,16,39,9,36,29,23
30,30,35,32,35,38,19,29,36,9,32,9,32,16,23,16,35,43,28,13,16
31,31,35,26,35,47,19,1,25,1,25,1,19,38,35,20,35,44,35,8,35
32,32,9,32,29,6,27,6,5,6,16,23,16,2,16,39,16,13,29,15,29
33,33,35,33,35,20,35,44,13,44,13,47,49,47,4,47,39,9,39,9,39
34,34,35,30,28,30,28,30,28,31,28,29,28,45,35,33,35,46,24,48,23
35,35,37,35,20,35,27,6,5,6,16,23,29,36,9,36,29,32,16,23,47
36,36,9,39,47,50,29,39,16,23,47,24,1,25,1,35,17,13,44,28,9
37,37,35,20,35,42,35,38,35,44,13,28,30,28,16,39,47,13,17,35,21
38,38,35,30,35,33,35,17,35,8,35,32,9,11,29,10,17,10,17,13,43
39,39,26,35,31,11,29,32,16,28,30,28,13,30,28,45,28,43,35,41,35
40,40,24,46,19,9,32,16,4,29,12,9,12,29,32,16,13,29,28,31,28
41,41,35,30,35,41,35,31,35,30,28,43,35,32,16,13,28,29,28,44,13
42,42,35,9,11,9,32,9,28,9,39,47,50,16,23,21,23,48,23,16,39
43,43,13,47,23,47,50,29,32,29,39,16,35,46,19,7,19,46,19,48,19
44,44,28,43,35,38,35,31,35,20,35,41,35,37,35,27,35,22,35,32,9
45,45,35,27,6,27,6,27,35,31,28,1,0,19,7,19,47,24,40,14,29
46,46,19,47,39,16,49,29,6,27,35,41,35,42,35,9,39,9,39,47,19
47,47,15,47,13,30,28,31,28,1,28,1,35,42,35,21,35,34,35,31,35
48,48,24,1,28,43,13,43,35,42,35,21,23,48,24,48,23,21,35,27,6
49,49,47,39,9,28,47,28,47,23,47,15,47,49,47,35,27,6,5,6,29
50,50,16,6,37,35,26,13,17,35,41,35,3,35,29,12,9,36,29,23,48
51,0,19,48,19,9,39,16,49,47,39,16,23,47,49,47,23,47,23,47,35
52,1,35,30,35,3,35,32,29,6,29,19,1,19,9,39,16,32,16,23,21
53,2,16,28,31,11,29,28,1,28,30,35,31,35,18,35,32,16,39,16,39
54,3,35,43,13,47,50,29,13,26,39,9,36,29,49,47,28,1,28,13,17
55,4,47,50,16,15,47,35,26,13,17,13,47,4,29,39,9,28,16,28,9
56,5,6,27,6,27,35,33,35,30,35,3,35,27,6,5,6,37,35,20,35
