,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,25,1,19,7,19,7,19,46,35,33,35,29,32,16,15,29,13,47
1,1,13,16,32,35,30,35,18,35,34,35,20,35,9,35,9,39,16,39,9
2,2,16,32,16,32,9,11,29,24,46,19,1,28,1,13,1,0,19,46,24
3,3,35,17,35,42,35,27,6,37,35,30,28,45,35,43,13,1,19,38,19
4,4,47,15,16,32,16,39,16,23,16,49,16,39,16,39,16,35,29,28,29
5,5,6,27,35,26,39,9,39,9,39,29,4,16,32,9,39,47,13,17,35
6,6,37,1,28,13,16,32,16,32,35,9,39,9,28,9,12,9,11,29,12
7,7,19,29,39,16,28,30,35,22,35,27,6,37,35,31,28,1,37,35,43
8,8,35,1,37,35,33,35,16,2,16,23,47,39,9,39,16,32,9,12,29
9,9,12,9,39,9,12,9,39,16,15,47,23,29,36,9,39,29,15,29,36
10,10,17,13,43,35,27,6,27,6,27,6,27,6,5,6,37,1,19,7,19
11,11,31,28,31,35,17,35,41,35,31,11,9,11,9,32,29,32,9,36,9
12,12,29,36,9,12,9,28,44,28,30,28,22,35,45,28,29,11,9,28,43
13,13,28,47,49,47,23,47,35,22,28,1,13,28,31,11,29,35,31,28,22
14,14,40,24,48,24,46,19,1,0,35,31,28,44,28,47,24,40,14,9,39
15,15,29,35,18,35,44,13,1,25,1,13,16,39,16,13,47,28,30,28,29
16,16,28,31,28,30,28,1,37,6,27,35,9,14,40,24,1,0,1,28,30
17,17,35,42,35,16,32,29,28,1,25,1,13,44,13,29,28,43,35,33,35
18,18,35,3,35,21,23,47,13,28,44,13,16,50,47,49,47,50,47,23,16
19,19,47,13,47,39,29,39,9,32,29,39,16,4,47,13,43,13,17,13,16
20,20,35,18,35,44,35,30,35,33,35,45,35,32,16,32,9,32,29,12,9
21,21,23,47,15,16,39,16,49,29,10,17,10,29,13,1,37,1,19,9,14
22,22,35,31,28,1,28,30,13,28,43,28,30,13,28,30,35,26,6,27,6
23,23,48,24,48,24,29,11,31,28,13,43,28,30,28,44,13,30,28,13,16
24,24,46,24,47,4,47,15,29,39,9,32,35,47,50,29,11,9,39,16,15
25,25,1,0,1,0,1,25,1,0,35,8,35,27,6,26,35,30,35,45,28
26,26,35,26,35,27,6,27,6,27,35,9,32,9,11,31,28,30,35,34,35
27,27,6,26,39,16,13,47,50,29,32,35,44,35,9,39,9,32,29,28,29
28,28,30,28,43,28,13,1,13,28,1,25,1,19,29,35,31,35,30,28,16
29,29,6,27,6,26,13,29,50,47,35,9,36,29,35,9,36,29,28,1,19
30,30,28,47,28,30,35,32,16,39,16,50,47,49,47,49,47,15,16,2,16
31,31,35,31,35,33,35,29,13,1,28,30,35,27,6,27,6,27,6,26,35
32,32,35,46,35,30,28,47,50,16,6,27,6,29,28,43,35,43,28,22,28
33,33,35,30,28,16,50,16,32,16,39,26,35,0,35,1,19,46,24,29,23
34,34,35,44,13,30,35,16,6,5,6,26,6,29,4,16,13,47,24,47,28
35,35,30,28,29,39,9,39,9,14,40,24,29,10,17,10,17,35,20,35,45
36,36,9,12,9,32,35,27,6,27,35,18,35,47,23,16,50,16,49,47,4
37,37,1,35,9,19,48,19,48,24,47,13,44,13,43,13,28,30,28,30,13
38,38,19,48,19,1,0,1,25,1,28,22,28,29,13,44,13,44,35,16,4
39,39,16,39,9,39,16,2,16,28,45,35,41,35,31,35,38,35,45,28,16
40,40,14,40,24,48,19,1,28,44,28,30,35,45,35,33,35,41,35,18,35
41,41,35,3,35,44,28,30,35,20,35,32,35,0,19,46,24,29,39,9,12
42,42,35,27,6,27,35,20,35,41,35,46,19,0,1,19,29,6,26,39,16
43,43,13,16,23,47,49,47,19,1,35,33,35,3,35,31,35,9,39,9,36
44,44,13,43,35,33,35,46,24,29,4,16,6,37,1,28,1,28,29,50,47
45,45,35,46,35,42,35,32,9,35,20,35,27,6,5,6,26,35,42,35,47
46,46,19,1,35,26,35,33,35,21,35,17,35,30,35,44,13,26,35,43,35
47,47,50,16,49,16,50,29,10,29,28,47,23,16,4,29,13,29,49,29,6
48,48,19,1,37,6,16,32,16,49,47,49,29,23,16,23,16,50,47,39,47
49,49,29,13,16,32,29,35,38,19,1,19,47,39,47,19,47,49,47,4,16
50,50,47,13,17,35,17,35,33,35,27,6,16,4,16,39,9,39,47,23,16
51,0,1,28,31,11,9,19,7,19,1,28,31,28,47,24,48,24,40,14,9
52,1,37,35,1,28,30,35,31,35,34,35,41,35,22,35,30,28,9,36,9
53,2,16,6,16,15,29,50,16,49,29,28,45,35,3,35,37,1,0,1,24
54,3,35,43,35,21,35,38,19,7,19,1,37,35,31,35,41,35,0,35,33
55,4,29,19,46,35,38,35,46,35,43,28,45,35,33,35,47,4,29,49,29
56,5,6,26,6,27,35,9,32,16,49,16,15,29,28,16,28,1,28,47,50
57,6,27,35,32,35,33,35,31,35,26,39,16,6,27,6,5,6,27,6,27
58,7,19,1,37,1,28,1,0,35,37,35,26,13,47,49,16,39,9,14,29
59,8,35,31,11,29,49,29,19,38,19,0,19,46,19,29,6,27,35,27,35
60,9,39,9,32,9,12,29,19,48,24,48,19,48,19,38,35,42,35,16,32
61,10,17,10,29,35,26,35,18,35,32,29,28,22,35,32,29,28,45,28,45
62,11,29,4,16,23,16,28,31,28,45,28,30,28,1,28,30,35,33,35,45
63,12,9,36,29,24,46,24,48,19,46,24,1,19,48,19,48,24,40,24,48
64,13,44,28,30,28,29,50,29,39,16,39,9,39,47,50,16,39,9,32,16
65,14,40,24,46,24,48,24,1,35,17,10,29,11,9,14,40,24,47,24,29
66,15,16,23,47,49,47,19,46,35,47,23,47,24,1,13,26,35,16,39,16
67,16,23,16,39,16,28,22,35,26,39,16,32,9,12,29,36,29,19,7,19
68,17,35,26,13,43,35,33,35,22,35,33,35,30,35,41,35,32,35,26,35
69,18,35,46,24,40,24,46,19,47,39,16,49,47,28,30,28,47,15,47,49
70,19,47,39,26,13,44,28,1,0,19,1,24,48,19,1,19,47,23,16,15
71,20,35,9,39,9,11,9,39,26,35,26,35,1,28,29,39,29,13,28,45
72,21,35,21,35,37,6,5,6,26,35,18,35,8,35,17,35,33,35,45,35
73,22,28,30,13,30,35,33,35,34,35,31,28,1,28,30,28,29,15,16,50
74,23,29,11,29,36,29,28,29,19,1,19,1,24,48,19,0,35,22,35,9
75,24,46,24,48,23,16,23,16,13,29,39,16,32,29,39,9,39,16,49,16
76,25,1,13,47,19,48,24,29,4,47,50,29,28,1,37,1,24,48,23,21
77,26,6,5,6,29,6,5,6,5,6,16,6,5,6,5,6,16,2,16,15
78,27,35,34,35,0,1,19,1,28,31,35,20,35,3,35,46,24,40,14,9
79,28,29,13,1,19,48,19,1,24,29,28,1,28,13,1,19,29,19,38,19
80,29,12,9,39,29,39,9,12,9,32,16,23,47,35,41,35,43,28,1,25
81,30,35,9,39,29,4,16,39,29,32,9,39,26,6,26,35,33,35,33,35
82,31,28,45,35,26,35,33,35,32,16,35,27,35,45,35,42,35,33,35,45
83,32,29,28,1,28,47,19,47,49,47,49,47,50,47,28,22,35,46,24,48
84,33,35,41,35,18,35,33,35,29,50,47,23,48,23,47,50,47,24,47,15
85,34,35,1,19,48,19,46,35,26,35,34,35,37,35,26,39,16,32,9,19
86,35,37,6,27,35,16,4,29,28,44,28,29,49,29,49,47,23,16,32,16
87,36,9,32,16,4,29,23,29,4,29,11,29,11,9,36,9,36,9,39,9
88,37,35,9,14,40,14,29,39,47,24,29,6,37,35,26,39,16,32,16,4
89,38,19,46,35,26,35,20,35,32,9,32,35,1,24,48,19,29,36,29,28
90,39,16,49,29,13,26,39,16,32,9,35,30,28,31,11,9,12,29,28,43
91,40,14,40,14,29,36,9,19,47,39,29,24,40,14,9,12,9,36,9,36
92,41,35,32,29,12,9,36,29,49,47,4,29,36,29,32,16,4,29,39,16
93,42,35,16,23,47,19,47,24,1,28,30,28,31,28,29,39,16,32,16,39
94,43,13,43,35,30,28,13,29,12,9,36,9,36,9,36,29,15,16,23,29
95,44,28,1,0,35,38,35,32,16,39,16,4,29,10,29,39,16,32,16,39
96,45,28,44,35,27,35,27,6,5,6,37,6,5,6,27,35,9,39,29,12
97,46,24,1,24,29,24,1,19,48,19,48,19,9,14,29,23,48,24,47,50
98,47,15,16,32,16,32,9,14,29,11,31,11,31,11,9,14,29,32,16,4
99,48,19,46,19,9,39,16,13,26,6,16,32,29,50,47,50,47,39,26,35
