,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,19,48,19,47,15,16,39,26,6,5,6,26,35,32,9,32,35,21
1,1,25,1,0,1,28,47,13,26,35,46,19,47,24,29,28,30,28,45,28
2,2,16,50,47,39,9,39,47,15,16,50,47,49,47,13,47,15,29,28,1
3,3,35,31,28,16,23,16,39,9,11,29,15,16,13,44,28,29,11,31,28
4,4,16,35,18,35,43,28,45,28,9,14,9,36,29,39,47,24,47,15,16
5,5,6,27,35,26,6,5,6,37,1,35,3,35,45,35,27,35,38,35,37
6,6,29,28,1,0,35,18,35,8,35,26,6,27,6,29,39,9,35,0,1
7,7,19,7,19,29,32,9,11,29,28,29,28,13,28,1,25,1,0,1,0
8,8,35,46,35,30,28,30,28,30,35,26,6,27,6,27,6,5,6,27,35
9,9,35,42,35,1,0,1,0,1,35,26,35,8,35,34,35,22,28,30,13
10,10,29,4,29,35,18,35,32,16,32,29,19,29,23,29,19,29,6,26,35
11,11,9,14,29,28,44,35,37,35,18,35,18,35,30,28,30,28,13,44,35
12,12,9,12,29,35,27,35,31,28,47,23,47,4,29,6,16,32,9,32,35
13,13,28,30,28,9,39,16,50,16,35,31,28,31,28,22,35,45,35,26,6
14,14,29,23,16,50,29,35,47,28,29,23,16,23,29,4,16,39,16,28,16
15,15,47,24,47,35,26,35,37,6,26,35,37,6,37,35,32,9,39,9,14
16,16,28,44,28,30,35,44,13,1,35,31,28,1,25,1,13,17,35,27,35
17,17,13,30,35,38,19,38,19,1,19,47,49,29,28,47,49,47,39,9,32
18,18,35,33,35,8,35,8,35,32,16,39,9,32,16,32,16,39,29,36,29
19,19,9,35,20,35,43,13,1,28,1,28,1,19,48,23,47,23,16,32,16
20,20,35,32,16,23,47,49,47,49,16,15,47,19,48,19,0,1,37,1,35
21,21,35,26,35,37,35,38,35,32,35,37,1,0,35,46,24,47,35,33,35
22,22,28,30,28,30,28,13,1,28,31,28,31,28,30,13,30,13,28,1,28
23,23,47,23,21,35,26,35,0,1,37,35,42,35,26,35,27,6,26,39,16
