,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,28,47,49,29,19,48,24,1,13,1,19,48,24,48,19,29,35,44
1,1,25,1,28,43,13,28,1,28,16,28,30,28,30,35,29,28,47,50,16
2,2,16,32,9,32,16,32,9,12,29,19,47,15,16,39,9,39,26,35,30
3,3,35,26,6,5,6,27,35,26,35,33,35,30,28,30,28,30,13,47,50
4,4,16,2,16,28,29,35,32,35,31,35,21,23,16,39,16,39,29,14,9
5,5,6,27,6,16,28,29,32,35,29,28,1,19,1,0,35,31,11,29,24
6,6,16,15,29,28,1,24,48,19,1,24,46,19,46,35,8,35,47,24,29
7,7,19,47,15,29,14,29,6,26,39,29,10,17,35,0,19,38,35,17,10
8,8,35,20,35,26,35,37,35,0,19,47,4,16,50,16,39,29,35,47,49
9,9,19,48,19,48,24,40,14,9,36,9,28,30,28,31,28,29,28,1,0
10,10,29,49,47,49,29,32,16,6,5,6,27,6,37,6,5,6,26,13,29
11,11,29,49,47,49,16,23,29,15,47,35,34,35,29,39,16,39,29,49,29
12,12,9,28,31,35,41,35,16,39,29,50,29,15,29,15,16,6,27,35,44
13,13,44,28,22,28,45,28,9,12,29,39,29,32,29,50,16,23,29,19,1
14,14,40,14,9,36,9,19,48,24,48,19,48,19,1,19,7,19,7,19,29
15,15,47,49,16,49,29,32,9,11,9,39,47,4,47,39,16,39,16,49,29
16,16,39,9,14,40,14,29,28,22,28,30,28,13,28,44,35,26,13,47,50
17,17,13,44,13,16,49,29,36,9,28,43,13,1,0,19,9,36,29,19,47
18,18,35,41,35,42,35,33,35,8,35,1,19,48,23,47,50,47,50,47,50
19,19,9,36,29,36,9,12,9,32,16,28,22,28,1,28,13,43,28,9,39
20,20,35,26,39,9,12,29,36,9,11,31,11,29,23,47,28,30,28,22,28
21,21,23,16,32,16,32,9,11,9,36,9,36,9,32,16,2,16,49,47,23
22,22,28,1,35,27,6,27,35,1,37,6,29,32,16,4,47,49,47,15,47
23,23,16,49,29,36,9,39,47,23,29,39,9,11,9,39,47,23,16,39,9
24,24,40,24,48,24,48,19,0,1,13,44,28,9,12,9,32,9,12,9,36
25,25,1,28,29,28,43,13,30,13,44,13,30,35,44,28,16,32,16,32,35
26,26,6,27,6,37,1,19,48,24,40,24,29,12,29,32,16,23,47,50,47
27,27,6,16,39,9,39,9,35,21,23,47,15,16,35,42,35,26,35,37,6
28,28,30,28,22,28,1,35,22,35,9,39,9,32,16,39,9,36,29,14,29
29,29,4,16,23,47,50,29,19,0,1,35,27,35,27,35,32,35,16,23,48
30,30,35,21,35,1,19,29,12,29,35,31,28,31,35,37,35,37,35,1,28
31,31,11,31,35,30,35,41,35,38,19,1,13,44,13,17,35,38,35,34,35
32,32,16,6,27,35,42,35,47,15,29,23,16,2,16,32,29,11,29,19,38
33,33,35,1,37,35,21,23,48,23,21,23,21,35,32,16,50,47,13,47,24
34,34,35,37,35,3,35,34,35,26,35,30,35,34,35,27,6,27,6,27,6
35,35,42,35,18,35,27,6,16,39,9,32,29,49,29,32,16,32,35,26,6
36,36,9,39,26,35,3,35,21,23,29,39,29,32,16,32,29,14,40,14,40
37,37,6,5,6,27,6,29,50,16,4,16,32,9,32,16,32,9,19,1,35
38,38,19,0,19,29,39,9,39,9,39,29,35,46,19,38,19,1,28,29,6
39,39,9,39,16,39,16,49,47,13,1,35,3,35,37,6,27,35,8,35,21
40,40,14,9,14,9,11,29,15,16,50,47,35,34,35,46,35,31,35,37,6
41,41,35,32,16,35,8,35,16,4,29,49,47,35,29,39,16,32,9,32,35
42,42,35,26,35,26,35,16,39,29,6,29,4,47,35,42,35,38,35,27,35
43,43,13,17,35,29,28,13,1,19,9,12,29,19,46,24,1,24,46,19,1
44,44,28,30,28,30,35,45,35,0,35,44,35,8,35,42,35,31,11,9,36
45,45,28,1,19,48,24,29,28,45,28,1,19,38,35,1,13,29,39,9,32
46,46,35,26,35,22,28,22,35,33,35,45,28,31,11,31,28,1,0,19,38
