,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,1,28,30,28,31,35,0,1,28,43,28,16,39,16,39,16,35,41
1,1,19,38,35,27,6,27,35,27,6,26,6,16,39,26,35,34,35,1,19
2,2,16,35,18,35,27,6,27,6,29,10,29,13,43,35,33,35,33,35,37
3,3,35,33,35,45,28,29,32,35,26,35,41,35,0,19,46,19,46,24,46
4,4,29,36,9,32,16,35,27,35,30,28,43,28,29,11,31,28,1,0,35
5,5,6,5,6,27,6,29,36,29,50,29,24,47,4,29,32,9,14,9,14
6,6,5,6,27,6,27,6,26,13,47,23,47,35,0,19,46,35,9,39,26
7,7,19,9,14,9,14,40,24,47,50,47,50,16,50,47,49,47,15,16,23
8,8,35,38,35,38,35,20,35,18,35,34,35,33,35,3,35,32,9,36,29
9,9,39,16,35,29,49,16,4,29,24,1,35,0,19,29,35,33,35,0,19
10,10,17,35,41,35,33,35,16,39,16,23,16,28,43,35,1,24,48,23,47
11,11,9,28,1,24,48,24,47,19,48,19,1,19,48,24,48,19,38,19,1
12,12,9,12,9,35,37,1,19,48,24,1,25,1,25,1,19,47,24,40,14
13,13,44,13,44,35,27,35,46,24,48,19,29,39,9,19,38,19,46,35,31
14,14,9,39,26,35,45,35,30,28,43,13,28,47,13,44,13,17,13,44,35
15,15,47,49,47,50,29,32,16,15,16,39,9,32,16,4,16,35,32,9,19
16,16,6,29,49,16,28,31,35,43,13,16,32,16,39,47,15,29,12,9,39
17,17,13,47,35,26,6,27,35,30,28,45,28,1,28,1,0,1,13,26,35
18,18,35,44,35,9,35,16,2,16,28,22,28,47,35,18,35,46,19,0,35
19,19,48,19,47,28,30,28,13,28,31,28,45,28,29,6,27,6,5,6,26
20,20,35,20,35,37,35,27,6,5,6,26,13,44,35,34,35,46,24,48,24
21,21,35,8,35,30,28,44,28,29,24,47,35,27,35,44,28,13,47,28,30
22,22,28,22,35,20,35,27,6,5,6,26,39,9,36,9,19,38,35,32,29
23,23,16,49,29,28,29,28,29,32,29,12,29,6,5,6,29,50,47,23,16
24,24,48,19,9,39,26,35,30,28,30,13,44,13,17,35,26,35,45,35,20
25,25,1,28,1,37,35,0,35,9,35,3,35,0,19,47,49,16,32,29,13
26,26,35,37,35,31,35,33,35,41,35,38,35,27,35,34,35,44,13,17,13
27,27,6,5,6,27,6,5,6,5,6,27,35,44,35,16,15,16,2,16,32
28,28,43,35,30,28,9,35,0,1,0,1,28,29,39,26,13,47,50,29,32
29,29,35,0,35,30,13,47,24,1,25,1,37,6,5,6,27,6,27,6,27
30,30,13,44,28,29,50,47,23,21,23,29,24,40,14,9,36,9,32,9,32
31,31,28,13,16,28,45,28,30,35,20,35,32,9,11,9,19,1,28,31,11
32,32,29,35,37,6,27,6,5,6,27,6,5,6,29,36,9,32,16,28,13
33,33,35,42,35,18,35,3,35,26,39,16,39,9,39,16,23,29,36,29,39
34,34,35,27,35,20,35,43,35,8,35,3,35,32,9,32,9,39,29,49,16
35,35,47,23,21,23,16,6,27,35,37,6,29,4,16,32,16,23,47,15,29
36,36,9,39,26,35,26,6,27,35,33,35,38,19,48,19,29,35,37,6,26
37,37,1,0,1,0,1,13,30,13,44,28,45,35,26,6,37,35,26,6,26
38,38,35,34,35,37,35,37,1,28,30,28,22,28,31,11,29,28,1,0,35
39,39,16,50,16,2,16,39,16,13,28,30,28,29,28,1,19,1,35,30,28
40,40,14,9,36,9,28,22,35,31,35,3,35,29,24,40,24,48,23,21,23
41,41,35,41,35,33,35,34,35,33,35,1,25,1,37,6,27,6,27,6,29
42,42,35,34,35,47,49,47,13,29,12,9,35,16,32,29,35,18,35,26,35
43,43,35,27,35,27,35,33,35,31,11,9,19,48,19,29,35,41,35,26,39
44,44,35,30,35,33,35,9,39,29,24,1,24,1,28,43,13,29,32,29,50
45,45,28,31,28,29,36,9,32,16,13,29,50,16,23,29,39,29,32,9,36
46,46,24,1,37,1,24,1,19,0,1,35,26,6,27,6,5,6,27,6,5
47,47,4,29,12,29,50,16,6,5,6,27,35,31,28,16,32,29,39,16,39
48,48,19,38,19,47,4,47,28,29,24,46,24,40,14,29,11,29,24,40,24
49,49,29,49,47,4,47,15,47,49,16,49,47,49,29,35,42,35,31,28,9
50,50,29,28,30,28,43,28,30,28,9,39,16,39,29,35,33,35,17,10,17
51,0,35,43,28,30,35,22,28,31,28,44,35,31,11,9,19,38,35,47,23
52,1,19,9,39,9,32,16,39,29,14,40,24,29,36,9,32,16,4,47,50
53,2,16,23,29,4,47,35,43,13,43,35,37,35,22,28,44,35,29,28,44
54,3,35,21,23,21,23,47,28,1,25,1,37,35,42,35,32,9,14,29,35
55,4,16,32,16,35,22,28,30,28,43,13,29,6,27,6,5,6,27,35,33
56,5,6,37,1,28,43,13,29,32,16,15,29,36,29,13,29,6,27,6,29
57,6,27,6,27,6,27,35,16,13,16,32,9,32,16,13,29,35,26,39,9
58,7,19,1,24,29,23,47,13,44,13,29,32,35,9,39,26,35,44,35,41
59,8,35,38,35,47,35,43,13,44,13,28,16,39,16,23,48,24,1,24,48
60,9,12,9,36,9,39,9,36,29,13,30,28,44,13,30,28,1,28,16,49
61,10,29,36,9,32,16,39,29,32,9,36,9,12,9,12,9,39,9,12,29
62,11,31,28,47,19,1,28,22,35,47,35,44,35,33,35,41,35,44,13,43
63,12,9,19,9,39,29,23,47,28,47,28,30,35,31,35,17,13,30,28,30
64,13,16,28,9,35,29,23,47,35,46,24,47,49,47,28,16,49,47,23,29
65,14,9,12,9,12,9,12,9,12,9,32,16,13,30,28,44,35,41,35,33
66,15,16,32,9,39,47,15,47,19,0,19,48,19,9,36,9,39,26,13,44
67,16,39,9,36,9,12,9,39,16,15,29,23,21,35,37,35,27,6,5,6
68,17,35,0,1,0,19,46,19,46,24,46,19,1,35,37,1,0,1,35,16
69,18,35,46,19,1,19,48,19,48,24,1,35,42,35,42,35,8,35,30,35
70,19,46,19,9,14,9,36,9,32,9,11,29,49,29,19,48,23,47,28,16
71,20,35,20,35,30,28,30,28,29,23,47,4,29,49,47,49,16,6,37,1
72,21,23,47,13,29,15,16,23,48,19,0,19,1,28,47,39,9,32,16,32
73,22,28,9,11,29,14,40,24,29,50,16,32,35,32,35,29,19,1,0,35
74,23,48,19,48,19,7,19,38,35,1,0,19,9,36,29,12,29,36,29,11
75,24,48,19,48,24,46,24,47,35,43,13,44,13,1,28,13,47,39,16,23
76,25,1,35,3,35,22,35,31,11,29,28,1,24,48,19,46,19,46,19,38
77,26,13,30,28,9,39,16,2,16,50,29,14,40,14,9,19,0,19,0,35
78,27,6,29,32,16,39,29,4,16,6,29,39,47,49,29,10,29,6,27,6
79,28,13,16,39,29,24,47,50,29,11,9,35,3,35,34,35,1,19,7,19
80,29,6,27,6,27,6,37,6,26,6,5,6,37,35,30,28,22,28,1,13
81,30,35,33,35,47,28,44,35,30,35,46,19,7,19,0,1,28,13,17,35
82,31,11,9,11,29,49,47,24,46,24,29,49,47,24,46,19,38,35,27,6
83,32,9,32,16,32,16,23,48,19,46,35,30,35,8,35,1,0,1,25,1
84,33,35,33,35,22,35,41,35,34,35,32,35,0,1,13,28,9,12,9,11
85,34,35,26,13,17,13,43,35,38,19,38,35,29,39,9,14,9,36,9,11
