,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,28,1,19,46,35,27,6,27,6,5,6,5,6,29,36,9,36,9
1,1,28,1,28,30,35,26,35,29,4,47,4,29,13,44,28,29,32,9,12
2,2,16,32,16,4,16,49,16,39,16,39,29,19,29,14,9,12,9,36,9
3,3,35,44,28,31,35,46,24,29,50,16,39,16,39,29,14,9,39,16,23
4,4,47,39,16,2,16,23,47,49,47,35,3,35,18,35,20,35,38,19,1
5,5,6,37,35,18,35,20,35,33,35,32,9,39,16,32,16,13,29,10,17
6,6,29,19,7,19,7,19,1,28,30,28,29,36,9,36,9,11,29,50,47
7,7,19,0,19,29,24,47,4,47,49,47,49,29,15,47,50,29,28,47,4
8,8,35,37,35,30,28,30,35,8,35,22,28,30,13,1,0,1,19,7,19
9,9,36,9,12,9,12,9,11,31,11,31,28,43,28,1,24,29,28,30,28
10,10,29,49,29,39,9,39,9,39,16,50,47,23,48,23,48,19,9,14,40
11,11,9,36,29,23,47,19,1,25,1,28,1,28,30,28,1,35,32,9,39
12,12,29,32,9,11,9,39,9,36,9,36,29,13,30,28,16,32,16,23,29
13,13,26,35,33,35,21,23,48,24,29,10,17,13,16,2,16,2,16,49,29
14,14,40,24,48,24,46,35,47,39,26,35,16,39,9,36,29,32,16,23,29
15,15,47,50,29,39,29,15,47,15,29,36,9,36,9,39,47,35,47,49,47
16,16,32,9,36,29,36,9,35,43,13,28,31,28,45,35,3,35,30,28,30
17,17,35,26,13,26,6,5,6,37,6,27,35,3,35,38,35,22,28,9,39
18,18,35,17,10,29,32,16,6,27,35,37,35,26,6,16,28,9,36,29,10
19,19,1,28,30,28,44,28,30,28,47,35,37,35,30,28,30,35,33,35,33
20,20,35,37,6,37,1,13,26,13,44,13,16,23,47,49,47,49,29,14,29
21,21,35,1,0,35,27,35,38,35,33,35,46,19,9,39,9,32,9,32,9
22,22,28,9,39,16,2,16,39,16,32,35,33,35,26,35,27,35,47,13,28
23,23,21,23,47,24,48,24,46,35,1,28,1,25,1,13,44,13,28,1,13
24,24,48,19,47,49,16,32,29,32,35,8,35,26,13,28,22,35,43,35,37
25,25,1,28,22,35,1,0,1,35,30,35,0,35,41,35,38,35,33,35,42
26,26,35,0,1,0,19,9,36,29,13,28,43,13,44,13,44,13,28,31,35
27,27,6,29,15,16,4,16,50,29,23,29,19,0,35,37,1,24,47,49,29
28,28,44,35,37,1,13,26,39,26,39,16,32,16,32,16,50,16,39,29,39
29,29,36,9,11,9,11,29,11,9,36,9,12,29,11,9,36,9,14,40,14
30,30,28,1,37,1,19,9,12,9,11,29,32,16,49,47,19,1,35,45,28
31,31,28,1,25,1,28,1,13,28,30,28,13,29,39,29,4,16,23,47,24
32,32,16,28,30,28,13,26,39,9,39,16,28,1,19,1,19,47,39,9,39
33,33,35,26,39,16,6,27,35,9,36,9,12,9,36,29,28,30,35,26,39
34,34,35,33,35,29,13,44,28,30,35,33,35,41,35,31,35,32,16,2,16
35,35,27,6,26,35,3,35,45,35,32,9,12,29,32,29,15,47,28,22,35
36,36,9,11,9,11,9,14,29,49,47,49,47,49,47,19,48,23,21,23,48
37,37,1,28,9,14,40,14,29,36,29,49,29,10,17,35,17,13,17,10,17
38,38,19,29,39,9,39,29,32,29,11,31,28,29,24,48,24,1,28,47,50
39,39,9,12,9,36,29,32,29,12,29,28,1,19,48,24,48,19,48,24,29
40,40,24,47,4,16,32,35,22,35,42,35,44,13,44,28,30,28,1,19,48
41,41,35,32,9,11,31,28,1,0,1,37,35,33,35,34,35,38,35,30,35
42,42,35,33,35,44,28,45,35,34,35,47,49,47,4,29,50,29,10,17,10
43,43,13,1,37,35,1,19,46,19,46,35,27,6,37,35,37,35,41,35,16
44,44,35,1,25,1,13,16,32,35,46,35,42,35,27,6,27,6,27,35,27
45,45,28,29,13,47,23,47,50,29,39,29,13,17,13,28,9,39,9,36,9
46,46,24,47,24,29,32,9,11,31,11,9,12,9,12,9,32,9,14,40,14
47,47,50,29,28,45,35,41,35,42,35,32,16,28,43,28,1,24,48,24,46
48,48,23,29,36,9,11,31,35,17,13,17,10,29,6,37,1,28,16,15,29
49,49,16,4,29,6,5,6,16,23,21,35,3,35,29,39,26,6,27,35,31
50,50,47,49,47,24,47,35,30,35,9,35,31,28,43,13,43,13,1,0,35
51,0,1,19,7,19,0,1,28,29,10,29,50,16,28,9,11,9,36,29,24
52,1,28,30,13,28,30,28,43,35,29,4,16,23,29,50,47,49,47,28,31
53,2,16,39,29,4,47,19,47,13,29,28,9,19,38,35,37,35,16,23,47
54,3,35,43,28,30,28,30,35,26,39,16,50,47,50,29,39,16,50,16,50
55,4,29,4,29,50,47,19,46,24,46,19,1,25,1,37,1,35,29,28,1
56,5,6,5,6,27,6,27,6,27,6,27,6,27,6,37,35,0,1,0,1
57,6,37,35,20,35,43,13,29,39,16,39,47,4,47,28,9,36,9,11,9
58,7,19,48,19,0,35,38,19,46,19,1,0,1,13,29,36,9,36,29,36
59,8,35,31,11,9,19,48,19,9,32,16,50,47,50,47,50,29,14,40,14
60,9,32,9,19,48,24,48,19,1,28,16,49,47,23,47,49,16,39,29,4
61,10,17,35,41,35,42,35,45,35,3,35,26,13,44,28,43,35,33,35,21
62,11,29,28,30,28,31,11,9,28,16,13,16,4,16,39,9,11,9,36,29
63,12,9,12,9,12,9,36,29,39,47,35,26,6,27,6,27,6,27,6,29
64,13,1,25,1,0,19,46,35,21,23,16,2,16,39,47,39,16,2,16,32
65,14,9,39,47,19,47,24,29,32,16,32,29,35,32,35,26,35,27,6,5
66,15,47,35,1,25,1,37,6,27,6,27,6,5,6,27,6,27,35,3,35
67,16,28,29,23,16,39,16,32,16,39,16,6,16,13,43,28,1,25,1,13
68,17,35,32,9,36,9,14,29,50,29,39,29,19,46,24,48,24,46,19,7
69,18,35,30,28,13,30,13,16,35,44,13,16,39,29,13,29,32,35,32,16
70,19,48,24,46,19,0,1,28,1,28,1,19,29,50,16,32,16,6,5,6
71,20,35,37,1,24,40,14,40,14,29,12,29,4,47,23,47,23,47,19,47
72,21,23,47,49,16,39,9,12,9,32,16,28,13,30,13,1,28,1,35,32
73,22,35,21,35,30,13,28,22,28,31,11,9,12,9,39,9,28,30,28,9
74,23,21,35,32,9,39,9,39,9,12,29,12,9,32,16,39,9,11,9,11
75,24,48,19,9,36,9,39,9,32,35,44,13,17,10,29,13,30,35,0,1
76,25,1,13,44,28,9,11,29,11,31,35,31,11,31,35,32,16,49,16,32
77,26,6,27,35,45,35,33,35,47,4,47,23,47,49,47,50,29,24,29,10
78,27,35,38,35,26,13,1,37,35,46,35,42,35,44,13,1,37,35,38,19
79,28,9,35,43,13,26,13,1,28,1,19,0,35,30,28,9,11,31,35,27
80,29,35,27,35,44,13,17,35,26,39,47,23,29,12,29,36,29,28,45,28
81,30,28,44,35,37,35,29,36,9,36,29,36,9,32,16,50,16,50,47,23
82,31,35,17,10,29,32,35,17,35,18,35,32,35,37,35,26,13,16,32,9
83,32,16,15,29,15,16,28,30,28,43,35,31,35,41,35,37,35,32,9,39
84,33,35,44,35,26,39,29,11,9,36,9,39,26,35,18,35,41,35,37,6
85,34,35,33,35,30,35,31,28,30,13,43,13,17,10,29,49,29,19,1,19
86,35,41,35,41,35,26,35,3,35,17,10,29,19,7,19,7,19,48,24,47
87,36,9,14,29,12,9,19,1,19,1,28,30,35,42,35,33,35,3,35,26
88,37,35,1,19,48,24,40,24,47,39,16,6,5,6,5,6,26,35,27,35
89,38,19,29,6,29,28,31,28,29,28,9,39,16,39,26,35,30,28,47,13
90,39,47,19,47,24,1,28,16,15,47,49,47,19,38,35,37,1,0,19,38
91,40,24,40,14,29,36,9,32,35,33,35,31,28,47,19,0,1,35,42,35
92,41,35,27,6,16,39,16,2,16,28,9,32,16,23,48,24,1,0,35,0
93,42,35,26,35,29,4,29,15,29,32,35,32,29,36,9,19,1,37,1,28
94,43,13,16,35,16,39,26,39,16,39,16,2,16,32,16,32,9,36,29,39
95,44,28,44,13,17,10,17,13,26,6,27,6,37,35,32,9,14,40,14,29
96,45,28,47,23,21,23,16,32,9,36,29,4,29,10,17,13,1,19,7,19
97,46,24,48,23,29,28,45,35,33,35,26,39,9,32,16,39,9,39,9,32
98,47,50,47,13,28,13,29,6,27,6,5,6,29,19,1,37,1,19,48,19
99,48,24,48,24,1,37,35,30,35,31,35,21,23,16,4,16,35,18,35,26
100,49,47,23,16,32,16,4,16,23,21,35,47,4,16,28,30,28,47,23,21
101,50,16,23,47,15,16,39,26,35,45,35,43,13,1,0,1,19,46,24,29
102,0,35,42,35,37,1,19,0,1,35,31,28,44,13,26,35,1,28,9,19
103,1,35,29,11,9,32,35,18,35,33,35,31,35,26,35,17,35,31,35,37
