,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,1,24,40,14,9,11,31,28,44,13,17,10,29,24,46,24,47,39,16
1,1,35,22,28,30,13,1,35,47,23,47,23,21,35,9,39,29,6,16,32
2,2,16,15,16,23,21,23,16,4,16,6,27,6,27,6,37,35,16,39,16
3,3,35,26,35,20,35,3,35,22,28,47,49,47,50,29,6,5,6,5,6
4,4,16,32,9,32,16,49,16,39,16,39,9,35,30,28,9,11,29,13,29
5,5,6,26,35,18,35,33,35,44,13,1,0,1,13,26,35,37,1,13,16
6,6,27,35,17,10,29,28,30,28,30,35,30,35,34,35,38,35,45,28,30
7,7,19,1,28,30,28,1,28,22,28,29,39,16,32,16,4,29,10,29,11
8,8,35,47,23,47,19,1,25,1,0,1,28,9,28,30,13,44,35,30,13
9,9,36,9,14,9,36,9,14,40,24,46,19,38,35,27,6,37,1,28,47
10,10,17,10,17,35,1,37,35,1,25,1,37,1,0,1,35,16,32,29,6
11,11,9,39,16,32,35,3,35,31,35,30,28,1,24,47,35,37,1,35,47
12,12,9,28,9,11,29,14,9,32,9,36,29,4,29,35,17,35,42,35,44
13,13,28,30,35,27,6,29,19,29,50,29,50,16,32,9,39,16,13,28,1
14,14,29,13,1,24,29,50,47,28,30,13,30,35,16,32,16,6,26,35,31
15,15,47,50,47,50,29,15,47,35,27,35,27,35,33,35,44,28,13,17,13
16,16,39,9,14,9,12,9,11,29,11,29,28,31,35,33,35,27,35,41,35
17,17,13,16,4,47,15,16,2,16,39,47,19,46,35,38,19,1,35,9,11
18,18,35,47,23,47,28,30,28,1,25,1,25,1,28,44,35,26,6,5,6
19,19,46,19,0,19,48,24,47,49,29,15,47,24,46,35,37,6,5,6,16
20,20,35,32,35,46,19,1,28,9,35,47,19,47,39,16,39,26,39,9,14
21,21,35,3,35,27,35,41,35,26,35,42,35,9,14,29,11,9,39,9,39
22,22,35,26,35,30,28,30,35,41,35,41,35,29,10,29,35,30,28,30,13
23,23,48,19,1,37,1,28,31,28,47,35,16,39,29,36,29,35,42,35,46
24,24,48,19,0,1,24,29,6,27,6,5,6,27,35,17,35,22,35,45,28
25,25,1,19,47,19,38,19,46,19,48,24,48,23,47,35,26,35,30,28,13
26,26,6,16,39,16,13,30,28,22,28,44,35,20,35,38,35,44,35,47,49
27,27,6,5,6,27,6,5,6,27,6,5,6,27,6,37,1,35,16,4,47
28,28,45,35,32,35,27,6,5,6,5,6,37,35,33,35,43,28,44,28,29
29,29,23,47,23,16,39,16,49,16,15,16,32,35,31,28,29,35,37,35,26
30,30,28,43,13,1,24,1,0,1,28,29,35,37,6,26,35,34,35,37,35
31,31,28,31,28,22,35,29,39,26,39,9,36,9,32,9,39,29,15,29,39
32,32,35,37,35,17,35,9,39,16,49,47,49,47,23,48,24,47,35,27,35
33,33,35,38,35,0,1,0,1,0,19,29,6,5,6,5,6,29,14,29,35
34,34,35,47,50,29,23,47,50,16,39,16,2,16,23,48,19,47,13,29,28
35,35,27,35,33,35,18,35,20,35,37,6,5,6,5,6,26,39,29,12,29
36,36,9,39,9,39,16,39,47,23,16,2,16,32,16,6,26,35,42,35,27
37,37,35,32,29,32,35,33,35,31,28,45,28,44,28,43,28,30,35,47,23
38,38,35,9,36,9,39,9,28,16,15,47,35,37,1,28,13,28,44,35,37
39,39,29,39,47,19,47,4,16,32,35,17,35,9,32,16,39,29,12,29,49
40,40,14,40,14,40,24,46,35,31,28,9,12,9,11,31,28,1,25,1,35
41,41,35,18,35,43,13,1,35,34,35,32,29,32,9,11,29,12,29,23,47
42,42,35,20,35,31,35,20,35,43,28,31,28,31,28,31,35,38,19,48,24
