,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,33,35,43,35,26,39,16,13,30,28,16,39,16,35,45,28,30,13
1,1,28,45,35,26,35,43,13,26,35,27,6,16,23,47,24,40,24,1,37
2,2,16,39,9,35,30,28,47,19,38,19,48,24,47,23,47,49,47,35,32
3,3,35,20,35,47,49,16,13,29,10,17,13,29,15,29,28,43,35,32,35
4,4,47,24,46,35,37,6,26,35,1,28,30,28,13,44,13,47,15,16,6
5,5,6,26,35,32,29,23,47,39,26,39,9,36,9,36,9,36,9,35,33
6,6,5,6,27,35,9,14,9,36,9,12,9,32,9,36,9,14,29,24,48
7,7,19,1,0,35,41,35,47,50,47,4,29,36,29,12,9,39,9,19,46
8,8,35,8,35,27,6,27,35,9,36,9,12,29,24,29,36,9,12,29,39
9,9,12,9,36,9,19,38,35,26,35,32,16,23,47,23,29,49,29,19,1
10,10,29,19,48,19,1,0,1,35,33,35,30,35,33,35,18,35,46,24,46
11,11,31,28,22,28,13,16,28,1,0,19,48,19,38,19,48,24,48,24,40
12,12,29,39,29,39,47,50,47,13,16,35,9,11,9,32,16,2,16,32,16
13,13,1,24,46,19,38,35,26,39,9,36,29,24,1,28,31,35,43,35,44
14,14,40,14,40,14,40,14,9,36,29,23,47,23,21,35,18,35,43,28,30
15,15,29,24,29,49,16,23,21,23,48,19,9,14,29,28,1,13,44,13,1
16,16,32,16,35,9,39,9,32,9,39,29,6,16,39,29,32,16,13,47,50
17,17,13,1,13,44,35,17,10,29,4,16,39,16,35,42,35,31,35,20,35
18,18,35,43,13,28,1,19,1,28,45,35,31,28,30,28,31,28,30,13,29
19,19,0,1,28,13,26,13,29,28,31,11,31,28,43,28,30,35,38,35,30
20,20,35,45,35,38,19,38,35,16,39,16,15,29,36,9,39,29,36,9,39
21,21,35,33,35,18,35,16,32,16,32,29,35,30,28,9,36,9,39,29,14
22,22,28,43,13,28,45,28,29,32,16,39,9,11,9,12,29,12,9,28,29
23,23,47,50,29,36,9,39,16,4,29,39,9,11,29,49,29,35,46,19,9
24,24,47,15,47,4,47,28,44,13,26,6,5,6,16,50,47,19,48,24,47
25,25,1,37,35,37,6,27,35,44,35,34,35,32,35,32,9,36,9,36,29
26,26,35,32,16,49,47,28,1,28,9,11,29,39,47,35,16,15,16,32,29
27,27,6,5,6,27,6,37,35,20,35,31,35,43,13,29,28,44,13,44,28
28,28,30,28,22,28,13,30,13,17,13,17,35,16,4,29,39,16,6,5,6
29,29,32,29,10,17,35,31,28,47,19,47,13,44,13,29,39,29,32,16,39
30,30,35,38,19,46,24,29,13,17,10,17,35,31,28,44,13,1,24,40,14
31,31,35,29,24,47,24,1,28,31,35,31,35,22,28,43,35,31,28,43,13
32,32,29,14,40,24,48,19,47,19,29,15,47,35,30,35,0,35,18,35,27
33,33,35,27,6,5,6,37,6,16,32,16,23,16,2,16,32,29,11,9,14
34,34,35,3,35,45,35,33,35,34,35,26,35,30,28,30,28,1,0,1,25
35,35,42,35,0,1,35,17,13,47,13,26,35,0,1,28,30,35,33,35,38
36,36,9,39,16,23,21,23,16,32,29,50,47,50,16,39,16,50,47,35,33
37,37,6,5,6,5,6,37,35,30,28,45,35,44,13,47,24,29,50,47,50
38,38,35,29,10,29,39,29,39,9,39,16,2,16,23,16,13,26,35,44,35
39,39,16,32,29,24,29,24,48,24,40,14,40,14,9,11,9,39,9,32,16
40,40,14,9,28,1,13,17,10,17,35,30,28,30,28,1,0,1,0,19,38
41,41,35,44,35,37,1,28,1,35,41,35,32,16,15,29,19,7,19,1,35
42,42,35,44,28,30,28,13,17,35,22,35,21,23,29,32,29,13,29,4,16
43,43,28,44,35,8,35,18,35,0,19,48,19,1,24,46,35,3,35,41,35
44,44,13,43,35,32,9,32,9,12,9,28,9,36,9,12,9,32,29,12,9
45,45,28,1,19,47,15,16,23,47,23,21,35,16,39,47,35,9,36,9,32
46,46,19,38,35,17,13,30,28,29,50,29,32,29,10,29,49,47,24,29,36
47,47,19,1,0,1,37,6,26,35,41,35,44,28,16,2,16,32,9,39,16
48,48,19,47,19,29,28,30,28,45,35,31,35,30,28,1,37,35,42,35,30
49,49,16,6,27,35,46,19,0,1,13,29,15,29,49,47,13,47,24,48,19
50,50,47,4,47,24,29,36,9,14,29,39,16,23,16,23,48,19,0,19,9
51,0,35,41,35,37,35,32,35,22,35,30,28,1,28,30,28,22,28,45,35
52,1,19,7,19,1,28,22,35,41,35,37,35,30,28,1,28,1,35,3,35
53,2,16,23,48,19,1,28,44,13,17,10,29,12,9,39,26,35,3,35,18
54,3,35,30,28,1,19,7,19,1,37,1,19,48,19,46,24,48,19,48,19
55,4,29,49,47,49,47,50,47,23,47,23,29,19,48,19,48,19,48,24,46
56,5,6,27,6,27,6,5,6,37,1,25,1,0,1,37,1,19,47,13,26
57,6,29,10,17,10,17,13,16,32,29,39,16,50,16,32,16,23,21,35,8
58,7,19,46,19,29,10,17,10,17,10,17,10,17,10,17,13,43,28,30,28
59,8,35,32,16,35,3,35,1,25,1,28,1,13,26,35,37,6,27,35,27
60,9,19,1,28,30,28,31,35,31,11,31,35,9,39,16,32,9,12,9,12
61,10,17,35,27,35,41,35,0,1,37,1,24,46,24,1,35,33,35,27,6
62,11,9,36,29,24,48,23,16,28,29,28,47,23,47,49,16,13,29,35,33
63,12,9,39,29,13,17,10,29,10,29,13,16,6,16,35,18,35,21,35,38
64,13,47,35,33,35,22,35,9,28,9,12,9,32,16,35,21,23,21,35,18
65,14,9,14,29,36,29,32,16,4,16,39,9,39,9,39,47,19,1,37,35
66,15,47,49,47,13,47,35,16,49,47,15,29,36,9,35,30,28,45,35,3
67,16,32,16,32,9,35,41,35,30,28,30,35,20,35,26,6,26,35,33,35
68,17,10,29,12,9,39,9,36,29,49,29,24,48,24,46,24,47,28,31,35
69,18,35,31,28,16,4,47,13,16,23,48,19,38,19,1,37,35,21,23,16
70,19,1,19,46,19,47,50,29,35,27,35,45,35,8,35,45,35,37,6,5
71,20,35,30,28,1,28,29,24,48,23,16,32,9,32,35,29,39,47,4,29
72,21,35,1,19,46,24,46,19,1,0,1,19,1,28,30,35,33,35,26,35
73,22,28,16,4,29,28,1,37,6,16,50,47,28,47,24,48,24,48,19,29
74,23,16,6,5,6,29,32,9,36,9,39,16,32,16,39,16,39,47,24,40
75,24,47,4,29,28,47,49,16,50,29,23,16,32,16,32,35,9,36,29,49
76,25,1,37,35,30,13,44,35,33,35,37,35,27,6,27,6,27,35,3,35
77,26,35,22,35,1,25,1,28,1,28,29,14,29,32,9,36,29,24,48,19
78,27,35,18,35,8,35,43,35,3,35,47,49,16,39,47,50,47,28,30,28
79,28,30,35,31,35,32,16,6,26,39,16,32,16,39,29,12,9,28,31,35
80,29,6,29,28,9,32,35,44,13,16,32,16,39,9,14,9,32,16,50,47
81,30,35,41,35,30,28,1,13,30,28,9,32,9,36,9,32,16,50,47,49
82,31,28,45,35,26,35,44,28,45,28,43,35,3,35,31,28,30,28,30,35
