,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,35,3,35,32,35,9,19,38,35,31,28,16,13,16,23,47,50,16,15
1,1,35,42,35,46,19,48,24,1,28,43,13,43,13,16,32,9,36,29,10
2,2,16,13,47,35,38,19,7,19,9,39,16,39,29,4,16,32,35,27,35
3,3,35,30,28,30,28,29,49,16,2,16,15,16,39,29,39,16,2,16,6
4,4,47,13,17,35,34,35,26,13,28,9,32,29,36,9,36,9,39,16,32
5,5,6,26,6,37,35,46,24,48,24,29,12,29,11,31,35,32,9,14,9
6,6,37,6,27,35,38,19,1,25,1,28,29,50,47,23,16,23,47,39,9
7,7,19,29,12,9,39,9,32,9,35,29,35,22,35,17,13,44,35,38,35
8,8,35,44,28,16,39,47,28,47,39,9,32,16,32,16,23,29,10,29,32
9,9,39,16,39,9,36,9,32,29,39,9,36,9,12,9,19,7,19,38,19
10,10,17,13,26,35,30,35,26,35,44,35,8,35,41,35,8,35,20,35,32
11,11,29,39,16,39,9,36,9,11,9,39,47,49,29,32,9,32,9,11,29
12,12,9,14,9,14,9,28,31,35,26,35,32,35,32,9,14,40,14,29,35
13,13,47,15,16,15,29,13,17,13,17,10,17,10,17,10,17,13,43,35,37
14,14,29,24,46,19,1,28,30,35,46,19,0,1,28,1,35,37,35,22,35
15,15,16,32,29,39,9,36,29,6,26,6,37,35,32,9,35,32,16,50,47
16,16,32,29,36,29,6,29,28,29,39,16,39,9,28,44,28,1,35,26,35
17,17,10,17,10,17,35,1,25,1,37,6,16,32,9,39,26,35,32,9,32
18,18,35,26,35,26,35,41,35,22,35,37,35,26,35,41,35,9,39,16,32
19,19,48,24,48,19,47,28,31,35,32,35,26,6,5,6,29,36,9,14,29
20,20,35,37,35,27,6,27,6,27,6,5,6,26,6,27,6,27,6,29,36
21,21,23,16,35,30,35,29,12,29,32,35,37,1,28,45,28,29,36,29,39
22,22,28,1,28,1,28,30,35,9,11,9,32,9,32,9,19,48,19,46,19
23,23,47,49,47,15,47,28,9,11,29,4,29,13,26,35,45,28,31,11,29
24,24,48,23,48,19,38,35,17,13,16,39,16,28,22,28,1,28,29,14,9
25,25,1,28,29,19,46,19,9,39,9,36,9,14,40,14,40,14,29,11,29
26,26,35,31,28,29,11,31,28,31,35,18,35,22,28,47,23,47,15,29,28
27,27,35,33,35,27,35,17,13,44,28,31,35,38,35,31,11,9,12,9,19
28,28,13,28,45,35,1,35,32,9,19,48,24,46,24,40,14,29,23,16,39
29,29,39,9,12,9,39,16,6,27,35,9,11,29,28,30,28,1,28,31,28
30,30,28,31,28,43,28,44,13,28,30,35,34,35,21,23,47,4,47,35,32
31,31,35,45,28,1,28,30,28,1,28,43,13,29,36,29,10,29,39,29,28
32,32,9,32,9,12,9,39,29,13,43,35,47,4,47,24,47,35,26,13,47
33,33,35,9,39,16,13,16,32,16,23,16,39,9,14,9,39,29,35,37,35
34,34,35,41,35,0,1,0,35,47,15,29,32,16,28,1,25,1,19,29,35
35,35,37,1,25,1,28,44,35,41,35,33,35,30,28,29,36,9,36,29,39
36,36,29,10,29,11,9,36,9,39,16,6,5,6,37,35,44,35,32,9,39
37,37,1,35,37,35,27,6,27,6,29,24,1,25,1,28,13,28,44,28,29
38,38,35,21,35,8,35,31,28,30,28,30,28,30,13,28,47,23,16,4,29
39,39,16,32,29,36,29,32,16,39,9,11,29,39,47,28,30,28,30,28,16
40,40,14,9,39,9,11,29,36,29,23,29,32,35,42,35,16,15,47,15,16
41,41,35,20,35,30,13,26,6,29,15,29,10,29,32,16,28,43,35,27,6
42,42,35,38,35,30,28,1,28,44,35,0,1,28,1,13,17,35,26,35,27
43,43,13,17,10,29,35,37,35,26,13,29,23,16,39,16,39,47,39,16,32
44,44,28,30,28,29,19,38,35,45,35,29,39,16,23,29,28,30,28,47,19
45,45,28,30,28,29,14,29,13,47,39,9,39,16,23,21,23,47,24,40,24
46,46,35,8,35,37,6,16,4,47,24,47,24,46,35,30,35,37,1,13,1
47,47,50,47,4,29,32,16,39,29,28,16,32,16,32,29,39,9,11,29,10
48,48,19,29,4,16,39,16,23,47,28,16,32,35,33,35,30,28,44,13,1
49,49,47,28,16,32,16,13,1,19,48,19,1,28,47,50,47,4,29,14,29
50,50,29,12,29,23,47,23,16,39,29,11,29,13,30,28,30,35,32,16,39
51,0,35,1,24,46,35,26,35,38,19,38,19,1,19,1,25,1,28,31,28
52,1,25,1,28,30,13,16,39,47,15,29,39,16,39,26,39,16,39,9,39
53,2,16,28,16,35,30,35,21,23,48,19,38,35,29,15,16,50,47,39,26
54,3,35,26,35,20,35,32,9,11,9,39,26,35,44,28,1,13,17,10,17
55,4,29,13,26,6,29,32,9,32,35,33,35,44,13,44,35,33,35,32,29
56,5,6,26,35,16,32,35,37,35,26,39,16,4,47,23,16,39,26,6,37
57,6,27,6,29,11,9,12,9,12,29,11,29,49,47,4,29,39,16,39,29
58,7,19,29,32,9,11,31,35,31,35,44,13,26,13,30,35,34,35,34,35
59,8,35,16,32,9,32,35,20,35,33,35,47,13,17,10,17,10,29,13,17
60,9,36,9,32,9,32,9,14,40,24,1,28,1,0,19,1,24,46,35,38
61,10,29,35,9,32,29,28,16,23,16,23,16,23,47,19,46,35,42,35,20
62,11,29,28,30,28,31,35,9,39,9,32,9,11,9,36,9,35,32,35,9
63,12,9,32,29,15,47,24,1,28,13,1,25,1,24,1,0,1,28,13,43
64,13,29,49,47,15,29,23,47,15,47,35,22,35,43,28,29,15,16,39,16
65,14,29,13,28,31,11,29,36,9,39,47,49,47,13,30,28,29,11,9,11
66,15,16,2,16,23,16,2,16,50,47,13,47,49,29,39,16,39,16,39,9
67,16,39,47,49,47,4,47,35,26,13,43,13,16,49,47,4,29,39,9,14
68,17,13,16,32,9,12,29,50,47,19,0,1,37,1,37,35,47,15,16,39
69,18,35,38,19,7,19,46,24,48,19,1,28,22,28,22,35,33,35,42,35
70,19,1,35,26,35,22,28,9,39,26,13,16,13,17,10,29,13,26,6,27
71,20,35,8,35,30,13,1,28,13,30,28,47,35,31,11,31,35,27,6,16
