,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9,walk10,walk11,walk12,walk13,walk14,walk15,walk16,walk17,walk18,walk19
0,0,19,46,35,17,13,30,28,13,30,35,26,39,26,35,38,19,1,19,9
1,1,13,26,35,41,35,26,35,46,24,48,19,47,24,46,19,7,19,9,39
2,2,16,50,29,35,43,28,31,35,34,35,44,13,44,28,16,39,47,39,16
3,3,35,31,35,32,16,50,29,50,29,32,9,36,9,36,29,36,9,32,9
4,4,29,50,29,28,47,4,16,32,16,50,47,39,16,6,26,6,5,6,27
5,5,6,29,32,35,18,35,26,35,43,35,22,35,46,24,29,28,44,35,30
6,6,29,50,16,39,16,13,44,35,16,28,30,28,22,35,26,13,28,45,28
7,7,19,46,35,44,13,28,1,13,29,32,9,39,9,12,9,19,9,12,9
8,8,35,29,28,9,36,9,19,7,19,38,19,48,19,48,19,29,39,16,49
9,9,35,27,6,27,6,29,15,47,49,47,4,29,14,9,32,16,39,16,39
10,10,29,32,35,31,11,9,36,29,35,32,9,39,16,35,30,28,30,28,30
11,11,9,19,7,19,46,35,1,28,30,28,30,35,33,35,31,35,26,39,9
12,12,9,14,29,15,29,24,48,23,16,2,16,32,16,39,9,39,47,19,38
13,13,47,49,47,23,16,4,16,4,47,24,48,19,38,35,38,35,18,35,46
14,14,29,4,16,28,47,49,47,19,1,0,1,28,1,37,35,42,35,33,35
15,15,16,39,16,13,28,44,35,20,35,27,6,27,6,5,6,27,6,27,6
16,16,4,47,23,47,19,9,14,29,23,29,36,29,49,47,50,47,4,29,24
17,17,35,26,35,30,28,1,28,1,0,19,7,19,48,24,29,36,9,35,27
18,18,35,45,28,43,13,47,49,29,28,30,28,1,28,30,28,30,28,45,35
19,19,48,24,1,28,30,28,30,28,44,35,26,6,29,28,9,11,9,14,40
20,20,35,31,28,1,19,48,23,47,19,1,28,47,23,29,32,9,11,31,28
21,21,35,33,35,26,35,9,32,35,18,35,37,35,33,35,16,39,16,23,47
22,22,35,37,6,27,35,31,11,9,32,9,11,9,39,9,11,29,32,16,2
23,23,48,23,16,32,29,32,35,0,19,38,35,8,35,21,35,16,32,9,36
24,24,29,19,1,37,35,38,19,47,49,29,15,47,28,29,14,9,39,29,32
25,25,1,24,46,19,38,35,33,35,33,35,41,35,31,28,1,35,33,35,33
26,26,13,30,35,43,13,1,13,1,28,43,35,30,13,30,28,29,39,9,12
27,27,6,27,35,32,9,12,9,39,29,35,0,1,19,9,12,29,24,1,28
28,28,9,36,9,12,9,36,29,19,9,35,8,35,18,35,27,6,26,6,27
29,29,32,9,12,9,12,29,4,29,15,47,39,16,32,29,23,21,23,16,32
30,30,35,38,35,34,35,9,32,35,34,35,33,35,0,35,26,35,26,35,45
31,31,11,9,39,9,32,16,15,29,19,29,49,29,24,48,19,0,35,34,35
32,32,9,32,29,36,29,6,16,28,29,23,47,50,29,39,29,15,16,2,16
