,x,y,id,t,tau
0,-0.11824818026535615,-0.3873282607651118,0,1,2
1,-0.07805804578633897,-0.5409522030042779,1,1,1
2,-0.38130189497910444,-0.3052670882392139,2,1,2
3,-0.10669042870700868,0.2103259690166814,3,1,2
4,-0.4253597381537922,-0.24664748752987511,4,1,2
5,0.20382295559818986,0.7676638786910588,5,1,0
6,-0.5896020404233439,0.6885606075756919,6,1,0
7,-0.08062107413804781,-0.6538132023200464,7,1,1
8,-0.4008918854153236,-0.08126236730991707,8,1,2
9,0.18890807217073957,-0.2979073487865729,9,1,1
10,-0.2928254015844901,-0.5361402743522963,10,1,1
11,0.8001979266918847,-0.47082144274195814,11,1,0
12,-0.30975709708850857,0.20044261666873667,12,1,2
13,-0.7197067014731724,0.45622218551623084,13,1,0
14,0.34697921983862046,-0.21458298132575163,14,1,2
15,-0.8819057887979682,0.16208260057487625,15,1,0
16,0.5270113657450872,0.6878534106396631,16,1,0
17,-0.18736915169352764,0.5993289059319902,17,1,2
18,0.6801269264782047,-0.5876665755411989,18,1,0
19,0.46930596234831307,0.21560991625291961,19,1,1
20,0.13495233150343228,0.1466575260367055,20,1,1
21,-0.7478938848748627,-0.4426206990372809,21,1,0
22,0.04137096220759005,0.3751114666478567,22,1,1
23,-0.21484893477013464,-0.06456776309145557,23,1,2
24,0.5966288487825316,0.09903538395241894,24,1,0
25,0.49990691786316044,-0.3864375028883617,25,1,1
26,-0.5307993425331385,-0.6827441262664643,26,1,0
27,0.04071842833746448,-0.6262646897099102,27,1,2
28,-0.4189862893105727,-0.19103225289931888,28,1,2
29,-0.5882010060487611,-0.014751705166912394,29,1,2
30,-0.48415608759413165,0.4581289642138513,30,1,2
31,-0.4451855850345426,-0.6776297806866844,31,1,0
32,0.17291634331160496,0.4667774515395829,32,1,1
33,0.5586497235621414,0.28253166134398966,33,1,1
34,0.11744369669262314,1.0,34,1,0
35,0.31763310563014296,-0.055028946197991105,35,1,2
36,-0.03328771042018458,-0.2572581424753146,36,1,2
37,-0.15655834984927702,-0.5326014788408858,37,1,1
38,-0.3958555970256397,0.24870244911225847,38,1,2
39,-0.2715903822600594,-0.6858266329316252,39,1,0
40,-0.45784608482474165,0.2336034830323973,40,1,1
41,-0.08378342748513838,0.3823135167261823,41,1,1
42,-0.1793985317646221,0.8161235039615445,42,1,0
43,0.011847834801223063,0.340640734525431,43,1,2
44,-0.28199922105113495,0.526241699313322,44,1,2
45,0.5230795343417306,-0.18860585142409572,45,1,1
46,0.007317648318425377,-0.004888535590529345,46,1,2
47,0.07084321980103907,-0.32711469328718834,47,1,2
48,0.14702107546328685,-0.005341949430826207,48,1,2
49,0.6267197048698344,0.5444534024114186,49,1,0
50,0.40647301788528256,0.10706593349706707,50,1,2
51,0.11799305879235793,-0.8608204945390425,51,1,0
52,0.4004316544670184,0.6579356931717009,52,1,0
53,-0.7631976474060215,0.40402867940633475,53,1,0
54,0.609874298746,0.0964507465206925,54,1,2
55,0.1560306594063828,-0.6850385152157626,55,1,1
56,-0.1322767996437471,-0.20208079491674116,56,1,2
57,0.26458972179730617,-0.5725316025578332,57,1,1
58,-0.23295615075518866,0.3658284072013562,58,1,2
59,-0.682568554296914,0.09853946916919946,59,1,2
60,-0.6198982070537492,-0.41123890508578587,60,1,0
61,-0.5566725236786774,0.3021634894596763,61,1,2
62,0.6367441598015483,-0.04425181115590627,62,1,0
63,0.4841392708661945,-0.3172673691811864,63,1,1
64,-0.06341980005056323,0.6166347416606864,64,1,1
65,0.7350048062642549,0.24840189243878102,65,1,0
66,0.15117714203243804,-0.49926707678259996,66,1,1
67,0.8543610612088957,0.1382234291309657,67,1,0
68,-0.40839381438659045,-0.7954221079832612,68,1,0
69,0.04128852005494522,-0.19113547452844362,69,1,1
70,0.2856030961216111,0.015931936261124668,70,1,2
71,0.21353417046679832,-0.31053577005701827,71,1,1
72,-0.2859195781809397,0.06178693471289317,72,1,1
73,0.33375269803243407,0.3352073944385734,73,1,2
74,0.1328661587600359,0.23981799934022743,74,1,2
75,0.3276541016037749,0.1975546129877016,75,1,1
76,0.3141304128530746,-0.18073857751422123,76,1,1
77,0.4073382796811736,-0.5453235470596781,77,1,0
78,0.24214761029597692,0.45773372941558843,78,1,1
79,0.7587344025160312,-0.03565329862080011,79,1,0
80,-0.11211315078568267,0.05438307791940619,80,1,2
81,0.19041966787458892,-0.4671402107233406,81,1,2
82,0.3574646457986378,-0.48236274487394476,82,1,2
83,-0.05036336841725016,-0.8540621103097066,83,1,0
84,0.3177086626475178,0.8557263756253158,84,1,0
85,-0.3518748170870112,0.9162237723638361,85,1,0
86,0.01219060914032522,-0.05874513835888771,86,1,2
87,-0.17341192100591785,-0.8441439077819728,87,1,0
88,0.5833118360946808,-0.15463272214271254,88,1,2
89,-0.2815151518144217,-0.21523934972342346,89,1,1
90,-0.3706626198541773,0.6889837411526447,90,1,0
91,0.5526264599684639,-0.5297433792943905,91,1,0
92,-0.8315574506000201,0.0669642422365533,92,1,0
93,0.02376724914203334,0.20713336191688744,93,1,1
94,0.5017277466888448,-0.7456148013033377,94,1,0
95,0.7709830790835076,0.48847668802021615,95,1,0
96,-0.7324771252089775,-0.2572938607920138,96,1,0
97,0.32676883219642855,-0.8115562622619403,97,1,0
98,0.5539802683740097,0.6186430841197981,98,1,0
99,-0.2724567972982553,-0.3798726880920215,99,1,1
100,-0.5690512499976331,-0.5526637012272321,100,1,0
101,0.0056809857831072634,-0.4457189966049955,101,1,2
102,-0.6729101430589924,0.24435969838676658,102,1,2
103,0.4538654137204507,-0.03753854559028699,103,1,1
104,-0.12774947612334303,0.19951825098687495,104,1,1
105,0.42247761163342784,0.3897491041354428,105,1,1
106,0.5344697635426677,-0.6471326723153269,106,1,0
107,0.02352745096486158,0.7895356473312001,107,1,0
108,-0.24132934825581456,-0.42298749906864475,108,1,1
109,-0.21514872522622264,0.3679597560627927,109,1,2
110,-0.24107727002437165,0.20192108671871006,110,1,1
111,-0.5565306117389542,0.07231373199326047,111,1,1
112,-0.5448547775947689,0.13011749515640972,112,1,1
113,-0.5301729320107867,-0.04511278990650196,113,1,1
114,-0.06590495383942938,0.5136089750734557,114,1,1
115,0.22098811819909467,0.29354372856749106,115,1,2
116,0.07312975463771075,0.5318524877455134,116,1,1
117,0.4621676858478052,0.3825926937885535,117,1,1
118,0.5121539473346783,0.08649900402286463,118,1,1
119,0.8886578459954195,-0.06516924040459346,119,1,0
120,-0.8231810258391689,-0.34630129037620777,120,1,0
121,-0.17353844729828766,0.8897189619554199,121,1,0
122,-0.7994207620326714,-0.17233016926948774,122,1,0
123,-0.4066531822462819,0.5423547316977303,123,1,1
124,0.2336333395742516,-0.5348346806915353,124,1,1
125,0.16510226405527426,-0.1433849450246364,125,1,1
126,-0.4068343331155102,-0.0013655087119786799,126,1,2
127,0.28647247830060196,0.1795593490957256,127,1,1
128,-0.3741311214041182,0.44398080223371245,128,1,1
129,0.761796819408875,0.36689736157461694,129,1,0
130,0.35438832901811573,-0.3073230181290077,130,1,1
131,-0.6661322717778265,-0.537514633572346,131,1,0
132,0.2178308695363988,0.5733437653973055,132,1,2
133,-0.39141056889884857,0.2375024945478182,133,1,2
134,-0.01794809359743372,-0.37427464513114006,134,1,2
135,-0.4999031447161077,-0.1139437715047226,135,1,2
136,0.4459089377364602,-0.18052460559630432,136,1,1
137,0.36012353471027037,0.7051656381868623,137,1,0
138,-0.2921623029072105,-0.8772655942959301,138,1,0
139,-0.1839693053037987,-0.11805107169985019,139,1,2
140,0.3215190805527321,0.3711765867008475,140,1,2
141,-0.36578544022260623,-0.39975850312691924,141,1,2
142,-0.8182892359929378,-0.20469830135529452,142,1,0
143,0.8210243226017517,-0.24759400711382284,143,1,0
144,-0.3020772977287988,-0.21925043660934648,144,1,2
145,0.6383267807731201,-0.2738083998934958,145,1,1
146,0.30378530945211507,0.006714596829066854,146,1,1
147,-0.21426997111962803,0.4997945826591799,147,1,2
148,0.06342753251488568,0.6350392544284285,148,1,1
149,-0.43377800596522004,0.38229297878859064,149,1,2
